"","exp_mass","abundance"
"2",112.985557193681,3064106.8
"5",126.904986267478,9891848
"50",167.047863184254,3433761.3
"62",171.066788411498,1038246
"93",181.07174601937,724451.4
"109",185.118936220081,754906.3
"135",191.056790645936,914182.1
"154",195.066977881383,971364.9
"162",196.91049015079,1160757.6
"164",197.02221404591,8438910
"175",199.019284171166,3256463.3
"212",203.965194528205,770827.3
"213",203.968527525076,775723.5
"221",205.052488507511,2608137.3
"234",207.067114616286,1079029.8
"246",209.022195780958,899063.6
"251",209.094804712797,2918619.3
"263",211.098381831944,809144.6
"275",213.017093848416,1130028.4
"296",215.032766689533,952319.2
"300",215.056973663607,853216.1
"319",217.048398530694,933325.4
"335",219.027394411094,1719542.5
"367",222.926183235303,1603966.6
"368",223.001488154648,1323969.1
"384",224.905401115466,767617.1
"386",225.017091995839,793540.9
"406",226.978452895127,2469382
"410",227.057071810923,986632.6
"429",229.012026717072,897641.6
"440",229.145519574094,788814
"500",236.09616312962,2035136.1
"505",236.941762223942,1004383.8
"508",237.041533117083,886627.5
"512",237.077907078125,1340260.9
"517",237.900613196967,857508.4
"520",238.048768038286,2532106.3
"527",238.921041104039,874412.5
"529",239.022853994993,862512.6
"530",239.032804984335,4897713
"532",239.057150958259,1227698
"540",240.045785899383,916506.1
"550",240.897881986747,2422909.8
"551",240.900299984157,870813.8
"552",241.002354874852,3599106
"553",241.029818845436,1593667.3
"556",241.048410825523,916612
"581",243.027632705681,729242.8
"585",243.052145679427,881371.9
"633",247.060064386753,1185566.6
"635",247.062314384343,1181982.8
"654",249.041612264419,883337.8
"658",249.06274024179,912778.9
"662",249.112057188969,784525.7
"664",249.114389186472,752781.8
"707",253.106930910267,914557.9
"724",254.915980972687,1927156.8
"726",255.027693853037,1349180.3
"730",255.064197813939,808926.7
"779",259.012922584665,9936407
"780",259.022488574419,1199832.3
"811",261.078103372756,1241269
"828",262.921039398883,1274055.4
"832",263.057430862735,1179218.4
"835",263.091179823203,1330005.1
"837",263.093753820188,1404757.4
"841",263.130184777514,989272.3
"856",265.070463504732,1631224.8
"860",265.106797462171,1144827.8
"864",265.147885414042,21427712
"877",266.915933343006,1311510.5
"879",267.049683186335,868898.2
"889",267.143797076093,979370.4
"907",269.043313851059,1016210.5
"934",271.022694532474,887750.9
"944",271.117309421645,907279.7
"992",275.038434828561,3121540.3
"999",275.093944763539,1209225.6
"1016",276.936684605011,772159.1
"1040",278.916012286488,1418374.3
"1043",279.052488126624,1193492.1
"1047",279.088895083978,1576215.9
"1051",279.125233041413,1026843.5
"1052",279.127038039299,1858971.8
"1055",279.163437996661,2111903.5
"1069",280.993371853134,925659.6
"1070",280.994886851359,10747356
"1072",281.04326579469,823712.7
"1074",281.065219768973,1405155
"1079",281.10159872636,1280998.8
"1081",281.104495722967,1248999.1
"1083",281.137929683803,876266.6
"1085",281.140878680349,953322.9
"1086",281.142621678307,1003051.1
"1089",281.998187676124,774532.3
"1102",282.910891607011,777636.1
"1103",283.012973487435,722798.9
"1113",283.153578322735,747197.8
"1117",283.192950276616,894401.9
"1162",287.053917753999,1732576.5
"1167",287.090944710627,1227876.6
"1191",288.957847523795,12414769
"1194",289.070184392208,1287741.8
"1217",291.049418073795,931609.6
"1219",291.052568070105,932634
"1222",291.073760045282,864284.4
"1223",291.085810031167,1634333.8
"1225",291.08895702748,1596958
"1228",291.122209988529,888097.8
"1254",293.141092623673,943108.8
"1255",293.142792621681,1525124.9
"1258",293.17922157901,3046153
"1262",294.065290541096,792493.4
"1275",295.044250394373,732508.8
"1281",295.083913347913,1572321.3
"1285",295.117066309079,1203685.1
"1287",295.120293305299,1177573.4
"1288",295.121926303386,1387749.6
"1308",296.968874139929,1016121.1
"1311",297.059918033283,1005507.6
"1321",297.135997944165,949196.3
"1323",297.153000924249,7663822.5
"1324",297.169071905423,852688.1
"1343",299.054394697015,999337.7
"1374",301.070082335902,1367699.8
"1405",303.049333017469,920698.8
"1408",303.064223000027,796796.5
"1410",303.085761974797,1459071
"1441",305.089581627586,1169001.9
"1449",305.953548615562,841871.3
"1450",305.963391604032,846992.5
"1451",305.965346601742,1138000.8
"1465",306.947278451537,790468.2
"1466",307.044129338089,974671.6
"1468",307.04766333395,898384
"1469",307.048871332535,974288.1
"1480",307.158421204211,2387293
"1500",309.059909976867,1659453
"1512",309.172522844956,1183306.3
"1513",309.174160843037,8861770
"1531",311.053998641054,1666152
"1544",311.168652506752,10359093
"1545",311.170459504635,869173.7
"1577",313.132235521709,761372.9
"1580",313.163770478759,861984.6
"1604",314.936980063692,900401.3
"1640",316.739116609227,2031941.1
"1671",318.737281887776,1040879.6
"1675",319.080381420483,1696983.6
"1679",319.116813370863,1165276
"1704",321.059634724789,1157054.9
"1706",321.064811717738,3734719.5
"1710",321.096067675168,1622979.1
"1718",321.17385756922,1128524.3
"1738",323.005439074652,1666465.3
"1746",323.14802788045,887217.8
"1748",323.153118873516,1473586.4
"1758",324.099763584209,1117472.1
"1760",324.103708578836,1149728.5
"1779",325.094871228898,1301907.1
"1780",325.102827218062,2318612
"1790",325.184312107081,6211485.5
"1797",326.096277865007,3330822.5
"1815",327.074152533166,839798.8
"1821",327.110593483534,929915
"1828",327.16354941141,1334913
"1832",327.219672334972,1062791.5
"1855",329.089808787892,945757.1
"1892",331.115223029329,1096770.6
"1893",331.116675027351,1187394.9
"1895",331.120740021815,1200707.3
"1956",335.07932563032,1325566
"1961",335.115756580702,1361410
"1992",337.095018884996,1581787.9
"2001",337.205376734691,882216
"2023",339.074346189201,1166515.4
"2029",339.110727139652,1209271.3
"2033",339.147164090025,1040059.3
"2035",339.179162046445,915646.7
"2037",339.183433040628,940223.2
"2039",339.199753018401,944000.9
"2064",341.090025443897,1144716
"2070",341.126395394362,895375.9
"2076",341.179177322474,1025237.6
"2098",342.965319889792,1188946.9
"2100",343.061721758495,1098845
"2102",343.078996734967,1243358.9
"2104",343.084555727396,1059423.5
"2107",343.10571369858,1134433.6
"2108",343.115068685838,1404130.6
"2110",343.120945677834,1057635.3
"2137",344.199847208397,776020.3
"2144",345.063830031674,944686.2
"2148",345.100210982124,1803825.9
"2151",345.130806940453,1209141.1
"2153",345.136636932513,1104949.8
"2166",346.10386661517,1062937.5
"2180",347.079504286376,1218813.4
"2184",347.115917236782,1430785.1
"2207",348.231121717902,2238322.3
"2209",349.058828590586,944325.3
"2218",349.131639491419,1086668.6
"2231",350.098936173985,741740.9
"2244",350.228184997951,728697.8
"2245",350.246709972721,1175227.6
"2249",351.074476845323,1217165.3
"2258",351.147354746065,968724.4
"2280",353.063137136817,756558.6
"2289",353.126578050412,1060692.6
"2293",353.162906000935,903256.1
"2296",353.200305949997,6493532
"2319",355.069465404248,806669.5
"2320",355.07869339168,1409678.4
"2325",355.105878354655,962064.9
"2331",355.14222630515,823572.4
"2363",357.09433964642,1355465.9
"2365",357.100409638153,1205962.4
"2371",357.136850588521,1147085.8
"2386",358.10407927118,951206.1
"2401",359.073977950202,1185917.5
"2403",359.079677942439,1077118
"2408",359.116029892928,1535361.3
"2432",360.194680423833,793889.2
"2439",361.095366197122,1607216.3
"2443",361.13176314755,1312307.4
"2456",362.098929830293,889479.1
"2470",362.210418678448,1014288.6
"2471",362.969588644478,858961.4
"2475",363.074574790091,1141210.4
"2484",363.147528682549,1248224.5
"2488",363.183790629095,869091.6
"2496",364.114616256961,971569.8
"2506",364.226019092742,2283579
"2514",365.111419787568,2721668.3
"2516",365.126665765094,1241989.5
"2521",365.163272711132,1585544.5
"2541",366.24161012155,2284256.3
"2550",367.105960847406,1227813.4
"2560",367.178861739943,1221675.1
"2586",369.085284929675,938943.9
"2592",369.121633876093,885186.6
"2628",371.116251935818,1144664.8
"2633",371.152771881983,738267.4
"2663",373.095488018216,1133032.8
"2666",373.126519972472,1276395
"2668",373.131862964596,1442283.4
"2700",375.105853054728,1301110.4
"2702",375.111145046927,1523830.8
"2705",375.142054001364,970616.9
"2707",375.147604993181,1026169.3
