Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,,,,,
345,0.398391813,,,,,,,,,,,,,,,,,,,,,,
344,0.408419222,,,,,,,,,,,,,,,,,,,,,,
343,0.418554992,,,,,,,,,,,,,,,,,,,,,,
342,0.430343181,,,,,,,,,,,,,,,,,,,,,,
341,0.443261981,,,,,,,,,,,,,,,,,,,,,,
340,0.459013283,,,,,,,,,,,,,,,,,,,,,,
339,0.46722579,,,,,,,,,,,,,,,,,,,,,,
338,0.480633616,,,,,,,,,,,,,,,,,,,,,,
337,0.49387458,,,,,,,,,,,,,,,,,,,,,,
336,0.506553412,,,,,,,,,,,,,,,,,,,,,,
335,0.522824228,,,,,,,,,,,,,,,,,,,,,,
334,0.534563839,,,,,,,,,,,,,,,,,,,,,,
333,0.547805905,,,,,,,,,,,,,,,,,,,,,,
332,0.561068177,,,,,,,,,,,,,,,,,,,,,,
331,0.574625731,,,,,,,,,,,,,,,,,,,,,,
330,0.589466333,,,,,,,,,,,,,,,,,,,,,,
329,0.603138089,,,,,,,,,,,,,,,,,,,,,,
328,0.615993142,,,,,,,,,,,,,,,,,,,,,,
327,0.62836051,,,,,,,,,,,,,,,,,,,,,,
326,0.643260181,,,,,,,,,,,,,,,,,,,,,,
325,0.655896366,,,,,,,,,,,,,,,,,,,,,,
324,0.667085707,,,,,,,,,,,,,,,,,,,,,,
323,0.679501593,,,,,,,,,,,,,,,,,,,,,,
322,0.690211952,,,,,,,,,,,,,,,,,,,,,,
321,0.704492867,,,,,,,,,,,,,,,,,,,,,,
320,0.714392722,,,,,,,,,,,,,,,,,,,,,,
319,0.72522521,,,,,,,,,,,,,,,,,,,,,,
318,0.736199141,,,,,,,,,,,,,,,,,,,,,,
317,0.747770131,,,,,,,,,,,,,,,,,,,,,,
316,0.761385322,,,,,,,,,,,,,,,,,,,,,,
315,0.7719782,,,,,,,,,,,,,,,,,,,,,,
314,0.785148561,,,,,,,,,,,,,,,,,,,,,,
313,0.795858085,,,,,,,,,,,,,,,,,,,,,,
312,0.813060403,,,,,,,,,,,,,,,,,,,,,,
311,0.823639512,,,,,,,,,,,,,,,,,,,,,,
310,0.833364666,,,,,,,,,,,,,,,,,,,,,,
309,0.847218335,,,,,,,,,,,,,,,,,,,,,,
308,0.85576582,,,,,,,,,,,,,,,,,,,,,,
307,0.870028675,,,,,,,,,,,,,,,,,,,,,,
306,0.88439852,,,,,,,,,,,,,,,,,,,,,,
305,0.893680811,,,,,,,,,,,,,,,,,,,,,,
304,0.906195104,,,,,,,,,,,,,,,,,,,,,,
303,0.920860171,,,,,,,,,,,,,,,,,,,,,,
302,0.931897461,,,,,,,,,,,,,,,,,,,,,,
301,0.947356641,,,,,,,,,,,,,,,,,,,,,,
300,0.966718257,,,,,,,,,,,,,,,,,,,,,,
299,0.975810826,,,,,,,,,,,,,,,,,,,,,,
298,0.99109447,,,,,,,,,,,,,,,,,,,,,,
297,1.004488826,,,,,,,,,,,,,,,,,,,,,,
296,1.024169683,,,,,,,,,,,,,,,,,,,,,,
295,1.039775968,,,,,,,,,,,,,,,,,,,,,,
294,1.055083156,,,,,,,,,,,,,,,,,,,,,,
293,1.074627399,,,,,,,,,,,,,,,,,,,,,,
292,1.089449286,,,,,,,,,,,,,,,,,,,,,,
291,1.107293129,,,,,,,,,,,,,,,,,,,,,,
290,1.125053883,,,,,,,,,,,,,,,,,,,,,,
289,1.140289426,,,,,,,,,,,,,,,,,,,,,,
288,1.159354806,,,,,,,,,,,,,,,,,,,,,,
287,1.179008365,,,,,,,,,,,,,,,,,,,,,,
286,1.196398377,,,,,,,,,,,,,,,,,,,,,,
285,1.213224888,,,,,,,,,,,,,,,,,,,,,,
284,1.230505705,,,,,,,,,,,,,,,,,,,,,,
283,1.241903901,,,,,,,,,,,,,,,,,,,,,,
282,1.256315589,,,,,,,,,,,,,,,,,,,,,,
281,1.268456697,,,,,,,,,,,,,,,,,,,,,,
280,1.278158784,,,,,,,,,,,,,,,,,,,,,,
279,1.286242127,,,,,,,,,,,,,,,,,,,,,,
278,1.293755174,,,,,,,,,,,,,,,,,,,,,,
277,1.300711751,,,,,,,,,,,,,,,,,,,,,,
276,1.305656314,,,,,,,,,,,,,,,,,,,,,,
275,1.31091404,,,,,,,,,,,,,,,,,,,,,,
274,1.313773632,,,,,,,,,,,,,,,,,,,,,,
273,1.317140579,,,,,,,,,,,,,,,,,,,,,,
272,1.320561767,,,,,,,,,,,,,,,,,,,,,,
271,1.325283527,,,,,,,,,,,,,,,,,,,,,,
270,1.328041553,,,,,,,,,,,,,,,,,,,,,,
269,1.32975781,,,,,,,,,,,,,,,,,,,,,,
268,1.335129857,,,,,,,,,,,,,,,,,,,,,,
267,1.338322878,,,,,,,,,,,,,,,,,,,,,,
266,1.343212605,,,,,,,,,,,,,,,,,,,,,,
265,1.351651311,,,,,,,,,,,,,,,,,,,,,,
264,1.355740428,,,,,,,,,,,,,,,,,,,,,,
263,1.360210419,,,,,,,,,,,,,,,,,,,,,,
262,1.368355632,,,,,,,,,,,,,,,,,,,,,,
261,1.377012849,,,,,,,,,,,,,,,,,,,,,,
260,1.384188414,,,,,,,,,,,,,,,,,,,,,,
259,1.396136284,,,,,,,,,,,,,,,,,,,,,,
258,1.405923128,,,,,,,,,,,,,,,,,,,,,,
257,1.413666129,,,,,,,,,,,,,,,,,,,,,,
256,1.4254632,,,,,,,,,,,,,,,,,,,,,,
255,1.433432817,,,,,,,,,,,,,,,,,,,,,,
254,1.442831278,,,,,,,,,,,,,,,,,,,,,,
253,1.45084691,,,,,,,,,,,,,,,,,,,,,,
252,1.462416053,,,,,,,,,,,,,,,,,,,,,,
251,1.474498272,,,,,,,,,,,,,,,,,,,,,,
250,1.484291911,,,,,,,,,,,,,,,,,,,,,,
249,1.501499653,,,,,,,,,,,,,,,,,,,,,,
248,1.517031312,,,,,,,,,,,,,,,,,,,,,,
247,1.535916924,,,,,,,,,,,,,,,,,,,,,,
246,1.560365081,,,,,,,,,,,,,,,,,,,,,,
245,1.5871315,,,,,,,,,,,,,,,,,,,,,,
244,1.616207123,,,,,,,,,,,,,,,,,,,,,,
243,1.645619631,,,,,,,,,,,,,,,,,,,,,,
242,1.684020281,,,,,,,,,,,,,,,,,,,,,,
241,1.727869749,,,,,,,,,,,,,,,,,,,,,,
240,1.773722529,,,,,,,,,,,,,,,,,,,,,,
239,1.840701103,,,,,,,,,,,,,,,,,,,,,,
238,1.89060998,,,,,,,,,,,,,,,,,,,,,,
237,1.957011461,,,,,,,,,,,,,,,,,,,,,,
236,2.035443544,,,,,,,,,,,,,,,,,,,,,,
235,2.069944859,,,,,,,,,,,,,,,,,,,,,,
234,2.131295919,,,,,,,,,,,,,,,,,,,,,,
233,2.216990232,,,,,,,,,,,,,,,,,,,,,,
232,2.290265322,,,,,,,,,,,,,,,,,,,,,,
231,2.351502657,,,,,,,,,,,,,,,,,,,,,,
230,2.437576771,,,,,,,,,,,,,,,,,,,,,,
229,2.485011816,,,,,,,,,,,,,,,,,,,,,,
228,2.522140503,,,,,,,,,,,,,,,,,,,,,,
227,2.322328568,,,,,,,,,,,,,,,,,,,,,,
226,2.718397856,,,,,,,,,,,,,,,,,,,,,,
225,2.779257536,,,,,,,,,,,,,,,,,,,,,,
224,2.860918045,,,,,,,,,,,,,,,,,,,,,,
223,2.927880049,,,,,,,,,,,,,,,,,,,,,,
222,2.966394901,,,,,,,,,,,,,,,,,,,,,,
221,3.021664143,,,,,,,,,,,,,,,,,,,,,,
220,3.139124393,,,,,,,,,,,,,,,,,,,,,,
219,3.130131245,,,,,,,,,,,,,,,,,,,,,,
218,3.291832924,,,,,,,,,,,,,,,,,,,,,,
217,3.213228464,,,,,,,,,,,,,,,,,,,,,,
216,3.324623585,,,,,,,,,,,,,,,,,,,,,,
215,3.297097921,,,,,,,,,,,,,,,,,,,,,,
214,3.385008335,,,,,,,,,,,,,,,,,,,,,,
213,3.365804195,,,,,,,,,,,,,,,,,,,,,,
212,3.495179653,,,,,,,,,,,,,,,,,,,,,,
211,3.658338308,,,,,,,,,,,,,,,,,,,,,,
210,3.538534641,,,,,,,,,,,,,,,,,,,,,,
209,3.590287447,,,,,,,,,,,,,,,,,,,,,,
208,3.456067085,,,,,,,,,,,,,,,,,,,,,,
207,3.396765947,,,,,,,,,,,,,,,,,,,,,,
206,3.441628933,,,,,,,,,,,,,,,,,,,,,,
205,3.472647429,,,,,,,,,,,,,,,,,,,,,,
204,3.667182446,,,,,,,,,,,,,,,,,,,,,,
203,3.398603201,,,,,,,,,,,,,,,,,,,,,,
202,3.5981462,,,,,,,,,,,,,,,,,,,,,,
201,3.344302654,,,,,,,,,,,,,,,,,,,,,,
200,3.446148396,,,,,,,,,,,,,,,,,,,,,,
