Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,,,,,
344,0.178470597,,,,,,,,,,,,,,,,,,,,,,
343,0.182342723,,,,,,,,,,,,,,,,,,,,,,
342,0.186324731,,,,,,,,,,,,,,,,,,,,,,
341,0.190926388,,,,,,,,,,,,,,,,,,,,,,
340,0.194917932,,,,,,,,,,,,,,,,,,,,,,
339,0.198682487,,,,,,,,,,,,,,,,,,,,,,
338,0.202719018,,,,,,,,,,,,,,,,,,,,,,
337,0.20706892,,,,,,,,,,,,,,,,,,,,,,
336,0.211605743,,,,,,,,,,,,,,,,,,,,,,
335,0.216154933,,,,,,,,,,,,,,,,,,,,,,
334,0.219822109,,,,,,,,,,,,,,,,,,,,,,
333,0.223492011,,,,,,,,,,,,,,,,,,,,,,
332,0.228203714,,,,,,,,,,,,,,,,,,,,,,
331,0.232300714,,,,,,,,,,,,,,,,,,,,,,
330,0.23631832,,,,,,,,,,,,,,,,,,,,,,
329,0.240149871,,,,,,,,,,,,,,,,,,,,,,
328,0.243642524,,,,,,,,,,,,,,,,,,,,,,
327,0.247107849,,,,,,,,,,,,,,,,,,,,,,
326,0.250965923,,,,,,,,,,,,,,,,,,,,,,
325,0.25433293,,,,,,,,,,,,,,,,,,,,,,
324,0.257119983,,,,,,,,,,,,,,,,,,,,,,
323,0.260650098,,,,,,,,,,,,,,,,,,,,,,
322,0.264180154,,,,,,,,,,,,,,,,,,,,,,
321,0.267777592,,,,,,,,,,,,,,,,,,,,,,
320,0.270890832,,,,,,,,,,,,,,,,,,,,,,
319,0.27409932,,,,,,,,,,,,,,,,,,,,,,
318,0.277313322,,,,,,,,,,,,,,,,,,,,,,
317,0.281104714,,,,,,,,,,,,,,,,,,,,,,
316,0.284985751,,,,,,,,,,,,,,,,,,,,,,
315,0.288047105,,,,,,,,,,,,,,,,,,,,,,
314,0.291766584,,,,,,,,,,,,,,,,,,,,,,
313,0.295235127,,,,,,,,,,,,,,,,,,,,,,
312,0.298723161,,,,,,,,,,,,,,,,,,,,,,
311,0.302722842,,,,,,,,,,,,,,,,,,,,,,
310,0.306219578,,,,,,,,,,,,,,,,,,,,,,
309,0.309417844,,,,,,,,,,,,,,,,,,,,,,
308,0.313015819,,,,,,,,,,,,,,,,,,,,,,
307,0.317070127,,,,,,,,,,,,,,,,,,,,,,
306,0.321508288,,,,,,,,,,,,,,,,,,,,,,
305,0.325343937,,,,,,,,,,,,,,,,,,,,,,
304,0.329006225,,,,,,,,,,,,,,,,,,,,,,
303,0.333002538,,,,,,,,,,,,,,,,,,,,,,
302,0.337425828,,,,,,,,,,,,,,,,,,,,,,
301,0.3423132,,,,,,,,,,,,,,,,,,,,,,
300,0.346327066,,,,,,,,,,,,,,,,,,,,,,
299,0.351065695,,,,,,,,,,,,,,,,,,,,,,
298,0.355916321,,,,,,,,,,,,,,,,,,,,,,
297,0.360438705,,,,,,,,,,,,,,,,,,,,,,
296,0.365935147,,,,,,,,,,,,,,,,,,,,,,
295,0.371343881,,,,,,,,,,,,,,,,,,,,,,
294,0.376538694,,,,,,,,,,,,,,,,,,,,,,
293,0.382699311,,,,,,,,,,,,,,,,,,,,,,
292,0.389384627,,,,,,,,,,,,,,,,,,,,,,
291,0.395302355,,,,,,,,,,,,,,,,,,,,,,
290,0.401896238,,,,,,,,,,,,,,,,,,,,,,
289,0.407833666,,,,,,,,,,,,,,,,,,,,,,
288,0.415766895,,,,,,,,,,,,,,,,,,,,,,
287,0.422294736,,,,,,,,,,,,,,,,,,,,,,
286,0.428417385,,,,,,,,,,,,,,,,,,,,,,
285,0.434378892,,,,,,,,,,,,,,,,,,,,,,
284,0.4390167,,,,,,,,,,,,,,,,,,,,,,
283,0.443923473,,,,,,,,,,,,,,,,,,,,,,
282,0.448478937,,,,,,,,,,,,,,,,,,,,,,
281,0.453704506,,,,,,,,,,,,,,,,,,,,,,
280,0.456688494,,,,,,,,,,,,,,,,,,,,,,
279,0.460447758,,,,,,,,,,,,,,,,,,,,,,
278,0.462951064,,,,,,,,,,,,,,,,,,,,,,
277,0.466108799,,,,,,,,,,,,,,,,,,,,,,
276,0.468776047,,,,,,,,,,,,,,,,,,,,,,
275,0.471173525,,,,,,,,,,,,,,,,,,,,,,
274,0.473284662,,,,,,,,,,,,,,,,,,,,,,
273,0.475684553,,,,,,,,,,,,,,,,,,,,,,
272,0.47781089,,,,,,,,,,,,,,,,,,,,,,
271,0.479970485,,,,,,,,,,,,,,,,,,,,,,
270,0.482166916,,,,,,,,,,,,,,,,,,,,,,
269,0.484588236,,,,,,,,,,,,,,,,,,,,,,
268,0.487175703,,,,,,,,,,,,,,,,,,,,,,
267,0.489800662,,,,,,,,,,,,,,,,,,,,,,
266,0.493184686,,,,,,,,,,,,,,,,,,,,,,
265,0.496051312,,,,,,,,,,,,,,,,,,,,,,
264,0.498937666,,,,,,,,,,,,,,,,,,,,,,
263,0.501693368,,,,,,,,,,,,,,,,,,,,,,
262,0.504769325,,,,,,,,,,,,,,,,,,,,,,
261,0.507964313,,,,,,,,,,,,,,,,,,,,,,
260,0.510987878,,,,,,,,,,,,,,,,,,,,,,
259,0.515427768,,,,,,,,,,,,,,,,,,,,,,
258,0.519823909,,,,,,,,,,,,,,,,,,,,,,
257,0.52381295,,,,,,,,,,,,,,,,,,,,,,
256,0.528170347,,,,,,,,,,,,,,,,,,,,,,
255,0.531693995,,,,,,,,,,,,,,,,,,,,,,
254,0.535166264,,,,,,,,,,,,,,,,,,,,,,
253,0.538642347,,,,,,,,,,,,,,,,,,,,,,
252,0.542071462,,,,,,,,,,,,,,,,,,,,,,
251,0.546616137,,,,,,,,,,,,,,,,,,,,,,
250,0.550871193,,,,,,,,,,,,,,,,,,,,,,
249,0.555252135,,,,,,,,,,,,,,,,,,,,,,
248,0.560755432,,,,,,,,,,,,,,,,,,,,,,
247,0.56644392,,,,,,,,,,,,,,,,,,,,,,
246,0.575452805,,,,,,,,,,,,,,,,,,,,,,
245,0.583405793,,,,,,,,,,,,,,,,,,,,,,
244,0.593817413,,,,,,,,,,,,,,,,,,,,,,
243,0.603318155,,,,,,,,,,,,,,,,,,,,,,
242,0.614082158,,,,,,,,,,,,,,,,,,,,,,
241,0.628279924,,,,,,,,,,,,,,,,,,,,,,
240,0.643309772,,,,,,,,,,,,,,,,,,,,,,
239,0.659976959,,,,,,,,,,,,,,,,,,,,,,
238,0.676184535,,,,,,,,,,,,,,,,,,,,,,
237,0.695961595,,,,,,,,,,,,,,,,,,,,,,
236,0.712912023,,,,,,,,,,,,,,,,,,,,,,
235,0.734117866,,,,,,,,,,,,,,,,,,,,,,
234,0.754226446,,,,,,,,,,,,,,,,,,,,,,
233,0.77845037,,,,,,,,,,,,,,,,,,,,,,
232,0.801047087,,,,,,,,,,,,,,,,,,,,,,
231,0.82415992,,,,,,,,,,,,,,,,,,,,,,
230,0.852095962,,,,,,,,,,,,,,,,,,,,,,
229,0.870132864,,,,,,,,,,,,,,,,,,,,,,
228,0.890361309,,,,,,,,,,,,,,,,,,,,,,
227,0.918715358,,,,,,,,,,,,,,,,,,,,,,
226,0.941805601,,,,,,,,,,,,,,,,,,,,,,
225,0.968542874,,,,,,,,,,,,,,,,,,,,,,
224,0.995385468,,,,,,,,,,,,,,,,,,,,,,
223,1.020143986,,,,,,,,,,,,,,,,,,,,,,
222,1.041806817,,,,,,,,,,,,,,,,,,,,,,
221,1.066515446,,,,,,,,,,,,,,,,,,,,,,
220,1.093381524,,,,,,,,,,,,,,,,,,,,,,
219,1.120292664,,,,,,,,,,,,,,,,,,,,,,
218,1.146244049,,,,,,,,,,,,,,,,,,,,,,
217,1.170562506,,,,,,,,,,,,,,,,,,,,,,
216,1.199359775,,,,,,,,,,,,,,,,,,,,,,
215,1.23263526,,,,,,,,,,,,,,,,,,,,,,
214,1.269402027,,,,,,,,,,,,,,,,,,,,,,
213,1.30245173,,,,,,,,,,,,,,,,,,,,,,
212,1.340016365,,,,,,,,,,,,,,,,,,,,,,
211,1.385833979,,,,,,,,,,,,,,,,,,,,,,
210,1.452081561,,,,,,,,,,,,,,,,,,,,,,
209,1.496509075,,,,,,,,,,,,,,,,,,,,,,
208,1.555922627,,,,,,,,,,,,,,,,,,,,,,
207,1.615121365,,,,,,,,,,,,,,,,,,,,,,
206,1.679305673,,,,,,,,,,,,,,,,,,,,,,
205,1.769950151,,,,,,,,,,,,,,,,,,,,,,
204,1.859856486,,,,,,,,,,,,,,,,,,,,,,
203,1.919668198,,,,,,,,,,,,,,,,,,,,,,
202,1.988375306,,,,,,,,,,,,,,,,,,,,,,
201,2.040477753,,,,,,,,,,,,,,,,,,,,,,
200,2.098138094,,,,,,,,,,,,,,,,,,,,,,
