Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,,
297,0.404925168,,,,,,,,,,,,,,,,,,,
296,0.41211009,,,,,,,,,,,,,,,,,,,
295,0.417493016,,,,,,,,,,,,,,,,,,,
294,0.422249258,,,,,,,,,,,,,,,,,,,
293,0.429279059,,,,,,,,,,,,,,,,,,,
292,0.436505586,,,,,,,,,,,,,,,,,,,
291,0.443600804,,,,,,,,,,,,,,,,,,,
290,0.449463069,,,,,,,,,,,,,,,,,,,
289,0.456717432,,,,,,,,,,,,,,,,,,,
288,0.464230865,,,,,,,,,,,,,,,,,,,
287,0.471719474,,,,,,,,,,,,,,,,,,,
286,0.477729559,,,,,,,,,,,,,,,,,,,
285,0.484007239,,,,,,,,,,,,,,,,,,,
284,0.490578651,,,,,,,,,,,,,,,,,,,
283,0.495256633,,,,,,,,,,,,,,,,,,,
282,0.499579221,,,,,,,,,,,,,,,,,,,
281,0.504899859,,,,,,,,,,,,,,,,,,,
280,0.509375334,,,,,,,,,,,,,,,,,,,
279,0.513225317,,,,,,,,,,,,,,,,,,,
278,0.517143905,,,,,,,,,,,,,,,,,,,
277,0.520961583,,,,,,,,,,,,,,,,,,,
276,0.523994505,,,,,,,,,,,,,,,,,,,
275,0.527450919,,,,,,,,,,,,,,,,,,,
274,0.53147006,,,,,,,,,,,,,,,,,,,
273,0.533419251,,,,,,,,,,,,,,,,,,,
272,0.53620255,,,,,,,,,,,,,,,,,,,
271,0.538519502,,,,,,,,,,,,,,,,,,,
270,0.541423678,,,,,,,,,,,,,,,,,,,
269,0.543986857,,,,,,,,,,,,,,,,,,,
268,0.547334909,,,,,,,,,,,,,,,,,,,
267,0.549887419,,,,,,,,,,,,,,,,,,,
266,0.551793218,,,,,,,,,,,,,,,,,,,
265,0.554674029,,,,,,,,,,,,,,,,,,,
264,0.556512296,,,,,,,,,,,,,,,,,,,
263,0.558642626,,,,,,,,,,,,,,,,,,,
262,0.560554802,,,,,,,,,,,,,,,,,,,
261,0.562655151,,,,,,,,,,,,,,,,,,,
260,0.564406633,,,,,,,,,,,,,,,,,,,
259,0.567078829,,,,,,,,,,,,,,,,,,,
258,0.569761992,,,,,,,,,,,,,,,,,,,
257,0.572201848,,,,,,,,,,,,,,,,,,,
256,0.574291885,,,,,,,,,,,,,,,,,,,
255,0.575721622,,,,,,,,,,,,,,,,,,,
254,0.578383386,,,,,,,,,,,,,,,,,,,
253,0.580161929,,,,,,,,,,,,,,,,,,,
252,0.581526518,,,,,,,,,,,,,,,,,,,
251,0.583761036,,,,,,,,,,,,,,,,,,,
250,0.586661637,,,,,,,,,,,,,,,,,,,
249,0.590780377,,,,,,,,,,,,,,,,,,,
248,0.593693852,,,,,,,,,,,,,,,,,,,
247,0.597336471,,,,,,,,,,,,,,,,,,,
246,0.603631675,,,,,,,,,,,,,,,,,,,
245,0.611983478,,,,,,,,,,,,,,,,,,,
244,0.619808376,,,,,,,,,,,,,,,,,,,
243,0.628792346,,,,,,,,,,,,,,,,,,,
242,0.636790633,,,,,,,,,,,,,,,,,,,
241,0.647611916,,,,,,,,,,,,,,,,,,,
240,0.660984576,,,,,,,,,,,,,,,,,,,
239,0.675548077,,,,,,,,,,,,,,,,,,,
238,0.690661848,,,,,,,,,,,,,,,,,,,
237,0.707026541,,,,,,,,,,,,,,,,,,,
236,0.722975195,,,,,,,,,,,,,,,,,,,
235,0.741352439,,,,,,,,,,,,,,,,,,,
234,0.760418296,,,,,,,,,,,,,,,,,,,
233,0.77992624,,,,,,,,,,,,,,,,,,,
232,0.803505957,,,,,,,,,,,,,,,,,,,
231,0.82097584,,,,,,,,,,,,,,,,,,,
230,0.845656455,,,,,,,,,,,,,,,,,,,
229,0.870481789,,,,,,,,,,,,,,,,,,,
228,0.889049292,,,,,,,,,,,,,,,,,,,
227,0.906954467,,,,,,,,,,,,,,,,,,,
226,0.933253706,,,,,,,,,,,,,,,,,,,
225,0.956291199,,,,,,,,,,,,,,,,,,,
224,0.980790556,,,,,,,,,,,,,,,,,,,
223,1.003361583,,,,,,,,,,,,,,,,,,,
222,1.029470563,,,,,,,,,,,,,,,,,,,
221,1.056322575,,,,,,,,,,,,,,,,,,,
220,1.075838089,,,,,,,,,,,,,,,,,,,
219,1.099108577,,,,,,,,,,,,,,,,,,,
218,1.12007153,,,,,,,,,,,,,,,,,,,
217,1.142445207,,,,,,,,,,,,,,,,,,,
216,1.169915676,,,,,,,,,,,,,,,,,,,
215,1.199571013,,,,,,,,,,,,,,,,,,,
214,1.231295705,,,,,,,,,,,,,,,,,,,
213,1.257721066,,,,,,,,,,,,,,,,,,,
212,1.295223594,,,,,,,,,,,,,,,,,,,
211,1.335997581,,,,,,,,,,,,,,,,,,,
210,1.386351585,,,,,,,,,,,,,,,,,,,
209,1.429024339,,,,,,,,,,,,,,,,,,,
208,1.48693347,,,,,,,,,,,,,,,,,,,
207,1.539344311,,,,,,,,,,,,,,,,,,,
206,1.600872874,,,,,,,,,,,,,,,,,,,
205,1.663869381,,,,,,,,,,,,,,,,,,,
204,1.738355517,,,,,,,,,,,,,,,,,,,
203,1.816140771,,,,,,,,,,,,,,,,,,,
202,1.85616076,,,,,,,,,,,,,,,,,,,
201,1.919962406,,,,,,,,,,,,,,,,,,,
200,1.964699507,,,,,,,,,,,,,,,,,,,
