Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
271,0.792466998,,,,,,,,,,,,,,,,,,
270,0.795978427,,,,,,,,,,,,,,,,,,
269,0.799233973,,,,,,,,,,,,,,,,,,
268,0.80321449,,,,,,,,,,,,,,,,,,
267,0.806959927,,,,,,,,,,,,,,,,,,
266,0.8109442,,,,,,,,,,,,,,,,,,
265,0.81482017,,,,,,,,,,,,,,,,,,
264,0.818101525,,,,,,,,,,,,,,,,,,
263,0.821686685,,,,,,,,,,,,,,,,,,
262,0.825884521,,,,,,,,,,,,,,,,,,
261,0.829581857,,,,,,,,,,,,,,,,,,
260,0.833299995,,,,,,,,,,,,,,,,,,
259,0.8386693,,,,,,,,,,,,,,,,,,
258,0.843344331,,,,,,,,,,,,,,,,,,
257,0.848175466,,,,,,,,,,,,,,,,,,
256,0.852956891,,,,,,,,,,,,,,,,,,
255,0.857150674,,,,,,,,,,,,,,,,,,
254,0.861541092,,,,,,,,,,,,,,,,,,
253,0.865531981,,,,,,,,,,,,,,,,,,
252,0.869757891,,,,,,,,,,,,,,,,,,
251,0.875184357,,,,,,,,,,,,,,,,,,
250,0.879806221,,,,,,,,,,,,,,,,,,
249,0.88652277,,,,,,,,,,,,,,,,,,
248,0.893974364,,,,,,,,,,,,,,,,,,
247,0.900886834,,,,,,,,,,,,,,,,,,
246,0.911917269,,,,,,,,,,,,,,,,,,
245,0.925944626,,,,,,,,,,,,,,,,,,
244,0.940043151,,,,,,,,,,,,,,,,,,
243,0.954634726,,,,,,,,,,,,,,,,,,
242,0.972375929,,,,,,,,,,,,,,,,,,
241,0.990864694,,,,,,,,,,,,,,,,,,
240,1.01227057,,,,,,,,,,,,,,,,,,
239,1.037263989,,,,,,,,,,,,,,,,,,
238,1.062795758,,,,,,,,,,,,,,,,,,
237,1.09183991,,,,,,,,,,,,,,,,,,
236,1.118028998,,,,,,,,,,,,,,,,,,
235,1.148362994,,,,,,,,,,,,,,,,,,
234,1.177132607,,,,,,,,,,,,,,,,,,
233,1.21327889,,,,,,,,,,,,,,,,,,
232,1.248379111,,,,,,,,,,,,,,,,,,
231,1.28464067,,,,,,,,,,,,,,,,,,
230,1.328627229,,,,,,,,,,,,,,,,,,
229,1.360090733,,,,,,,,,,,,,,,,,,
228,1.393341303,,,,,,,,,,,,,,,,,,
227,1.436291814,,,,,,,,,,,,,,,,,,
226,1.477353573,,,,,,,,,,,,,,,,,,
225,1.518374801,,,,,,,,,,,,,,,,,,
224,1.553781748,,,,,,,,,,,,,,,,,,
223,1.5955019,,,,,,,,,,,,,,,,,,
222,1.626966357,,,,,,,,,,,,,,,,,,
221,1.6637609,,,,,,,,,,,,,,,,,,
220,1.702340603,,,,,,,,,,,,,,,,,,
219,1.741034389,,,,,,,,,,,,,,,,,,
218,1.775828719,,,,,,,,,,,,,,,,,,
217,1.813390493,,,,,,,,,,,,,,,,,,
216,1.859029889,,,,,,,,,,,,,,,,,,
215,1.901231289,,,,,,,,,,,,,,,,,,
214,1.948185921,,,,,,,,,,,,,,,,,,
213,1.998888254,,,,,,,,,,,,,,,,,,
212,2.052328587,,,,,,,,,,,,,,,,,,
211,2.122732401,,,,,,,,,,,,,,,,,,
210,2.197776079,,,,,,,,,,,,,,,,,,
209,2.271310091,,,,,,,,,,,,,,,,,,
208,2.36560297,,,,,,,,,,,,,,,,,,
207,2.451385498,,,,,,,,,,,,,,,,,,
206,2.541780949,,,,,,,,,,,,,,,,,,
205,2.658131838,,,,,,,,,,,,,,,,,,
204,2.75662446,,,,,,,,,,,,,,,,,,
203,2.858942509,,,,,,,,,,,,,,,,,,
202,2.917366743,,,,,,,,,,,,,,,,,,
201,2.98433733,,,,,,,,,,,,,,,,,,
200,3.054346085,,,,,,,,,,,,,,,,,,
