Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
309,0.258323759,,,,,,,,,,,,,,,,,,
308,0.261580974,,,,,,,,,,,,,,,,,,
307,0.264204025,,,,,,,,,,,,,,,,,,
306,0.268074393,,,,,,,,,,,,,,,,,,
305,0.270817995,,,,,,,,,,,,,,,,,,
304,0.274069399,,,,,,,,,,,,,,,,,,
303,0.277131558,,,,,,,,,,,,,,,,,,
302,0.280368716,,,,,,,,,,,,,,,,,,
301,0.284158737,,,,,,,,,,,,,,,,,,
300,0.288995951,,,,,,,,,,,,,,,,,,
299,0.292137206,,,,,,,,,,,,,,,,,,
298,0.29575631,,,,,,,,,,,,,,,,,,
297,0.29823184,,,,,,,,,,,,,,,,,,
296,0.304118305,,,,,,,,,,,,,,,,,,
295,0.308528721,,,,,,,,,,,,,,,,,,
294,0.312689066,,,,,,,,,,,,,,,,,,
293,0.315632433,,,,,,,,,,,,,,,,,,
292,0.320939481,,,,,,,,,,,,,,,,,,
291,0.325672686,,,,,,,,,,,,,,,,,,
290,0.330640227,,,,,,,,,,,,,,,,,,
289,0.336084843,,,,,,,,,,,,,,,,,,
288,0.343439013,,,,,,,,,,,,,,,,,,
287,0.346948028,,,,,,,,,,,,,,,,,,
286,0.352051169,,,,,,,,,,,,,,,,,,
285,0.356981546,,,,,,,,,,,,,,,,,,
284,0.361494601,,,,,,,,,,,,,,,,,,
283,0.365610659,,,,,,,,,,,,,,,,,,
282,0.36946699,,,,,,,,,,,,,,,,,,
281,0.373587638,,,,,,,,,,,,,,,,,,
280,0.376896173,,,,,,,,,,,,,,,,,,
279,0.380541354,,,,,,,,,,,,,,,,,,
278,0.384173691,,,,,,,,,,,,,,,,,,
277,0.387492657,,,,,,,,,,,,,,,,,,
276,0.390143096,,,,,,,,,,,,,,,,,,
