Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
520,0.01195847,,,,,,,,,,,,,,,,,,
519,0.012511883,,,,,,,,,,,,,,,,,,
518,0.012964483,,,,,,,,,,,,,,,,,,
517,0.013699526,,,,,,,,,,,,,,,,,,
516,0.01436932,,,,,,,,,,,,,,,,,,
515,0.014943338,,,,,,,,,,,,,,,,,,
514,0.015495903,,,,,,,,,,,,,,,,,,
513,0.016116569,,,,,,,,,,,,,,,,,,
512,0.016503269,,,,,,,,,,,,,,,,,,
511,0.017184515,,,,,,,,,,,,,,,,,,
510,0.017751023,,,,,,,,,,,,,,,,,,
509,0.018153055,,,,,,,,,,,,,,,,,,
508,0.018741261,,,,,,,,,,,,,,,,,,
507,0.019184602,,,,,,,,,,,,,,,,,,
506,0.019694973,,,,,,,,,,,,,,,,,,
505,0.020135222,,,,,,,,,,,,,,,,,,
504,0.020653579,,,,,,,,,,,,,,,,,,
503,0.021127738,,,,,,,,,,,,,,,,,,
502,0.021518847,,,,,,,,,,,,,,,,,,
501,0.021889836,,,,,,,,,,,,,,,,,,
500,0.022375895,,,,,,,,,,,,,,,,,,
499,0.022635709,,,,,,,,,,,,,,,,,,
498,0.023017179,,,,,,,,,,,,,,,,,,
497,0.023294967,,,,,,,,,,,,,,,,,,
496,0.023518439,,,,,,,,,,,,,,,,,,
495,0.023841148,,,,,,,,,,,,,,,,,,
494,0.024210569,,,,,,,,,,,,,,,,,,
493,0.024347439,,,,,,,,,,,,,,,,,,
492,0.024478849,,,,,,,,,,,,,,,,,,
491,0.024691124,,,,,,,,,,,,,,,,,,
490,0.024941251,,,,,,,,,,,,,,,,,,
489,0.024932202,,,,,,,,,,,,,,,,,,
488,0.025181152,,,,,,,,,,,,,,,,,,
487,0.025248693,,,,,,,,,,,,,,,,,,
486,0.025458433,,,,,,,,,,,,,,,,,,
485,0.025571125,,,,,,,,,,,,,,,,,,
484,0.025602948,,,,,,,,,,,,,,,,,,
483,0.025742402,,,,,,,,,,,,,,,,,,
482,0.025930231,,,,,,,,,,,,,,,,,,
481,0.026167821,,,,,,,,,,,,,,,,,,
480,0.026450604,,,,,,,,,,,,,,,,,,
479,0.026792211,,,,,,,,,,,,,,,,,,
478,0.027296197,,,,,,,,,,,,,,,,,,
477,0.027664319,,,,,,,,,,,,,,,,,,
476,0.02822528,,,,,,,,,,,,,,,,,,
475,0.028857173,,,,,,,,,,,,,,,,,,
474,0.029739071,,,,,,,,,,,,,,,,,,
473,0.030267442,,,,,,,,,,,,,,,,,,
472,0.031068729,,,,,,,,,,,,,,,,,,
471,0.031985253,,,,,,,,,,,,,,,,,,
470,0.0328895,,,,,,,,,,,,,,,,,,
469,0.033779521,,,,,,,,,,,,,,,,,,
