Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
272,0.671957433,,,,,,,,,,,,,,,,,,
271,0.676188767,,,,,,,,,,,,,,,,,,
270,0.67996192,,,,,,,,,,,,,,,,,,
269,0.683352232,,,,,,,,,,,,,,,,,,
268,0.687142432,,,,,,,,,,,,,,,,,,
267,0.690899015,,,,,,,,,,,,,,,,,,
266,0.69487375,,,,,,,,,,,,,,,,,,
265,0.699335754,,,,,,,,,,,,,,,,,,
264,0.703200519,,,,,,,,,,,,,,,,,,
263,0.707015455,,,,,,,,,,,,,,,,,,
262,0.711227238,,,,,,,,,,,,,,,,,,
261,0.715192974,,,,,,,,,,,,,,,,,,
260,0.719747901,,,,,,,,,,,,,,,,,,
259,0.724984467,,,,,,,,,,,,,,,,,,
258,0.730445683,,,,,,,,,,,,,,,,,,
257,0.736638427,,,,,,,,,,,,,,,,,,
256,0.741958857,,,,,,,,,,,,,,,,,,
255,0.747188926,,,,,,,,,,,,,,,,,,
254,0.753696203,,,,,,,,,,,,,,,,,,
253,0.759085119,,,,,,,,,,,,,,,,,,
252,0.764253318,,,,,,,,,,,,,,,,,,
251,0.772489429,,,,,,,,,,,,,,,,,,
250,0.78037715,,,,,,,,,,,,,,,,,,
249,0.788652837,,,,,,,,,,,,,,,,,,
248,0.798054874,,,,,,,,,,,,,,,,,,
247,0.80777663,,,,,,,,,,,,,,,,,,
246,0.821112871,,,,,,,,,,,,,,,,,,
245,0.838088095,,,,,,,,,,,,,,,,,,
244,0.854566515,,,,,,,,,,,,,,,,,,
243,0.869937718,,,,,,,,,,,,,,,,,,
242,0.886939943,,,,,,,,,,,,,,,,,,
241,0.906651616,,,,,,,,,,,,,,,,,,
240,0.934523642,,,,,,,,,,,,,,,,,,
239,0.957097232,,,,,,,,,,,,,,,,,,
238,0.980405152,,,,,,,,,,,,,,,,,,
237,1.006681323,,,,,,,,,,,,,,,,,,
236,1.031637073,,,,,,,,,,,,,,,,,,
235,1.059862733,,,,,,,,,,,,,,,,,,
234,1.086734176,,,,,,,,,,,,,,,,,,
233,1.118312478,,,,,,,,,,,,,,,,,,
232,1.151066542,,,,,,,,,,,,,,,,,,
231,1.180101871,,,,,,,,,,,,,,,,,,
230,1.218878984,,,,,,,,,,,,,,,,,,
229,1.245619535,,,,,,,,,,,,,,,,,,
228,1.273990989,,,,,,,,,,,,,,,,,,
227,1.313538671,,,,,,,,,,,,,,,,,,
226,1.343272805,,,,,,,,,,,,,,,,,,
225,1.378104448,,,,,,,,,,,,,,,,,,
224,1.407660246,,,,,,,,,,,,,,,,,,
223,1.442149758,,,,,,,,,,,,,,,,,,
222,1.46827054,,,,,,,,,,,,,,,,,,
221,1.49893713,,,,,,,,,,,,,,,,,,
220,1.534913778,,,,,,,,,,,,,,,,,,
219,1.571790814,,,,,,,,,,,,,,,,,,
218,1.596524,,,,,,,,,,,,,,,,,,
217,1.627197027,,,,,,,,,,,,,,,,,,
216,1.66607368,,,,,,,,,,,,,,,,,,
215,1.710730553,,,,,,,,,,,,,,,,,,
214,1.756695509,,,,,,,,,,,,,,,,,,
213,1.813851237,,,,,,,,,,,,,,,,,,
212,1.865305185,,,,,,,,,,,,,,,,,,
211,1.922207713,,,,,,,,,,,,,,,,,,
210,1.997345209,,,,,,,,,,,,,,,,,,
209,2.076062679,,,,,,,,,,,,,,,,,,
208,2.14743948,,,,,,,,,,,,,,,,,,
207,2.225072861,,,,,,,,,,,,,,,,,,
206,2.300376415,,,,,,,,,,,,,,,,,,
205,2.390696764,,,,,,,,,,,,,,,,,,
204,2.491954803,,,,,,,,,,,,,,,,,,
203,2.555163145,,,,,,,,,,,,,,,,,,
202,2.615019321,,,,,,,,,,,,,,,,,,
201,2.694539547,,,,,,,,,,,,,,,,,,
200,2.761697531,,,,,,,,,,,,,,,,,,
