"","exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag"
"1",201.055612745018,800642.9,22.79,"C12H10O3","O3","CHO",12,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202.062889197178,201.05571773374,-0.519584386054788,0.52,201,200.831112251679,0.168887748320714,8,0.25,0.833333333333333,5,15.5433072450692,15,1,26,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"2",202.998580809787,1466928.9,43.23,"C10H4O5","O5","CHO",10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204.005857261947,202.99859678694,-0.0783171293514377,0.08,203,202.77191078095,0.228089219050389,9,0.5,0.4,4,15.6927594799308,15,1,22,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"3",203.034921773591,1307636.1,38.32,"C11H8O4","O4","CHO",11,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204.042198225751,203.03498229224,-0.296598693326246,0.3,203,202.808211166109,0.191788833891479,8,0.363636363636364,0.727272727272727,4,15.6955583649538,15,1,24,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"4",205.014178802215,1460837.8,43.04,"C10H6O5","O5","CHO",10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206.021455254375,205.01424685074,-0.330298243163063,0.33,205,204.785258138653,0.21474186134688,8,0.5,0.6,3,15.8478094848385,15,0.9,22,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"5",211.039938800451,1064546.5,30.54,"C13H8O3","O3","CHO",13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.047215252611,211.04006766994,-0.607739597952891,0.61,211,210.804289719443,0.195710280557137,10,0.230769230769231,0.615384615384615,7,16.3113341632385,16,1,28,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"6",213.019290828981,970835.3,27.67,"C12H6O4","O4","CHO",12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214.026567281141,213.01933222844,-0.193431403615723,0.19,213,212.781431585815,0.218568414184915,10,0.333333333333333,0.5,6,16.4635852831231,16,1,26,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"7",213.055644792771,1297398.5,37.65,"C13H10O3","O3","CHO",13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214.062921244931,213.05571773374,-0.340745459782838,0.34,213,212.817744956445,0.182255043554846,9,0.230769230769231,0.769230769230769,6,16.4663841681462,16,1,28,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"8",215.034931821366,2038822.3,60.03,"C12H8O4","O4","CHO",12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216.042208273526,215.03498229224,-0.233615802167438,0.23,215,214.794821895462,0.205178104538362,9,0.333333333333333,0.666666666666667,5,16.6186352880308,16,1,26,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"9",215.071306785136,839113.5,23.53,"C13H12O3","O3","CHO",13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216.078583237296,215.07136779754,-0.282362106237941,0.28,215,214.831156242622,0.168843757377942,8,0.230769230769231,0.923076923076923,5,16.6214341730538,16,1,28,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"10",217.014200849979,2064468.9,60.8,"C11H6O5","O5","CHO",11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,218.021477302139,217.01424685074,-0.210991878483204,0.21,217,216.771880854595,0.228119145404946,9,0.454545454545455,0.545454545454545,4,16.7708864079154,16,1,24,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
