"","exp_mass","abundance"
"2",203.968872050061,919284.2
"3",203.970611049192,744436.3
"4",203.97257604821,983668.5
"5",203.975374046811,908164.8
"6",203.976907046045,1148468.9
"65",264.027520032505,707107.7
"156",305.956964430498,1733605.8
"157",305.964824425628,833158
"158",305.969284422864,826022.2
"173",311.111815236576,719676.8
"181",313.094687007998,704145.2
"217",325.094845572756,833196
"260",339.106418891251,745849.5
"313",354.083037345456,732726
"420",379.52033948213,1005567.6
"428",381.121821357491,780668.6
"800",458.061053287616,858622.4
"1196",531.099925086904,851376.8
"1230",537.103261662162,825806.5
"1361",560.863835373947,1346164.8
"1549",599.212793801861,768840.2
"1602",611.90909391904,1369103.5
"1603",611.931780905059,730547.4
"1606",613.105334181872,829791.8
"1653",625.157113755121,723301.6
"1670",629.224617248575,935510.5
"1730",647.053428261804,1029280.8
"1736",647.271634127338,799315.8
"1781",659.271703732452,705029.5
"1798",665.100274140672,1352996.4
"1805",667.079618920927,774766.2
"1834",675.048304010329,757532.1
"1841",677.063872768261,716300.3
"1849",679.079659526059,861826
"1858",681.095282283958,1013053.5
"1872",683.256487952143,820776.1
"1892",691.116206108695,1528102.4
"1898",693.095189889172,1216118.6
"1919",699.08461119827,1550869.4
"1925",701.075510971404,1315068.9
"1927",701.136653933725,1406736.1
"1931",703.079544736444,1089901.4
"1988",721.090139637651,818291.9
"2004",725.119563154572,719492.9
"2006",725.158327130684,750802
"2007",725.171775122397,707862.8
"2009",725.209472099167,746275.4
"2016",729.059228726804,721932.8
"2029",733.126565220362,1224535.3
"2045",737.194303713671,962809
"2054",741.095383309682,1159287.1
"2067",745.126614825488,1328699.6
"2068",745.162942803102,1086281.1
"2069",745.199319780685,1120342.5
"2072",746.12991120722,707183.1
"2084",749.304261251068,716048.2
"2086",751.11607713456,975035.9
"2088",751.24628805432,1122861.1
"2089",751.282776031835,867643.1
"2090",753.095248914922,888813.1
"2094",753.205822846782,888151.1
"2097",755.075355694707,774500.3
"2098",755.110934672782,1008050.2
"2101",757.090305453021,973423.8
"2103",757.163169408119,954635.9
"2111",759.25139112128,1072059.4
"2114",761.157917946408,842217.9
"2118",761.303548856665,793059.2
"2119",763.100928749053,729708.6
"2120",763.137782726342,830779.9
"2126",765.18974046185,1070321.1
"2127",765.225584439762,1070847.5
"2131",767.16626924384,724815.5
"2133",767.205310219782,800415.1
"2137",769.19938399096,881867.6
"2138",769.221703977205,712853
"2142",771.142916793283,784170.4
"2152",773.267706483909,833883.2
"2156",775.173557309454,749687.7
"2159",775.283054241978,1048869.6
"2162",777.225641044884,1003481.1
"2165",779.11112288298,736123.5
"2166",779.14802586024,790539.2
"2175",783.106013421182,1078836.6
"2176",783.142524398682,836996.1
"2177",783.178691376395,1022676.3
"2178",783.252157331122,703220
"2184",787.101182959211,773900.3
"2187",787.210015892144,1056572.1
"2188",787.247400869106,1027532.8
"2194",789.26215562754,1108428.5
"2197",791.204826430394,1080627.3
"2201",792.28019876771,715032.4
"2205",795.106014026338,746910.6
