"","exp_mass","abundance"
"2",203.943967265866,727343.4
"3",203.946553264234,754943.6
"4",203.949246262534,716143.8
"11",305.910130058904,1000732.4
"12",305.923207049545,739564.9
"23",316.993690126356,817737.8
"28",318.053392367923,741505.3
"34",320.032639951368,761963.1
"35",320.068901925415,702893.1
"41",322.011867534827,752087.7
"42",322.048299508752,937817.7
"43",322.983327839549,1244430.1
"49",324.02752909221,1130697.4
"57",325.184159264405,780236
"59",326.04316664961,696830.3
"60",326.978210980395,929845.6
"71",330.053326779523,1206321.3
"78",332.032693362882,1195310.6
"79",332.056401345914,764720.1
"81",332.068984336908,870704.9
"87",334.011891946362,900399.7
"88",334.03566192935,814833.3
"90",334.048295920307,1173298.1
"92",335.021635223684,920946.9
"95",335.071412188059,815926.3
"99",336.027557503742,1268278.9
"100",336.051310486742,805112.6
"101",336.063950477695,800441.4
"104",337.037433780969,1094396.1
"107",337.086944745534,812863.5
"109",338.006768087213,801407.4
"110",338.03038607031,720577
"112",338.043250061103,1068417.9
"113",338.058474050207,722498.9
"114",338.978158391985,1258371.6
"116",339.016704364398,905094.3
"121",340.022504644542,757965.9
"122",340.058776618582,706832.5
"129",342.038069201995,707487.9
"130",342.053385191033,930401.1
"131",342.973013532851,1316004.9
"138",344.032641774471,706803.9
"139",344.068961748477,815926.6
"147",346.04836533181,1405708.6
"154",348.027602915262,1148837.9
"155",348.051376898247,765159.7
"156",348.063999889212,965992.6
"164",350.006791498749,928578
"165",350.030599481709,736195.9
"167",350.043253472653,1431492.9
"168",350.978164803533,750351.8
"170",351.035586762436,999892.4
"172",351.053050749937,952213.8
"173",351.066284740465,1127062.8
"176",352.022424056152,1081828.1
"177",352.046242039106,701350
"179",352.058851030081,789479.1
"182",353.032499333238,1009078.4
"187",354.038106793302,694217.1
"194",356.032582569667,727471.1
"195",356.069005547321,936818.2
"203",358.048280333012,1168857.8
"204",358.084718310657,753436.8
"211",360.027572118692,1063683.8
"213",360.063843096439,1069830.9
"221",362.006869904369,863664.3
"223",362.043173882096,1174323.5
"226",363.017071284598,957705.3
"229",363.066468254292,817549.6
"232",364.022478667768,1103266.4
"233",364.04633765313,808420.5
"235",364.058950645392,889317.6
"237",364.996232070359,828089.3
"239",365.032598048048,1108796.5
"240",365.045736039987,895933.8
"243",365.082050017708,1077761
"245",366.038160431123,1042710.8
"247",366.973102857524,1143915.3
"249",367.011936833699,840302.8
"253",367.097858780985,1021814.6
"254",368.069016185168,875150.9
"261",370.048316970843,1021700.4
"268",372.027639756504,910331.9
"270",372.063984734206,1078207.4
"271",372.998831160666,916566.7
"274",373.037922136684,846490.4
"277",373.074361114328,758941.8
"281",374.043251519902,1270008.8
"283",374.978227946282,1342673
"285",375.017226922356,794708.6
"288",375.066204892307,829209.3
"293",376.022439305646,990579.9
"294",376.046329290989,917622.2
"296",376.058971283233,1010423.4
"299",377.032773685793,1069332.1
"302",377.08195465562,1004952.8
"306",378.038206068948,982836.3
"307",378.061832054454,864310.6
"310",379.012034471493,836305.9
"313",379.061293441272,1217878.6
"316",379.097689418942,894938.1
"318",379.471043189885,902846.1
"322",381.027650234888,857876.7
"328",382.048249608738,895991.9
"329",382.084614586428,729851.4
"337",384.02747239446,934969.4
"338",384.064020372038,981181
"341",385.037850774581,759964.7
"344",385.09309174069,1146530.1
"346",386.043184157797,1142655.8
"347",386.066971143203,816642.1
"355",388.022387943531,814147.8
"356",388.046295928863,737990.2
"358",388.058772921208,905031.4
"359",388.993907347492,1379620.5
"364",389.081874293523,794285.3
"367",390.025627714519,698059.4
"369",390.038118706856,1267980.6
"370",390.061950692234,737487
"372",390.973188133179,905770.2
"374",391.012121109293,810350.1
"377",391.048722086838,937585.7
"378",391.061217079172,1084019
"381",391.097655056817,739638.6
"384",392.017398492543,841042.9
"388",393.027789872656,922168.4
"389",393.040390864925,954425.7
"392",393.076816842577,1353149.4
"396",394.032940255984,698845.7
"397",394.056954241251,737056.1
"407",396.06384301,1044906.9
"415",398.043192795645,1194291.8
"416",398.07966277327,708407.4
"424",400.022548581286,799677.2
"425",400.058886558992,1154176.9
"426",400.993685985481,884960.2
"431",401.069572938924,904040
"434",402.037959344807,983434.9
"435",402.062046330029,900749.3
"436",402.074369322469,825038.6
"438",403.012194747102,835886.5
"441",403.048722724691,1030706.3
"444",403.097475694781,700599.3
"447",404.017241008994,821973.4
"449",404.053739980176,873113.1
"450",404.988564242088,1318520.9
"452",405.027993210957,948988.9
"455",405.064429182189,863744.6
"456",405.076877172361,1282817.9
"460",406.032837417584,862115.9
"461",406.056745398708,786534.4
"465",407.055974609768,1423948.9
"466",407.061755605204,820557.5
"468",407.092565580878,1315536.6
"471",408.063702814118,855220.3
"474",409.035070047177,1214360.1
"476",409.059474027909,847642.6
"478",409.077251013873,705756.4
"481",410.043085251301,894079.7
"482",410.079369222653,810563.4
"490",412.058773659818,1058702.8
"491",412.993562921757,715694.9
"494",413.032896890701,833202.9
