0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,45min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
681.9984131,0.000403879,681.9984131,0.000313851,681.9984131,0.000249302,681.9984131,0.000413933,681.9984131,0.000459123,681.9984131,0.000402843,681.9984131,0.000346207,681.9984131,0.000533242,681.9984131,0.000626608,681.9984131,0.000596874,681.9984131,0.000486903,681.9984131,0.000886878,681.9984131,0.001355431,681.9984131,0.000593764,681.9984131,0.001258118,681.9984131,0.001759066,681.9984131,0.002579624,681.9984131,0.002631057,681.9984131,0.003074435
680.9837646,0.000628785,680.9837646,0.000881664,680.9837646,0.000543376,680.9837646,0.000909705,680.9837646,0.000871964,680.9837646,0.000808213,680.9837646,0.000821284,680.9837646,0.000903894,680.9837646,0.000905814,680.9837646,0.000941976,680.9837646,0.00088929,680.9837646,0.001134068,680.9837646,0.001655478,680.9837646,0.001166434,680.9837646,0.001666392,680.9837646,0.002447152,680.9837646,0.003077277,680.9837646,0.003080301,680.9837646,0.00325738
680.0050049,0.001230834,680.0050049,0.001249733,680.0050049,0.001093115,680.0050049,0.001124595,680.0050049,0.001423496,680.0050049,0.00119387,680.0050049,0.001243113,680.0050049,0.001288234,680.0050049,0.001290908,680.0050049,0.001371297,680.0050049,0.001341228,680.0050049,0.001565424,680.0050049,0.001962494,680.0050049,0.001509286,680.0050049,0.001920943,680.0050049,0.002514112,680.0050049,0.003426704,680.0050049,0.003537135,680.0050049,0.003663623
678.9896851,0.001400071,678.9896851,0.001698174,678.9896851,0.001378075,678.9896851,0.00151165,678.9896851,0.001656336,678.9896851,0.001635808,678.9896851,0.001599823,678.9896851,0.001595614,678.9896851,0.001621674,678.9896851,0.001710908,678.9896851,0.001596341,678.9896851,0.001761432,678.9896851,0.002379603,678.9896851,0.001800394,678.9896851,0.002437754,678.9896851,0.003003583,678.9896851,0.0037344,678.9896851,0.00362538,678.9896851,0.003970337
678.0103149,0.001658233,678.0103149,0.001957345,678.0103149,0.001572309,678.0103149,0.0020396,678.0103149,0.001738482,678.0103149,0.002027013,678.0103149,0.001965744,678.0103149,0.001685128,678.0103149,0.001923933,678.0103149,0.001971751,678.0103149,0.002040432,678.0103149,0.002258953,678.0103149,0.002653246,678.0103149,0.002011903,678.0103149,0.002547387,678.0103149,0.003203969,678.0103149,0.003937448,678.0103149,0.004222086,678.0103149,0.004103876
676.9943848,0.001915743,676.9943848,0.002241962,676.9943848,0.001951313,676.9943848,0.00200769,676.9943848,0.002247557,676.9943848,0.002249092,676.9943848,0.002444783,676.9943848,0.002254114,676.9943848,0.002247374,676.9943848,0.002521246,676.9943848,0.002071617,676.9943848,0.002541034,676.9943848,0.002961698,676.9943848,0.002480318,676.9943848,0.003196955,676.9943848,0.003744217,676.9943848,0.004255911,676.9943848,0.004502385,676.9943848,0.004647364
676.0144653,0.002311883,676.0144653,0.002373591,676.0144653,0.002443325,676.0144653,0.002641552,676.0144653,0.002546659,676.0144653,0.002510493,676.0144653,0.002663143,676.0144653,0.002485161,676.0144653,0.002489847,676.0144653,0.002575978,676.0144653,0.002633062,676.0144653,0.002861496,676.0144653,0.003598912,676.0144653,0.002619337,676.0144653,0.003341133,676.0144653,0.003905973,676.0144653,0.004555589,676.0144653,0.004435222,676.0144653,0.004802783
674.9978638,0.002830307,674.9978638,0.002659028,674.9978638,0.002717998,674.9978638,0.002699321,674.9978638,0.002764184,674.9978638,0.002719222,674.9978638,0.002654444,674.9978638,0.002708021,674.9978638,0.002572151,674.9978638,0.002883307,674.9978638,0.002770671,674.9978638,0.003142144,674.9978638,0.00355128,674.9978638,0.003144412,674.9978638,0.003608022,674.9978638,0.004390792,674.9978638,0.005119523,674.9978638,0.004991956,674.9978638,0.005298064
674.0172729,0.00299042,674.0172729,0.003216226,674.0172729,0.002626186,674.0172729,0.002875229,674.0172729,0.002978066,674.0172729,0.002837993,674.0172729,0.003135938,674.0172729,0.003225327,674.0172729,0.003063225,674.0172729,0.003227701,674.0172729,0.003260927,674.0172729,0.003287921,674.0172729,0.003745366,674.0172729,0.003350837,674.0172729,0.003924571,674.0172729,0.004634674,674.0172729,0.00550313,674.0172729,0.005094247,674.0172729,0.005447661
673.000061,0.003094405,673.000061,0.003137503,673.000061,0.003100245,673.000061,0.00323529,673.000061,0.003411701,673.000061,0.003296111,673.000061,0.00354118,673.000061,0.003298824,673.000061,0.003414884,673.000061,0.003399074,673.000061,0.003295564,673.000061,0.003508298,673.000061,0.003891189,673.000061,0.003540606,673.000061,0.004069331,673.000061,0.004731151,673.000061,0.005553547,673.000061,0.005426481,673.000061,0.005643697
671.9825439,0.003180474,671.9825439,0.003401239,671.9825439,0.00352239,671.9825439,0.003407814,671.9825439,0.003719805,671.9825439,0.003661195,671.9825439,0.003525835,671.9825439,0.003350629,671.9825439,0.003533351,671.9825439,0.003655634,671.9825439,0.003904589,671.9825439,0.004042941,671.9825439,0.004240854,671.9825439,0.003607239,671.9825439,0.004418485,671.9825439,0.005029402,671.9825439,0.00595478,671.9825439,0.005957614,671.9825439,0.006041103
671.0010376,0.003402022,671.0010376,0.003266769,671.0010376,0.003245591,671.0010376,0.00329945,671.0010376,0.003427851,671.0010376,0.003360176,671.0010376,0.003497912,671.0010376,0.003554072,671.0010376,0.003601105,671.0010376,0.003449403,671.0010376,0.003447264,671.0010376,0.003846581,671.0010376,0.00430613,671.0010376,0.003899365,671.0010376,0.004371966,671.0010376,0.004880709,671.0010376,0.005640813,671.0010376,0.005674984,671.0010376,0.00591972
669.9829102,0.002834007,669.9829102,0.002931022,669.9829102,0.002751862,669.9829102,0.003042787,669.9829102,0.002974442,669.9829102,0.002972696,669.9829102,0.003011351,669.9829102,0.003085385,669.9829102,0.002866317,669.9829102,0.003164907,669.9829102,0.003075582,669.9829102,0.003282522,669.9829102,0.003825767,669.9829102,0.003610502,669.9829102,0.003968796,669.9829102,0.004731752,669.9829102,0.005173064,669.9829102,0.005254018,669.9829102,0.005625288
669.0008545,0.002728,669.0008545,0.002779685,669.0008545,0.002519215,669.0008545,0.003052224,669.0008545,0.002872675,669.0008545,0.002838437,669.0008545,0.002838645,669.0008545,0.00295526,669.0008545,0.003027199,669.0008545,0.002694372,669.0008545,0.003073575,669.0008545,0.002976371,669.0008545,0.00377837,669.0008545,0.00316462,669.0008545,0.003783436,669.0008545,0.004399735,669.0008545,0.005011936,669.0008545,0.005261695,669.0008545,0.005327702
667.9821167,0.002530489,667.9821167,0.0024553,667.9821167,0.002522209,667.9821167,0.002661711,667.9821167,0.002800032,667.9821167,0.002655121,667.9821167,0.002552153,667.9821167,0.002740687,667.9821167,0.002678718,667.9821167,0.002773771,667.9821167,0.002802846,667.9821167,0.00302136,667.9821167,0.003395761,667.9821167,0.003172234,667.9821167,0.003614339,667.9821167,0.004158259,667.9821167,0.005037808,667.9821167,0.005078847,667.9821167,0.005407426
666.9994507,0.002502578,666.9994507,0.00245025,666.9994507,0.002547361,666.9994507,0.002623712,666.9994507,0.002713491,666.9994507,0.002667857,666.9994507,0.002714768,666.9994507,0.002405711,666.9994507,0.002730006,666.9994507,0.002798234,666.9994507,0.002753816,666.9994507,0.003057698,666.9994507,0.003205508,666.9994507,0.002759781,666.9994507,0.003531628,666.9994507,0.004111297,666.9994507,0.004918827,666.9994507,0.005057843,666.9994507,0.005021598
666.0164795,0.002237721,666.0164795,0.002634755,666.0164795,0.002292418,666.0164795,0.002483624,666.0164795,0.002808291,666.0164795,0.002755665,666.0164795,0.002387698,666.0164795,0.002563636,666.0164795,0.002639859,666.0164795,0.002807952,666.0164795,0.002455821,666.0164795,0.00293071,666.0164795,0.003338212,666.0164795,0.00271607,666.0164795,0.003478837,666.0164795,0.003971643,666.0164795,0.005016178,666.0164795,0.004985881,666.0164795,0.005070885
664.9967651,0.002393815,664.9967651,0.002505208,664.9967651,0.002271886,664.9967651,0.002344753,664.9967651,0.002451525,664.9967651,0.002493596,664.9967651,0.002640979,664.9967651,0.002616733,664.9967651,0.002395897,664.9967651,0.002694607,664.9967651,0.002564156,664.9967651,0.00283359,664.9967651,0.00321208,664.9967651,0.00303395,664.9967651,0.003363307,664.9967651,0.003814694,664.9967651,0.004759624,664.9967651,0.004905265,664.9967651,0.005056586
664.0132446,0.002201373,664.0132446,0.002355476,664.0132446,0.002129935,664.0132446,0.002641396,664.0132446,0.002553923,664.0132446,0.002344467,664.0132446,0.002721644,664.0132446,0.002358807,664.0132446,0.002644339,664.0132446,0.002517757,664.0132446,0.002545851,664.0132446,0.003038356,664.0132446,0.003243974,664.0132446,0.002832939,664.0132446,0.003362029,664.0132446,0.004071448,664.0132446,0.004718144,664.0132446,0.004846442,664.0132446,0.004966374
662.9929199,0.002192917,662.9929199,0.002222109,662.9929199,0.002228666,662.9929199,0.00254356,662.9929199,0.002552517,662.9929199,0.002533796,662.9929199,0.002451057,662.9929199,0.00256512,662.9929199,0.002552699,662.9929199,0.002646214,662.9929199,0.002469618,662.9929199,0.00288117,662.9929199,0.003376194,662.9929199,0.002786016,662.9929199,0.003449221,662.9929199,0.003813467,662.9929199,0.004712832,662.9929199,0.004785142,662.9929199,0.004997795
662.0087891,0.002344493,662.0087891,0.002450015,662.0087891,0.002211286,662.0087891,0.002342489,662.0087891,0.002486462,662.0087891,0.002544628,662.0087891,0.002263898,662.0087891,0.002340511,662.0087891,0.002603139,662.0087891,0.002676218,662.0087891,0.002582697,662.0087891,0.002871007,662.0087891,0.003344316,662.0087891,0.002627619,662.0087891,0.003263952,662.0087891,0.0039689,662.0087891,0.004744314,662.0087891,0.004918434,662.0087891,0.005263844
660.987793,0.00219323,660.987793,0.00228383,660.987793,0.002342619,660.987793,0.002576447,660.987793,0.002560537,660.987793,0.002386032,660.987793,0.002335176,660.987793,0.002494611,660.987793,0.002575822,660.987793,0.002607384,660.987793,0.002779737,660.987793,0.00287833,660.987793,0.00330884,660.987793,0.002824601,660.987793,0.00336709,660.987793,0.003841253,660.987793,0.004759362,660.987793,0.004803725,660.987793,0.00501767
660.0031128,0.002102128,660.0031128,0.002356855,660.0031128,0.002227521,660.0031128,0.002397199,660.0031128,0.002417138,660.0031128,0.002293146,660.0031128,0.002333536,660.0031128,0.002445928,660.0031128,0.002422005,660.0031128,0.002463917,660.0031128,0.002510831,660.0031128,0.002612202,660.0031128,0.003173851,660.0031128,0.002807197,660.0031128,0.003317239,660.0031128,0.003755575,660.0031128,0.004789853,660.0031128,0.004588524,660.0031128,0.004997769
659.0180664,0.002242795,659.0180664,0.002407871,659.0180664,0.00210348,659.0180664,0.002386241,659.0180664,0.00245176,659.0180664,0.002430023,659.0180664,0.002420808,659.0180664,0.002453191,659.0180664,0.002599077,659.0180664,0.002672311,659.0180664,0.002538691,659.0180664,0.002710314,659.0180664,0.003200684,659.0180664,0.002591811,659.0180664,0.003239593,659.0180664,0.003811638,659.0180664,0.004850526,659.0180664,0.004796553,659.0180664,0.004966138
657.9961548,0.002056896,657.9961548,0.002191044,657.9961548,0.002011409,657.9961548,0.00243208,657.9961548,0.002411489,657.9961548,0.002406205,657.9961548,0.002421277,657.9961548,0.002378536,657.9961548,0.002512342,657.9961548,0.002546711,657.9961548,0.002585431,657.9961548,0.002764314,657.9961548,0.003393387,657.9961548,0.002815612,657.9961548,0.003309466,657.9961548,0.003973159,657.9961548,0.004773573,657.9961548,0.004861206,657.9961548,0.005107762
657.0106201,0.002196039,657.0106201,0.002339418,657.0106201,0.002201217,657.0106201,0.002342281,657.0106201,0.002577749,657.0106201,0.002508879,657.0106201,0.002399307,657.0106201,0.002404617,657.0106201,0.002493414,657.0106201,0.002597462,657.0106201,0.002359718,657.0106201,0.002934567,657.0106201,0.003409797,657.0106201,0.002728131,657.0106201,0.003292747,657.0106201,0.003946121,657.0106201,0.004873457,657.0106201,0.00481566,657.0106201,0.005058759
655.9881592,0.001995207,655.9881592,0.002356127,655.9881592,0.001982881,655.9881592,0.002275503,655.9881592,0.002243185,655.9881592,0.002256117,655.9881592,0.002243836,655.9881592,0.00239686,655.9881592,0.002488025,655.9881592,0.002559782,655.9881592,0.002580405,655.9881592,0.002934462,655.9881592,0.003199406,655.9881592,0.002757619,655.9881592,0.003335029,655.9881592,0.003887089,655.9881592,0.004922308,655.9881592,0.004875735,655.9881592,0.004949224
655.0019531,0.002033358,655.0019531,0.002409016,655.0019531,0.00223067,655.0019531,0.002343452,655.0019531,0.002463292,655.0019531,0.00248602,655.0019531,0.002324557,655.0019531,0.002466989,655.0019531,0.0023434,655.0019531,0.002701066,655.0019531,0.002546034,655.0019531,0.002606941,655.0019531,0.003459658,655.0019531,0.00283432,655.0019531,0.003262779,655.0019531,0.003898738,655.0019531,0.004739237,655.0019531,0.00483859,655.0019531,0.004963127
654.0154419,0.002017182,654.0154419,0.001996455,654.0154419,0.002171948,654.0154419,0.002294396,654.0154419,0.00247079,654.0154419,0.002493856,654.0154419,0.002470139,654.0154419,0.002393659,654.0154419,0.002386787,654.0154419,0.002467484,654.0154419,0.00247821,654.0154419,0.002646683,654.0154419,0.003112003,654.0154419,0.002763194,654.0154419,0.003360568,654.0154419,0.003878156,654.0154419,0.004890762,654.0154419,0.004598963,654.0154419,0.004957655
652.9920654,0.002152177,652.9920654,0.002166953,652.9920654,0.002299392,652.9920654,0.002397641,652.9920654,0.002301266,652.9920654,0.002403212,652.9920654,0.002376454,652.9920654,0.002414821,652.9920654,0.002444887,652.9920654,0.002755639,652.9920654,0.002294239,652.9920654,0.002916037,652.9920654,0.003141492,652.9920654,0.002741338,652.9920654,0.003306258,652.9920654,0.003925354,652.9920654,0.004809614,652.9920654,0.004778625,652.9920654,0.005004839
652.0049438,0.002062097,652.0049438,0.00211737,652.0049438,0.002185372,652.0049438,0.002302957,652.0049438,0.002605639,652.0049438,0.002266942,652.0049438,0.002436635,652.0049438,0.002466624,652.0049438,0.002290935,652.0049438,0.002567828,652.0049438,0.002385356,652.0049438,0.002742692,652.0049438,0.003248382,652.0049438,0.002528875,652.0049438,0.003363203,652.0049438,0.004021412,652.0049438,0.004746905,652.0049438,0.004942285,652.0049438,0.005072142
651.0176392,0.002031278,651.0176392,0.002114353,651.0176392,0.002249326,651.0176392,0.002569781,651.0176392,0.002473263,651.0176392,0.002385824,651.0176392,0.002510858,651.0176392,0.002334707,651.0176392,0.00250703,651.0176392,0.002488259,651.0176392,0.00239798,651.0176392,0.002730293,651.0176392,0.003117218,651.0176392,0.002741338,651.0176392,0.00326184,651.0176392,0.004026977,651.0176392,0.005062426,651.0176392,0.005017932,651.0176392,0.005155304
649.9933472,0.002118099,649.9933472,0.002267332,649.9933472,0.002182589,649.9933472,0.002452749,649.9933472,0.002477611,649.9933472,0.002460585,649.9933472,0.002364507,649.9933472,0.002279485,649.9933472,0.002444991,649.9933472,0.002590717,649.9933472,0.002616707,649.9933472,0.002929068,649.9933472,0.003299163,649.9933472,0.002760771,649.9933472,0.003343246,649.9933472,0.003991315,649.9933472,0.00484872,649.9933472,0.004855552,649.9933472,0.005231643
649.0053711,0.001997001,649.0053711,0.0021688,649.0053711,0.002130351,649.0053711,0.002347616,649.0053711,0.002386839,649.0053711,0.002470608,649.0053711,0.002575458,649.0053711,0.002582436,649.0053711,0.002565953,649.0053711,0.002583218,649.0053711,0.002399177,649.0053711,0.002739254,649.0053711,0.003379586,649.0053711,0.002939857,649.0053711,0.003573177,649.0053711,0.0040634,649.0053711,0.004730313,649.0053711,0.005007117,649.0053711,0.005003137
648.0172119,0.001946294,648.0172119,0.002153764,648.0172119,0.002197939,648.0172119,0.002480448,648.0172119,0.002538535,648.0172119,0.002488181,648.0172119,0.002693148,648.0172119,0.002358964,648.0172119,0.002531557,648.0172119,0.002536998,648.0172119,0.002705573,648.0172119,0.003091615,648.0172119,0.003503314,648.0172119,0.002771869,648.0172119,0.003317396,648.0172119,0.003991629,648.0172119,0.004847045,648.0172119,0.005120466,648.0172119,0.005244795
646.9920044,0.002131183,646.9920044,0.002143098,646.9920044,0.002317218,646.9920044,0.002434084,646.9920044,0.002432131,646.9920044,0.002338637,646.9920044,0.002485916,646.9920044,0.002535723,646.9920044,0.002841381,646.9920044,0.002699608,646.9920044,0.002657179,646.9920044,0.002759938,646.9920044,0.003543216,646.9920044,0.00290921,646.9920044,0.003586149,646.9920044,0.004125775,646.9920044,0.005028381,646.9920044,0.005216972,646.9920044,0.005262455
646.0031738,0.002355164,646.0031738,0.002430153,646.0031738,0.002424114,646.0031738,0.002504687,646.0031738,0.002710365,646.0031738,0.002557543,646.0031738,0.002549887,646.0031738,0.002693461,646.0031738,0.002682209,646.0031738,0.002654366,646.0031738,0.002746391,646.0031738,0.002810506,646.0031738,0.003643679,646.0031738,0.002766946,646.0031738,0.00346091,646.0031738,0.004240514,646.0031738,0.005153077,646.0031738,0.005210553,646.0031738,0.005302047
645.0140991,0.00233148,645.0140991,0.002398292,645.0140991,0.002283024,645.0140991,0.002470764,645.0140991,0.00274225,645.0140991,0.002571682,645.0140991,0.002714846,645.0140991,0.002789168,645.0140991,0.002784088,645.0140991,0.002666685,645.0140991,0.002754962,645.0140991,0.002920494,645.0140991,0.003417885,645.0140991,0.002963913,645.0140991,0.003402414,645.0140991,0.004108005,645.0140991,0.005070335,645.0140991,0.005193864,645.0140991,0.00542926
643.9880371,0.002379395,643.9880371,0.002267567,643.9880371,0.002092373,643.9880371,0.002407194,643.9880371,0.002489274,643.9880371,0.002516455,643.9880371,0.002478522,643.9880371,0.002525776,643.9880371,0.002609493,643.9880371,0.002684969,643.9880371,0.002617462,643.9880371,0.003035932,643.9880371,0.003485386,643.9880371,0.002875203,643.9880371,0.003605255,643.9880371,0.004344197,643.9880371,0.005188128,643.9880371,0.005182888,643.9880371,0.005303252
642.9983521,0.002045348,642.9983521,0.002441659,642.9983521,0.002183863,642.9983521,0.002414587,642.9983521,0.002623426,642.9983521,0.002518356,642.9983521,0.002712033,642.9983521,0.002570328,642.9983521,0.002822048,642.9983521,0.002882916,642.9983521,0.002728782,642.9983521,0.002895268,642.9983521,0.003590769,642.9983521,0.003052798,642.9983521,0.003583304,642.9983521,0.004340668,642.9983521,0.005212046,642.9983521,0.0052023,642.9983521,0.005344735
642.0084229,0.002134903,642.0084229,0.002238163,642.0084229,0.002356986,642.0084229,0.00253377,642.0084229,0.002431819,642.0084229,0.002704348,642.0084229,0.002673405,642.0084229,0.002633765,642.0084229,0.002677338,642.0084229,0.002765513,642.0084229,0.002879398,642.0084229,0.003173173,642.0084229,0.00361165,642.0084229,0.00314509,642.0084229,0.003681505,642.0084229,0.00446229,642.0084229,0.005260202,642.0084229,0.005523029,642.0084229,0.005485382
641.0181274,0.00217213,641.0181274,0.002392566,641.0181274,0.002312248,641.0181274,0.002508202,641.0181274,0.002617254,641.0181274,0.002682886,641.0181274,0.00285764,641.0181274,0.002995763,641.0181274,0.002834632,641.0181274,0.00272662,641.0181274,0.002795577,641.0181274,0.003274072,641.0181274,0.003654303,641.0181274,0.003214192,641.0181274,0.003813257,641.0181274,0.004265112,641.0181274,0.005469077,641.0181274,0.005451304,641.0181274,0.005399249
639.9909668,0.002386189,639.9909668,0.002429554,639.9909668,0.002532468,639.9909668,0.002703984,639.9909668,0.00258314,639.9909668,0.002698931,639.9909668,0.002629312,639.9909668,0.002737639,639.9909668,0.002760303,639.9909668,0.00303455,639.9909668,0.002614624,639.9909668,0.003270212,639.9909668,0.003673804,639.9909668,0.003172704,639.9909668,0.003784794,639.9909668,0.004433627,639.9909668,0.005349164,639.9909668,0.005617945,639.9909668,0.005478933
639.000061,0.002246932,639.000061,0.002564651,639.000061,0.002524735,639.000061,0.002705547,639.000061,0.002830463,639.000061,0.00277437,639.000061,0.002666295,639.000061,0.002661919,639.000061,0.002775282,639.000061,0.00290147,639.000061,0.002871398,639.000061,0.003347681,639.000061,0.003597007,639.000061,0.003146967,639.000061,0.003835168,639.000061,0.004412784,639.000061,0.005473612,639.000061,0.005529504,639.000061,0.00552295
638.0089722,0.002544523,638.0089722,0.002400088,638.0089722,0.002399698,638.0089722,0.002914552,638.0089722,0.002766503,638.0089722,0.002837316,638.0089722,0.002905822,638.0089722,0.00284753,638.0089722,0.002890343,638.0089722,0.002759495,638.0089722,0.002849354,638.0089722,0.003210984,638.0089722,0.003728342,638.0089722,0.003484055,638.0089722,0.003776255,638.0089722,0.004551272,638.0089722,0.005477204,638.0089722,0.005696176,638.0089722,0.00555727
637.0176392,0.002295931,637.0176392,0.002476127,637.0176392,0.002524344,637.0176392,0.0026159,637.0176392,0.002658481,637.0176392,0.002733549,637.0176392,0.002768561,637.0176392,0.002924585,637.0176392,0.00276731,637.0176392,0.002802481,637.0176392,0.002857744,637.0176392,0.003310249,637.0176392,0.003861885,637.0176392,0.003250547,637.0176392,0.003931336,637.0176392,0.004495584,637.0176392,0.005518336,637.0176392,0.005723454,637.0176392,0.005779667
635.9891968,0.002381243,635.9891968,0.002622723,635.9891968,0.002462069,635.9891968,0.002523771,635.9891968,0.002908975,635.9891968,0.00283729,635.9891968,0.00275405,635.9891968,0.00300778,635.9891968,0.002912285,635.9891968,0.00309271,635.9891968,0.002904467,635.9891968,0.003296711,635.9891968,0.003794325,635.9891968,0.003435809,635.9891968,0.00410628,635.9891968,0.004690328,635.9891968,0.005642281,635.9891968,0.005643147,635.9891968,0.005666854
634.9972534,0.002415472,634.9972534,0.002499688,634.9972534,0.002478157,634.9972534,0.002720655,634.9972534,0.002771531,634.9972534,0.003069612,634.9972534,0.002863894,634.9972534,0.003079284,634.9972534,0.003006581,634.9972534,0.002961567,634.9972534,0.003116879,634.9972534,0.003363646,634.9972534,0.004061544,634.9972534,0.003413606,634.9972534,0.004207187,634.9972534,0.004837438,634.9972534,0.005640157,634.9972534,0.00589138,634.9972534,0.005827308
634.0050659,0.002270325,634.0050659,0.002546971,634.0050659,0.002500782,634.0050659,0.002785468,634.0050659,0.002939153,634.0050659,0.002770202,634.0050659,0.002793571,634.0050659,0.002974156,634.0050659,0.002863242,634.0050659,0.003145481,634.0050659,0.003085645,634.0050659,0.003562085,634.0050659,0.003920261,634.0050659,0.003380734,634.0050659,0.003985803,634.0050659,0.004782001,634.0050659,0.005684714,634.0050659,0.005744647,634.0050659,0.005751022
633.0125122,0.002264964,633.0125122,0.002487374,633.0125122,0.002592071,633.0125122,0.002739514,633.0125122,0.003103035,633.0125122,0.002820406,633.0125122,0.003006215,633.0125122,0.003062391,633.0125122,0.002972279,633.0125122,0.003053449,633.0125122,0.003101913,633.0125122,0.00340377,633.0125122,0.003906678,633.0125122,0.003579311,633.0125122,0.004111167,633.0125122,0.004750726,633.0125122,0.005604336,633.0125122,0.005829407,633.0125122,0.005801073
631.9829712,0.002448167,631.9829712,0.002429581,631.9829712,0.002638323,631.9829712,0.00266843,631.9829712,0.002868975,631.9829712,0.002879607,631.9829712,0.002835075,631.9829712,0.003182769,631.9829712,0.003123058,631.9829712,0.003223163,631.9829712,0.003181022,631.9829712,0.003555691,631.9829712,0.003935333,631.9829712,0.003423703,631.9829712,0.004221197,631.9829712,0.004841495,631.9829712,0.005803802,631.9829712,0.005902637,631.9829712,0.00596882
630.9898682,0.002337102,630.9898682,0.002549288,630.9898682,0.002569364,630.9898682,0.002880701,630.9898682,0.002959039,630.9898682,0.002987084,630.9898682,0.00301758,630.9898682,0.00312577,630.9898682,0.003162612,630.9898682,0.003307562,630.9898682,0.003120086,630.9898682,0.003588994,630.9898682,0.004098676,630.9898682,0.003550053,630.9898682,0.004404285,630.9898682,0.004852699,630.9898682,0.005671759,630.9898682,0.005789347,630.9898682,0.006054253
629.996521,0.00252588,629.996521,0.002671425,629.996521,0.002618843,629.996521,0.002776402,629.996521,0.003004599,629.996521,0.003106398,629.996521,0.002993548,629.996521,0.003208846,629.996521,0.003102956,629.996521,0.003421381,629.996521,0.003287582,629.996521,0.003677171,629.996521,0.003984627,629.996521,0.003725027,629.996521,0.004438543,629.996521,0.005026652,629.996521,0.005787274,629.996521,0.006139152,629.996521,0.006121745
629.0029297,0.002541321,629.0029297,0.002729459,629.0029297,0.002687991,629.0029297,0.002873326,629.0029297,0.003037756,629.0029297,0.00301049,629.0029297,0.003018727,629.0029297,0.003317292,629.0029297,0.003174868,629.0029297,0.00332063,629.0029297,0.003175259,629.0029297,0.00363791,629.0029297,0.004120365,629.0029297,0.003688136,629.0029297,0.004439694,629.0029297,0.005017854,629.0029297,0.005767652,629.0029297,0.006105994,629.0029297,0.006136815
628.0090332,0.002611446,628.0090332,0.002699868,628.0090332,0.002621968,628.0090332,0.002968735,628.0090332,0.002920546,628.0090332,0.002945252,628.0090332,0.002936495,628.0090332,0.003463963,628.0090332,0.003201153,628.0090332,0.003381881,628.0090332,0.003594032,628.0090332,0.003626998,628.0090332,0.004302104,628.0090332,0.003631566,628.0090332,0.004364357,628.0090332,0.004933305,628.0090332,0.005956275,628.0090332,0.00610791,628.0090332,0.006054804
627.0148315,0.002562464,627.0148315,0.002683563,627.0148315,0.00267278,627.0148315,0.002988804,627.0148315,0.003285026,627.0148315,0.003129029,627.0148315,0.003104469,627.0148315,0.003348542,627.0148315,0.003244835,627.0148315,0.003404318,627.0148315,0.003247261,627.0148315,0.003717794,627.0148315,0.004261008,627.0148315,0.003875022,627.0148315,0.004415295,627.0148315,0.005033226,627.0148315,0.006072759,627.0148315,0.006172129,627.0148315,0.00641034
625.9835815,0.002431949,625.9835815,0.002831792,625.9835815,0.002742718,625.9835815,0.00287846,625.9835815,0.003177162,625.9835815,0.003139354,625.9835815,0.003230022,625.9835815,0.003310901,625.9835815,0.003312179,625.9835815,0.003463076,625.9835815,0.003350212,625.9835815,0.003746645,625.9835815,0.004329294,625.9835815,0.004053288,625.9835815,0.004566392,625.9835815,0.005129816,625.9835815,0.006067247,625.9835815,0.006245863,625.9835815,0.00647689
624.9887695,0.002768978,624.9887695,0.002811157,624.9887695,0.00280566,624.9887695,0.003100636,624.9887695,0.003233386,624.9887695,0.003119929,624.9887695,0.003163629,624.9887695,0.003395917,624.9887695,0.003279236,624.9887695,0.00347821,624.9887695,0.003493893,624.9887695,0.003885574,624.9887695,0.004373744,624.9887695,0.004074479,624.9887695,0.004358761,624.9887695,0.005115279,624.9887695,0.00629781,624.9887695,0.00642768,624.9887695,0.006391977
623.9937744,0.00253088,623.9937744,0.002839948,623.9937744,0.002792893,623.9937744,0.002946894,623.9937744,0.003093388,623.9937744,0.003167541,623.9937744,0.003222224,623.9937744,0.003447942,623.9937744,0.003224728,623.9937744,0.003519989,623.9937744,0.003471948,623.9937744,0.003752389,623.9937744,0.004396702,623.9937744,0.003839164,623.9937744,0.004704982,623.9937744,0.005365806,623.9937744,0.006227823,623.9937744,0.006230028,623.9937744,0.006171525
622.9984741,0.002515804,622.9984741,0.002847921,622.9984741,0.002785859,622.9984741,0.003032465,622.9984741,0.003135677,622.9984741,0.003025374,622.9984741,0.003267186,622.9984741,0.003498799,622.9984741,0.003402335,622.9984741,0.003558822,622.9984741,0.003516779,622.9984741,0.003849062,622.9984741,0.004424971,622.9984741,0.00405543,622.9984741,0.004571494,622.9984741,0.005233975,622.9984741,0.006294186,622.9984741,0.006183419,622.9984741,0.006611806
