0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,45min,,60min,,90min,,120min,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
765.0092163,-0.001383934403,765.0092163,-0.0001381055627,765.0092163,-0.0009268152062,765.0092163,-0.0005522623542,765.0092163,-0.001229601447,765.0092163,-0.0009967077058,765.0092163,-0.0006001912989,765.0092163,-0.0005007082946,765.0092163,-0.0007053889567,765.0092163,-0.000599157298,765.0092163,-0.001174616744,765.0092163,-0.001206833986,765.0092163,2.645626591E-005,765.0092163,0.006141225807,765.0092163,0.001064076787,765.0092163,0.003534342395,765.0092163,-0.0002900848049,765.0092163,-2.78524094E-005,765.0092163,0.0007687425241,
763.9869385,-0.0003716152278,763.9869385,-0.001348169171,763.9869385,-2.107066757E-005,763.9869385,-0.0006096006837,763.9869385,-0.000620457402,763.9869385,-0.001525108819,763.9869385,-0.001171776908,763.9869385,-0.001041385462,763.9869385,-0.000735935464,763.9869385,-0.00108032627,763.9869385,-7.464872033E-005,763.9869385,-0.001070100814,763.9869385,0.00017121766,763.9869385,0.006831561681,763.9869385,0.001117224572,763.9869385,0.003233333817,763.9869385,0.0002592735691,763.9869385,-0.0005570710055,763.9869385,0.0006184158265,
762.9994507,-0.0009399370756,762.9994507,-0.001405608957,762.9994507,-0.0013843989,762.9994507,-0.0008045667782,762.9994507,-0.001990308752,762.9994507,-0.001437550993,762.9994507,-0.0008669869858,762.9994507,-0.001311007305,762.9994507,-0.0009436049149,762.9994507,-0.001124065951,762.9994507,-0.0006091353716,762.9994507,-0.0003009495267,762.9994507,0.0008151630173,762.9994507,0.006715189666,762.9994507,0.001573633985,762.9994507,0.003183029592,762.9994507,-0.0004880385823,762.9994507,0.0002734159934,762.9994507,-0.0006586088566,
762.0116577,-0.001609863713,762.0116577,-0.001879906165,762.0116577,-0.001731163822,762.0116577,-0.0005470917094,762.0116577,-0.0009676776244,762.0116577,-0.001492296113,762.0116577,-0.001048667822,762.0116577,-0.0009977407753,762.0116577,-0.001732762321,762.0116577,-0.001053780783,762.0116577,-0.001275442541,762.0116577,-0.0009614271112,762.0116577,0.0003809755435,762.0116577,0.006527655758,762.0116577,0.0007242198917,762.0116577,0.002568713389,762.0116577,0.0004138030927,762.0116577,-0.0008389816503,762.0116577,0.0002013877529,
760.9881592,-0.001491934876,760.9881592,-0.0008094759542,760.9881592,-0.000499053509,760.9881592,-0.001750294352,760.9881592,-0.0009727915749,760.9881592,-0.001605530968,760.9881592,-0.0004954853212,760.9881592,-0.001055071945,760.9881592,-0.00167660357,760.9881592,-0.0009919039439,760.9881592,-0.000685643754,760.9881592,-0.001277868636,760.9881592,-0.0002017601364,760.9881592,0.005431933329,760.9881592,0.0004555730557,760.9881592,0.003090859391,760.9881592,-0.0004947613343,760.9881592,-0.0003163148649,760.9881592,0.000323643384,
759.9996338,-0.001461286796,759.9996338,-0.001618013368,759.9996338,-0.0005080513656,759.9996338,-0.00158809626,759.9996338,-0.0007313872338,759.9996338,-0.002342563588,759.9996338,-0.001567411004,759.9996338,-0.001784943743,759.9996338,-0.0006819220143,759.9996338,-0.00139564916,759.9996338,-0.0009479442961,759.9996338,-0.001345537021,759.9996338,9.4856543E-005,759.9996338,0.005914891604,759.9996338,0.0006449616048,759.9996338,0.002089876216,759.9996338,8.985949535E-005,759.9996338,-0.001185304485,759.9996338,-6.791947089E-005,
759.0106812,-0.001774786389,759.0106812,-0.001858616248,759.0106812,-0.001753645949,759.0106812,-0.001196817961,759.0106812,-0.0004219950642,759.0106812,-0.001777055091,759.0106812,-0.002160341479,759.0106812,-0.002790891333,759.0106812,-0.001825158368,759.0106812,-0.001792986994,759.0106812,-0.001384037663,759.0106812,-0.002116448479,759.0106812,-0.0009558997117,759.0106812,0.006223463453,759.0106812,-0.0003569760593,759.0106812,0.002353680087,759.0106812,-0.0005921259872,759.0106812,-0.001377328648,759.0106812,-0.0004609397147,
757.986084,-0.001959231682,757.986084,-0.001601249678,757.986084,-0.001720180153,757.986084,-0.001998399617,757.986084,-0.002097591758,757.986084,-0.002010355471,757.986084,-0.002688101493,757.986084,-0.001924854005,757.986084,-0.001466394984,757.986084,-0.001463092747,757.986084,-0.001737093902,757.986084,-0.001971085556,757.986084,-4.250268103E-005,757.986084,0.005519882776,757.986084,0.0004232864885,757.986084,0.002261113375,757.986084,-0.001064264914,757.986084,-0.001412781887,757.986084,-0.0001885124802,
756.99646,-0.001768031972,756.99646,-0.002613437595,756.99646,-0.002411044436,756.99646,-0.002406873973,756.99646,-0.002179607749,756.99646,-0.002301624278,756.99646,-0.00213855016,756.99646,-0.002276131883,756.99646,-0.00175983354,756.99646,-0.002394259907,756.99646,-0.002444971818,756.99646,-0.001799070858,756.99646,-0.001403131871,756.99646,0.005432745907,756.99646,-0.0007773842663,756.99646,0.001872636029,756.99646,-0.001351110986,756.99646,-0.001608006773,756.99646,-0.0009830193594,
756.0064697,-0.002238482935,756.0064697,-0.00225372822,756.0064697,-0.002285711002,756.0064697,-0.001244159648,756.0064697,-0.001961396309,756.0064697,-0.002103774343,756.0064697,-0.002267170697,756.0064697,-0.002128349617,756.0064697,-0.001949490863,756.0064697,-0.00184995553,756.0064697,-0.001383934403,756.0064697,-0.001651951228,756.0064697,-0.0004398386518,756.0064697,0.005833762232,756.0064697,-0.0001402275375,756.0064697,0.001510585309,756.0064697,-0.001191706629,756.0064697,-0.001162379747,756.0064697,-0.001252316055,
