0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,45min,,60min,,90min,,120min,,
784.9902954,0.000406185427,784.9902954,0.0008986545145,784.9902954,0.0006573277642,784.9902954,0.000582617824,784.9902954,0.001021781238,784.9902954,0.0007211602642,784.9902954,0.001784902182,784.9902954,0.001410770346,784.9902954,0.001336579793,784.9902954,0.001070745871,784.9902954,0.001519962796,784.9902954,0.0006735053612,784.9902954,0.0004458557232,784.9902954,0.001738170045,784.9902954,0.004241664428,784.9902954,0.006187121384,784.9902954,0.001459804829,784.9902954,0.001544849132,784.9902954,0.0009043872124,
784.0109863,0.001005720347,784.0109863,0.0005935564986,784.0109863,0.0006176122115,784.0109863,0.0007842241321,784.0109863,0.001199683989,784.0109863,0.001166148111,784.0109863,0.001885895152,784.0109863,0.001405108836,784.0109863,0.001383788185,784.0109863,0.001245397609,784.0109863,0.001473155222,784.0109863,0.001236259704,784.0109863,0.0009707206627,784.0109863,0.001558020362,784.0109863,0.005258681718,784.0109863,0.006479307078,784.0109863,0.001461129403,784.0109863,0.00136524695,784.0109863,0.001223695348,
782.9962769,0.001123583061,782.9962769,0.0006617869367,782.9962769,0.001017214614,782.9962769,0.0009996750159,782.9962769,0.0009068514919,782.9962769,0.001500142971,782.9962769,0.002344649052,782.9962769,0.00130552589,782.9962769,0.001294750953,782.9962769,0.001087224344,782.9962769,0.001353431959,782.9962769,0.000889186631,782.9962769,0.001253133873,782.9962769,0.001378698274,782.9962769,0.006459653843,782.9962769,0.006328277756,782.9962769,0.002122703008,782.9962769,0.00173104892,782.9962769,0.001049908577,
782.0162354,0.0008104169974,782.0162354,0.0009056063718,782.0162354,0.0006919133011,782.0162354,0.0009150486439,782.0162354,0.0009512891411,782.0162354,0.001215933706,782.0162354,0.001902404591,782.0162354,0.001349822618,782.0162354,0.001578596188,782.0162354,0.001176893828,782.0162354,0.001316976151,782.0162354,0.00143526087,782.0162354,0.001087380107,782.0162354,0.001394487335,782.0162354,0.007209842093,782.0162354,0.006121220533,782.0162354,0.001597977825,782.0162354,0.001529366476,782.0162354,0.001141672605,
781.0007324,0.001120105386,781.0007324,0.000738325587,781.0007324,0.001116445987,781.0007324,0.000612142554,781.0007324,0.0008324876544,781.0007324,0.001138791791,781.0007324,0.001710881712,781.0007324,0.001745525282,781.0007324,0.001478609745,781.0007324,0.0008643118199,781.0007324,0.001375348424,781.0007324,0.0006025772309,781.0007324,0.001305655693,781.0007324,0.00135291263,781.0007324,0.008594837971,781.0007324,0.00661672093,781.0007324,0.00174560328,781.0007324,0.001636821777,781.0007324,0.001308407867,
779.9848022,0.0008976688259,779.9848022,0.0004829122627,779.9848022,0.001009404776,779.9848022,0.0009178502369,779.9848022,0.0005048885359,779.9848022,0.001241685357,779.9848022,0.002224737313,779.9848022,0.001516871504,779.9848022,0.001247941749,779.9848022,0.0009973139968,779.9848022,0.001356444089,779.9848022,0.0009654281312,779.9848022,0.00123773946,779.9848022,0.001191221876,779.9848022,0.009130258113,779.9848022,0.005648391787,779.9848022,0.001695341081,779.9848022,0.001784486347,779.9848022,0.00152697647,
779.0036621,0.0005887610605,779.0036621,0.0008994586533,779.0036621,0.00128148403,779.0036621,0.0008996661636,779.0036621,0.001050090301,779.0036621,0.00127187802,779.0036621,0.002437520074,779.0036621,0.001217309502,779.0036621,0.001380464179,779.0036621,0.0008163559833,779.0036621,0.00155238295,779.0036621,0.001206225366,779.0036621,0.001367168617,779.0036621,0.001257703057,779.0036621,0.01057593152,779.0036621,0.00525556365,779.0036621,0.001593924826,779.0036621,0.001514585572,779.0036621,0.001482298132,
777.9869995,0.0006107168156,777.9869995,0.000631740375,777.9869995,0.0006691757008,777.9869995,0.0004779366718,777.9869995,0.0006695905467,777.9869995,0.001199216698,777.9869995,0.002421953483,777.9869995,0.001333775581,777.9869995,0.001245267806,777.9869995,0.001364052412,777.9869995,0.001211261144,777.9869995,0.00115812791,777.9869995,0.001425937167,777.9869995,0.000975105213,777.9869995,0.01162574906,777.9869995,0.004693651106,777.9869995,0.001480609761,777.9869995,0.001948634279,777.9869995,0.001225278829,
777.0050659,0.0005025560968,777.0050659,0.0008696031291,777.0050659,0.0009820841951,777.0050659,0.001121896086,777.0050659,0.001235610689,777.0050659,0.0008575422107,777.0050659,0.002045009751,777.0050659,0.001463882625,777.0050659,0.001146136783,777.0050659,0.001254873234,777.0050659,0.001697056228,777.0050659,0.000882157241,777.0050659,0.001556097879,777.0050659,0.001300748554,777.0050659,0.01147988439,777.0050659,0.004646055866,777.0050659,0.001529028756,777.0050659,0.001851942274,777.0050659,0.00140466739,
775.9876099,0.0007786485949,775.9876099,0.001006602542,775.9876099,0.0008411243325,775.9876099,0.0009403154836,775.9876099,0.0009663880337,775.9876099,0.001147330739,775.9876099,0.002300536959,775.9876099,0.001646201941,775.9876099,0.000924646738,775.9876099,0.001084006508,775.9876099,0.001295789494,775.9876099,0.001064621727,775.9876099,0.001159192063,775.9876099,0.001450065058,775.9876099,0.01212286204,775.9876099,0.004787837621,775.9876099,0.001626038691,775.9876099,0.001821527258,775.9876099,0.001230392838,
775.0049438,0.0005347967381,775.0049438,0.0007090256549,775.0049438,0.001087795245,775.0049438,0.0004837674496,775.0049438,0.0005291725975,775.0049438,0.001250433968,775.0049438,0.001876587747,775.0049438,0.001403213013,775.0049438,0.001505909604,775.0049438,0.000931884395,775.0049438,0.00123410509,775.0049438,0.001131680445,775.0049438,0.001241269987,775.0049438,0.001363429241,775.0049438,0.01224133186,775.0049438,0.004578975495,775.0049438,0.001767721493,775.0049438,0.001510896953,775.0049438,0.0009074481204,
773.9866943,0.0004833787389,773.9866943,0.0003321144904,773.9866943,0.000786532124,773.9866943,0.0007262682775,773.9866943,0.0008880972164,773.9866943,0.0009701239178,773.9866943,0.002306730719,773.9866943,0.001727488474,773.9866943,0.001479778672,773.9866943,0.001182552311,773.9866943,0.001064518001,773.9866943,0.0008970462368,773.9866943,0.00143713085,773.9866943,0.0009304576088,773.9866943,0.01261436194,773.9866943,0.00450003054,773.9866943,0.001426041126,773.9866943,0.001708048978,773.9866943,0.0009608361288,
773.0032959,0.0005083094584,773.0032959,0.0006433802191,773.0032959,0.0007895403542,773.0032959,0.0005910421605,773.0032959,0.0007243235596,773.0032959,0.0007801786414,773.0032959,0.002025192138,773.0032959,0.001290648826,773.0032959,0.001133990358,773.0032959,0.0009185765521,773.0032959,0.001392409788,773.0032959,0.0009055545088,773.0032959,0.001161008957,773.0032959,0.001126801246,773.0032959,0.01205267478,773.0032959,0.004546564072,773.0032959,0.001459545107,773.0032959,0.001431183424,773.0032959,0.001007380895,
771.984314,0.0005851062015,771.984314,0.000397272408,771.984314,0.0009403673466,771.984314,0.0005731050042,771.984314,0.0005924677826,771.984314,0.0008404499386,771.984314,0.002331479918,771.984314,0.0009309505112,771.984314,0.001069733873,771.984314,0.0009056063718,771.984314,0.0009400300914,771.984314,0.001180865103,771.984314,0.001050790888,771.984314,0.001184758614,771.984314,0.0122375777,771.984314,0.004201776348,771.984314,0.001726526767,771.984314,0.001642746152,771.984314,0.0005181059241,
771.0001221,0.0006182602956,771.0001221,0.000592597411,771.0001221,0.001120754168,771.0001221,0.0008721710183,771.0001221,0.001135314,771.0001221,0.001420639106,771.0001221,0.002117318567,771.0001221,0.001479856553,771.0001221,0.001082968432,771.0001221,0.001265439438,771.0001221,0.001437728177,771.0001221,0.0008304387447,771.0001221,0.001377114211,771.0001221,0.001423989306,771.0001221,0.01172607858,771.0001221,0.004280483816,771.0001221,0.00158776727,771.0001221,0.001868424355,771.0001221,0.001135677332,
770.015564,0.0003858722921,770.015564,0.0006249743165,770.015564,0.0006179491756,770.015564,0.0007583699189,770.015564,0.0009806572925,770.015564,0.001328556449,770.015564,0.002041368745,770.015564,0.001402797527,770.015564,0.001183356973,770.015564,0.0007503313245,770.015564,0.001620686147,770.015564,0.0007986948476,770.015564,0.001418925007,770.015564,0.001122181537,770.015564,0.01101552509,770.015564,0.003800305072,770.015564,0.001454480342,770.015564,0.002000746317,770.015564,0.001240309444,
768.9954834,0.0001849169494,768.9954834,0.0005533543299,768.9954834,0.000295511185,768.9954834,0.0005316347815,768.9954834,0.0004834823776,768.9954834,0.001221696497,768.9954834,0.001669224701,768.9954834,0.001179152052,768.9954834,0.001017266535,768.9954834,0.0007594850031,768.9954834,0.0007848464884,768.9954834,0.0008944263682,768.9954834,0.001200099243,768.9954834,0.0007038918557,768.9954834,0.009962570854,768.9954834,0.003386890516,768.9954834,0.001317677204,768.9954834,0.001626974088,768.9954834,0.001017525909,
768.0101318,7.631853805E-005,768.0101318,0.0001766558853,768.0101318,-3.582470163E-005,768.0101318,0.0002956925018,768.0101318,0.0003644720127,768.0101318,0.0003877377603,768.0101318,0.001905004494,768.0101318,0.000752846594,768.0101318,0.001037323731,768.0101318,0.0003670109727,768.0101318,0.001056811074,768.0101318,0.0006188824191,768.0101318,0.0008386604022,768.0101318,0.000629718299,768.0101318,0.009032614529,768.0101318,0.003258266486,768.0101318,0.001311627449,768.0101318,0.001143930713,768.0101318,0.0007287315675,
766.9893188,0.0001308473875,766.9893188,0.0001351975661,766.9893188,0.0001461767679,766.9893188,8.783997328E-005,766.9893188,0.0002249296376,766.9893188,0.0008067602757,766.9893188,0.001810791553,766.9893188,0.000764593482,766.9893188,0.0006473466638,766.9893188,0.0005451380857,766.9893188,0.001173208002,766.9893188,0.0007137446082,766.9893188,0.0008101835847,766.9893188,0.0008829613216,766.9893188,0.007553629111,766.9893188,0.003053892404,766.9893188,0.001207289635,766.9893188,0.001281302189,766.9893188,0.0007040474447,
766.0032959,-4.395215001E-005,766.0032959,-0.0001044632008,766.0032959,0.0001177194499,766.0032959,0.0001728232164,766.0032959,0.0002479547984,766.0032959,0.00043621636,766.0032959,0.001543316408,766.0032959,0.0009516263963,766.0032959,0.0004737903655,766.0032959,0.0004659125116,766.0032959,0.0009527418879,766.0032959,0.000532282691,766.0032959,0.0006342031411,766.0032959,0.000417663774,766.0032959,0.0065408214,766.0032959,0.002775282133,766.0032959,0.001053204178,766.0032959,0.001184862456,766.0032959,0.0004922935041,
765.0168457,0.0001104435796,765.0168457,-2.013881567E-005,765.0168457,0.0002057645324,765.0168457,0.000144519523,765.0168457,0.0002735714079,765.0168457,0.0006496539572,765.0168457,0.001813728944,765.0168457,0.001002944191,765.0168457,0.0005324382219,765.0168457,0.0003809237096,765.0168457,0.0006144496147,765.0168457,0.0004923712695,765.0168457,0.000719915668,765.0168457,0.0005351596046,765.0168457,0.005509212613,765.0168457,0.002556084422,765.0168457,0.000871730037,765.0168457,0.001297217561,765.0168457,0.0006395953242,
763.994873,-0.0001424012444,763.994873,-6.791947089E-005,763.994873,0.0001853830909,763.994873,-8.603643801E-005,763.994873,0.00015596507,763.994873,0.000197244095,763.994873,0.001575868228,763.994873,0.00052707328,763.994873,0.0006388953771,763.994873,4.633835488E-005,763.994873,0.0006615535822,763.994873,0.0003925827914,763.994873,0.0006194527377,763.994873,0.0006130238762,763.994873,0.004488417879,763.994873,0.002447750652,763.994873,0.001080036047,763.994873,0.001097449102,763.994873,0.0004598487285,
763.0076904,-0.0003388186742,763.0076904,-0.0002089530317,763.0076904,-0.0002917404054,763.0076904,2.329737754E-007,763.0076904,-0.0001614984067,763.0076904,0.0002746593091,763.0076904,0.00147689553,763.0076904,0.000426318089,763.0076904,0.0004354908306,763.0076904,8.154156603E-006,763.0076904,0.0005292762653,763.0076904,-1.066488767E-005,763.0076904,0.0002797102788,763.0076904,0.0005478336243,763.0076904,0.003803386353,763.0076904,0.002436635084,763.0076904,0.0007648268365,763.0076904,0.0008887197473,763.0076904,0.0001001902565,
761.9849854,-0.0003051401291,761.9849854,-0.0004565954732,761.9849854,-0.0004218916001,761.9849854,-0.0004124781699,761.9849854,-0.0003214365279,761.9849854,3.013231253E-005,761.9849854,0.001224396285,761.9849854,0.0004498980998,761.9849854,4.286928015E-005,761.9849854,-2.857716936E-005,761.9849854,0.0003861832083,761.9849854,-0.0001506819681,761.9849854,0.0001632417116,761.9849854,0.0001853313006,761.9849854,0.003065649653,761.9849854,0.002316463739,761.9849854,0.0006982396008,761.9849854,0.0007578253862,761.9849854,0.0001370101527,
760.9970703,-0.0003938058508,760.9970703,-0.0005712381098,760.9970703,-0.0005383014795,760.9970703,-0.0002319798514,760.9970703,-0.0002859458036,760.9970703,-3.101028415E-005,760.9970703,0.001062260359,760.9970703,0.0002630811068,760.9970703,-5.202768079E-005,760.9970703,-5.689363024E-005,760.9970703,0.000618338061,760.9970703,0.000238656532,760.9970703,0.0002776121837,760.9970703,0.0004232346546,760.9970703,0.002194842556,760.9970703,0.002758817514,760.9970703,0.0007049549022,760.9970703,0.0007030103006,760.9970703,2.917446545E-005,
760.0088501,-0.0007024427177,760.0088501,-0.0006722040707,760.0088501,-0.0004159953096,760.0088501,-0.0005048969761,760.0088501,-0.0005413005129,760.0088501,-0.0002305827511,760.0088501,0.00102562143,760.0088501,0.0001885943348,760.0088501,0.0001512521558,760.0088501,3.999566252E-005,760.0088501,-9.059994227E-006,760.0088501,-0.0001634650107,760.0088501,-0.0003369563201,760.0088501,-0.0001658973633,760.0088501,0.002108136192,760.0088501,0.002269778401,760.0088501,0.0004199180403,760.0088501,0.0003156905586,760.0088501,-1.097551194E-005,
758.9849243,-0.0009908708744,758.9849243,-0.001038389863,758.9849243,-0.0009006220498,758.9849243,-0.0007703558076,758.9849243,-0.0007495281752,758.9849243,-0.0005896959919,758.9849243,0.0007701169234,758.9849243,-0.0003082959738,758.9849243,-0.0004053403682,758.9849243,-0.0005543823354,758.9849243,-0.0001796632278,758.9849243,-0.0006510615931,758.9849243,-0.0003888919309,758.9849243,-0.0003120726324,758.9849243,0.001934879227,758.9849243,0.002256533597,758.9849243,7.691402425E-005,758.9849243,0.0001160622996,758.9849243,-0.0001963783288,
757.9959717,-0.001113376697,757.9959717,-0.0009724299889,757.9959717,-0.0009578110767,757.9959717,-0.0008757189498,757.9959717,-0.001190519077,757.9959717,-0.0005279597826,757.9959717,0.0006797017413,757.9959717,-0.0004404075735,757.9959717,-0.0004017197061,757.9959717,-0.0005297696334,757.9959717,-0.0002764259116,757.9959717,-0.0006749954191,757.9959717,-0.0005075342488,757.9959717,-0.000879387313,757.9959717,0.001845235238,757.9959717,0.002135111485,757.9959717,0.0001341100142,757.9959717,0.0001004232836,757.9959717,-0.0002981040161,
757.0067139,-0.001424083021,757.0067139,-0.001416239422,757.0067139,-0.001142758527,757.0067139,-0.001259439974,757.0067139,-0.001247411943,757.0067139,-0.0008113879594,757.0067139,0.0004795692803,757.0067139,-0.0007072497392,757.0067139,-0.0004941407824,757.0067139,-0.0009412285872,757.0067139,-0.0005552095827,757.0067139,-0.0007135039195,757.0067139,-0.0004458898038,757.0067139,-0.0004910379648,757.0067139,0.001558254124,757.0067139,0.002007507719,757.0067139,-0.0002054859651,757.0067139,-0.0001559608354,757.0067139,-0.0004663182481,
756.0170898,-0.001799998921,756.0170898,-0.00138548261,756.0170898,-0.001638335176,756.0170898,-0.001148283598,756.0170898,-0.001169298543,756.0170898,-0.001025890815,756.0170898,-0.0001924454118,756.0170898,-0.0008674520068,756.0170898,-0.0007661179989,756.0170898,-0.00119392667,756.0170898,-0.0007264771266,756.0170898,-0.0007059058407,756.0170898,-0.0006448581698,756.0170898,-0.0006017940468,756.0170898,0.001183382934,756.0170898,0.001554824878,756.0170898,-0.0004044093366,756.0170898,-7.614984497E-005,756.0170898,-0.0009658696363,
754.9916382,-0.001743023866,754.9916382,-0.001830932568,754.9916382,-0.001563026221,754.9916382,-0.001452153781,754.9916382,-0.001564006321,754.9916382,-0.001175907557,754.9916382,-2.293436228E-005,754.9916382,-0.001074490603,754.9916382,-0.0009377156966,754.9916382,-0.001209518639,754.9916382,-0.001070204074,754.9916382,-0.001209879993,754.9916382,-0.0006414980162,754.9916382,-0.001115752151,754.9916382,0.001296905917,754.9916382,0.001416431856,754.9916382,-0.0002961380233,754.9916382,-0.0008424436674,754.9916382,-0.0007032180438,
754.0012817,-0.002025454305,754.0012817,-0.001916761626,754.0012817,-0.001829695189,754.0012817,-0.001982114511,754.0012817,-0.001635498367,754.0012817,-0.00143228774,754.0012817,-0.0006615553866,754.0012817,-0.0009775438812,754.0012817,-0.001291238004,754.0012817,-0.001392036676,754.0012817,-0.001211119117,754.0012817,-0.001217882265,754.0012817,-0.001273377682,754.0012817,-0.001234299387,754.0012817,0.001229043002,754.0012817,0.000916579098,754.0012817,-0.0006587122916,754.0012817,-0.0007579523954,754.0012817,-0.0007969186408,
753.010498,-0.00220160326,753.010498,-0.001959386514,753.010498,-0.002046890557,753.010498,-0.002065131441,753.010498,-0.001929698978,753.010498,-0.001807629364,753.010498,-0.0009007253684,753.010498,-0.001175442827,753.010498,-0.001442711102,753.010498,-0.001425837516,753.010498,-0.001432700548,753.010498,-0.001409995253,753.010498,-0.001535272109,753.010498,-0.001393636456,753.010498,0.0008304647054,753.010498,0.0005788852577,753.010498,-0.0007614150527,753.010498,-0.0008834173204,753.010498,-0.001285250182,
751.9840088,-0.002350184601,751.9840088,-0.002047045156,751.9840088,-0.002161680954,751.9840088,-0.001995462226,751.9840088,-0.002093985211,751.9840088,-0.001825313084,751.9840088,-0.000789580401,751.9840088,-0.001573188463,751.9840088,-0.001767258509,751.9840088,-0.001882535173,751.9840088,-0.001579946023,751.9840088,-0.001839335775,751.9840088,-0.001515564509,751.9840088,-0.001429294818,751.9840088,0.0005385548575,751.9840088,0.0003516478755,751.9840088,-0.001195010962,751.9840088,-0.001176114078,751.9840088,-0.001408601995,
750.9924927,-0.002768205712,750.9924927,-0.002562796697,750.9924927,-0.002811569953,750.9924927,-0.002524297452,750.9924927,-0.002462166362,750.9924927,-0.001998657361,750.9924927,-0.001307858736,750.9924927,-0.002244920935,750.9924927,-0.002088987269,750.9924927,-0.002010252327,750.9924927,-0.001761122607,750.9924927,-0.002102640923,750.9924927,-0.001967477845,750.9924927,-0.00167160097,750.9924927,-9.354181384E-005,750.9924927,0.0001841141348,750.9924927,-0.001252212794,750.9924927,-0.00109137781,750.9924927,-0.001618735376,
750.0006714,-0.002897925442,750.0006714,-0.002869536402,750.0006714,-0.002703897189,750.0006714,-0.002499435795,750.0006714,-0.002826589392,750.0006714,-0.00258523575,750.0006714,-0.001565605518,750.0006714,-0.00217280793,750.0006714,-0.002114954405,750.0006714,-0.002388802124,750.0006714,-0.002102589468,750.0006714,-0.002010355471,750.0006714,-0.002178989584,750.0006714,-0.002177598653,750.0006714,3.181501961E-005,750.0006714,-0.0002034160716,750.0006714,-0.001698005595,750.0006714,-0.001741167507,750.0006714,-0.001996647334,
749.0084839,-0.003359757131,749.0084839,-0.002799944719,749.0084839,-0.003126409603,749.0084839,-0.002967193024,749.0084839,-0.002838162472,749.0084839,-0.002721801633,749.0084839,-0.001630237442,749.0084839,-0.002144114114,749.0084839,-0.002639733488,749.0084839,-0.002575508785,749.0084839,-0.001997781219,749.0084839,-0.002275925828,749.0084839,-0.002332728123,749.0084839,-0.002179298783,749.0084839,-0.0001552880422,749.0084839,-0.0002916886588,749.0084839,-0.00165174494,749.0084839,-0.001722655375,749.0084839,-0.002135253046,
