0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,40min,,50min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
247.9917145,0.593693852,247.9917145,0.591234803,247.9917145,0.586933494,247.9917145,0.58268553,247.9917145,0.579166412,247.9917145,0.5754565,247.9917145,0.571654737,247.9917145,0.569524944,247.9917145,0.566334724,247.9917145,0.563730598,247.9917145,0.563005507,247.9917145,0.551526904,247.9917145,0.544619024,247.9917145,0.538752437,247.9917145,0.532453597,247.9917145,0.522065163,247.9917145,0.515895665,247.9917145,0.50587517,247.9917145,0.508179426,247.9917145,0.489619792
247.0050354,0.597336471,247.0050354,0.595255494,247.0050354,0.591425002,247.0050354,0.58588022,247.0050354,0.581989944,247.0050354,0.578659058,247.0050354,0.575503171,247.0050354,0.575142324,247.0050354,0.569460928,247.0050354,0.567470372,247.0050354,0.565722883,247.0050354,0.555898368,247.0050354,0.548870862,247.0050354,0.544351935,247.0050354,0.537553668,247.0050354,0.52737385,247.0050354,0.518157423,247.0050354,0.509073615,247.0050354,0.51433748,247.0050354,0.494326711
246.018219,0.603631675,246.018219,0.602134585,246.018219,0.595143318,246.018219,0.591346562,246.018219,0.587684989,246.018219,0.584331751,246.018219,0.580842316,246.018219,0.579110026,246.018219,0.575118125,246.018219,0.572880983,246.018219,0.571095526,246.018219,0.562031865,246.018219,0.555493295,246.018219,0.548818767,246.018219,0.543250322,246.018219,0.53018862,246.018219,0.523297966,246.018219,0.514432669,246.018219,0.519940436,246.018219,0.503281653
244.9918213,0.611983478,244.9918213,0.60701716,244.9918213,0.602510393,244.9918213,0.599267662,244.9918213,0.594606102,244.9918213,0.591569901,244.9918213,0.588249743,244.9918213,0.586223066,244.9918213,0.582297146,244.9918213,0.580069423,244.9918213,0.578223825,244.9918213,0.569159806,244.9918213,0.560975373,244.9918213,0.55613178,244.9918213,0.547858238,244.9918213,0.53849417,244.9918213,0.530057669,244.9918213,0.520747185,244.9918213,0.530883133,244.9918213,0.51130724
244.004837,0.619808376,244.004837,0.61533457,244.004837,0.610694885,244.004837,0.606840134,244.004837,0.602609634,244.004837,0.601816535,244.004837,0.596032858,244.004837,0.593937874,244.004837,0.590247989,244.004837,0.587820709,244.004837,0.588770628,244.004837,0.578181744,244.004837,0.568505168,244.004837,0.565465152,244.004837,0.556247294,244.004837,0.546509445,244.004837,0.536746144,244.004837,0.527330637,244.004837,0.537409127,244.004837,0.51727438
243.0177307,0.628792346,243.0177307,0.622564316,243.0177307,0.618101776,243.0177307,0.613949418,243.0177307,0.610919476,243.0177307,0.60687685,243.0177307,0.603108525,243.0177307,0.601273,243.0177307,0.597245693,243.0177307,0.595305324,243.0177307,0.593516886,243.0177307,0.58233428,243.0177307,0.575397432,243.0177307,0.57324332,243.0177307,0.563252986,243.0177307,0.551053047,243.0177307,0.545669556,243.0177307,0.533290207,243.0177307,0.54521519,243.0177307,0.523524582
241.9910583,0.636790633,241.9910583,0.632190645,241.9910583,0.626035988,241.9910583,0.622503281,241.9910583,0.61891973,241.9910583,0.617294908,241.9910583,0.611534119,241.9910583,0.611581862,241.9910583,0.60537678,241.9910583,0.605113328,241.9910583,0.601978064,241.9910583,0.591261506,241.9910583,0.584658027,241.9910583,0.580911756,241.9910583,0.571029604,241.9910583,0.56002444,241.9910583,0.550018847,241.9910583,0.540243328,241.9910583,0.553291321,241.9910583,0.532365739
241.0037994,0.647611916,241.0037994,0.642622292,241.0037994,0.637268126,241.0037994,0.633658826,241.0037994,0.630299032,241.0037994,0.625036717,241.0037994,0.625733674,241.0037994,0.620201528,241.0037994,0.616168737,241.0037994,0.613710523,241.0037994,0.611789167,241.0037994,0.601034761,241.0037994,0.592896521,241.0037994,0.587237358,241.0037994,0.582357287,241.0037994,0.568826497,241.0037994,0.558511376,241.0037994,0.548659265,241.0037994,0.564159691,241.0037994,0.542111814
240.0164185,0.660984576,240.0164185,0.654034495,240.0164185,0.647828996,240.0164185,0.645145297,240.0164185,0.642377019,240.0164185,0.640311956,240.0164185,0.633536339,240.0164185,0.631543994,240.0164185,0.6271981,240.0164185,0.626555145,240.0164185,0.62354213,240.0164185,0.614162624,240.0164185,0.604167163,240.0164185,0.599644721,240.0164185,0.592630923,240.0164185,0.580426812,240.0164185,0.567477346,240.0164185,0.557498813,240.0164185,0.575285733,240.0164185,0.552846611
238.9894562,0.675548077,238.9894562,0.674594402,238.9894562,0.66322726,238.9894562,0.663900614,238.9894562,0.659639776,238.9894562,0.651741147,238.9894562,0.648102105,238.9894562,0.645440817,238.9894562,0.640771329,238.9894562,0.642175019,238.9894562,0.636954963,238.9894562,0.624747455,238.9894562,0.618902564,238.9894562,0.609667242,238.9894562,0.603831768,238.9894562,0.588266552,238.9894562,0.57894814,238.9894562,0.568032324,238.9894562,0.590006053,238.9894562,0.565328717
238.0019379,0.690661848,238.0019379,0.684009612,238.0019379,0.677724302,238.0019379,0.673049331,238.0019379,0.674147189,238.0019379,0.665604472,238.0019379,0.66101861,238.0019379,0.663448453,238.0019379,0.653511465,238.0019379,0.651307583,238.0019379,0.651842296,238.0019379,0.638596177,238.0019379,0.627676547,238.0019379,0.620711625,238.0019379,0.61257863,238.0019379,0.600676,238.0019379,0.592769861,238.0019379,0.581341624,238.0019379,0.599852502,238.0019379,0.577143133
237.0142822,0.707026541,237.0142822,0.703748167,237.0142822,0.692327559,237.0142822,0.688900232,237.0142822,0.682732463,237.0142822,0.681818783,237.0142822,0.675177276,237.0142822,0.676540315,237.0142822,0.667807639,237.0142822,0.664830029,237.0142822,0.662386119,237.0142822,0.648904383,237.0142822,0.639917374,237.0142822,0.633560181,237.0142822,0.623743415,237.0142822,0.609964609,237.0142822,0.600408256,237.0142822,0.588789344,237.0142822,0.616030335,237.0142822,0.587737382
235.98703,0.722975195,235.98703,0.713060439,235.98703,0.710413456,235.98703,0.70911336,235.98703,0.704785764,235.98703,0.693022728,235.98703,0.690848172,235.98703,0.692586124,235.98703,0.681724608,235.98703,0.680984914,235.98703,0.676443696,235.98703,0.664383829,235.98703,0.653654933,235.98703,0.646039367,235.98703,0.63639462,235.98703,0.622742832,235.98703,0.610119224,235.98703,0.600403726,235.98703,0.625364125,235.98703,0.603663266
234.9992065,0.741352439,234.9992065,0.732620239,234.9992065,0.726595283,234.9992065,0.720662236,234.9992065,0.717573285,234.9992065,0.716357291,234.9992065,0.707708836,234.9992065,0.704163313,234.9992065,0.699934483,234.9992065,0.694728077,234.9992065,0.691541612,234.9992065,0.678225517,234.9992065,0.668993533,234.9992065,0.660811842,234.9992065,0.651668191,234.9992065,0.636825264,234.9992065,0.625929594,234.9992065,0.612731516,234.9992065,0.640887797,234.9992065,0.612955272
234.0112915,0.760418296,234.0112915,0.749721527,234.0112915,0.743432939,234.0112915,0.738175333,234.0112915,0.732209563,234.0112915,0.72741282,234.0112915,0.723083198,234.0112915,0.724367857,234.0112915,0.714498758,234.0112915,0.712603986,234.0112915,0.708245397,234.0112915,0.698591173,234.0112915,0.683220983,234.0112915,0.675043643,234.0112915,0.665998995,234.0112915,0.650187254,234.0112915,0.638469398,234.0112915,0.627254367,234.0112915,0.653361976,234.0112915,0.626673102
232.9838104,0.77992624,232.9838104,0.768417835,232.9838104,0.765233219,232.9838104,0.756613433,232.9838104,0.750818849,232.9838104,0.745183528,232.9838104,0.740290761,232.9838104,0.736345589,232.9838104,0.73065275,232.9838104,0.728636265,232.9838104,0.725443959,232.9838104,0.710033357,232.9838104,0.698736489,232.9838104,0.690104008,232.9838104,0.681174338,232.9838104,0.670897782,232.9838104,0.653643847,232.9838104,0.64284271,232.9838104,0.668778837,232.9838104,0.640040696
231.9957275,0.803505957,231.9957275,0.787550032,231.9957275,0.783442855,231.9957275,0.774723053,231.9957275,0.76843524,231.9957275,0.762783945,231.9957275,0.76069659,231.9957275,0.759839892,231.9957275,0.749913752,231.9957275,0.748556793,231.9957275,0.743710101,231.9957275,0.730382443,231.9957275,0.716899991,231.9957275,0.707197428,231.9957275,0.696097195,231.9957275,0.684421301,231.9957275,0.668606401,231.9957275,0.653197765,231.9957275,0.685014486,231.9957275,0.655586243
231.0075378,0.82097584,231.0075378,0.807383955,231.0075378,0.799584031,231.0075378,0.79313159,231.0075378,0.78662163,231.0075378,0.787099183,231.0075378,0.776011169,231.0075378,0.77260679,231.0075378,0.766374528,231.0075378,0.768751562,231.0075378,0.762349427,231.0075378,0.744130909,231.0075378,0.732592762,231.0075378,0.723671854,231.0075378,0.711425424,231.0075378,0.696293414,231.0075378,0.685084343,231.0075378,0.669183314,231.0075378,0.697733939,231.0075378,0.670437872
230.0192719,0.845656455,230.0192719,0.837051272,230.0192719,0.823183358,230.0192719,0.816636384,230.0192719,0.815131903,230.0192719,0.80861479,230.0192719,0.798373878,230.0192719,0.798098862,230.0192719,0.785573781,230.0192719,0.786052167,230.0192719,0.781805992,230.0192719,0.763692677,230.0192719,0.751561105,230.0192719,0.743183911,230.0192719,0.732818604,230.0192719,0.71567601,230.0192719,0.701962531,230.0192719,0.688638151,230.0192719,0.719809592,230.0192719,0.688153088
228.9913788,0.870481789,228.9913788,0.852422714,228.9913788,0.841354609,228.9913788,0.83991009,228.9913788,0.832662225,228.9913788,0.821376622,228.9913788,0.819990039,228.9913788,0.811611414,228.9913788,0.805817425,228.9913788,0.801622689,228.9913788,0.802932262,228.9913788,0.779809296,228.9913788,0.769390166,228.9913788,0.761142314,228.9913788,0.748512745,228.9913788,0.730790317,228.9913788,0.72161746,228.9913788,0.703395784,228.9913788,0.738306403,228.9913788,0.703531146
228.0029297,0.889049292,228.0029297,0.874709904,228.0029297,0.859953702,228.0029297,0.850173891,228.0029297,0.844675779,228.0029297,0.836519718,228.0029297,0.832315862,228.0029297,0.830472231,228.0029297,0.821451843,228.0029297,0.818930745,228.0029297,0.814561606,228.0029297,0.795679271,228.0029297,0.784987807,228.0029297,0.776635468,228.0029297,0.763317168,228.0029297,0.745123744,228.0029297,0.73361522,228.0029297,0.71650219,228.0029297,0.74840641,228.0029297,0.717844665
227.0144196,0.906954467,227.0144196,0.889254749,227.0144196,0.877662718,227.0144196,0.869575739,227.0144196,0.864304125,227.0144196,0.856386304,227.0144196,0.850608587,227.0144196,0.84519589,227.0144196,0.840268433,227.0144196,0.837601841,227.0144196,0.831412256,227.0144196,0.812458813,227.0144196,0.804258525,227.0144196,0.791955769,227.0144196,0.780200124,227.0144196,0.761964679,227.0144196,0.745490372,227.0144196,0.729362488,227.0144196,0.762870789,227.0144196,0.731558442
225.9862671,0.933253706,225.9862671,0.912333787,225.9862671,0.902732313,225.9862671,0.896680117,225.9862671,0.886959016,225.9862671,0.879409194,225.9862671,0.880178809,225.9862671,0.869352877,225.9862671,0.862447023,225.9862671,0.858539522,225.9862671,0.85404855,225.9862671,0.836341023,225.9862671,0.822329879,225.9862671,0.819415152,225.9862671,0.801000774,225.9862671,0.785343051,225.9862671,0.772952199,225.9862671,0.756687403,225.9862671,0.784296095,225.9862671,0.752219677
224.9975739,0.956291199,224.9975739,0.939507484,224.9975739,0.926631272,224.9975739,0.923997998,224.9975739,0.910828829,224.9975739,0.901500106,224.9975739,0.896141708,224.9975739,0.8910411,224.9975739,0.884577036,224.9975739,0.887311578,224.9975739,0.875433087,224.9975739,0.859826207,224.9975739,0.845225155,224.9975739,0.833688736,224.9975739,0.821090519,224.9975739,0.802722216,224.9975739,0.793223798,224.9975739,0.770492971,224.9975739,0.810943842,224.9975739,0.770177424
224.0087738,0.980790556,224.0087738,0.961668372,224.0087738,0.95236373,224.0087738,0.940702736,224.0087738,0.933646023,224.0087738,0.923549652,224.0087738,0.920876145,224.0087738,0.911192834,224.0087738,0.907971144,224.0087738,0.903698623,224.0087738,0.896986902,224.0087738,0.88383466,224.0087738,0.869980514,224.0087738,0.859548271,224.0087738,0.841473818,224.0087738,0.821448445,224.0087738,0.805748642,224.0087738,0.788837135,224.0087738,0.824711084,224.0087738,0.79261446
222.9803619,1.003361583,222.9803619,0.983578503,222.9803619,0.972377479,222.9803619,0.968932986,222.9803619,0.953036606,222.9803619,0.945343077,222.9803619,0.938466191,222.9803619,0.932421386,222.9803619,0.926371336,222.9803619,0.920266092,222.9803619,0.917035639,222.9803619,0.893799126,222.9803619,0.890371263,222.9803619,0.87349689,222.9803619,0.860069037,222.9803619,0.838556886,222.9803619,0.823896349,222.9803619,0.813099027,222.9803619,0.838126361,222.9803619,0.804192901
221.9914093,1.029470563,221.9914093,1.002608061,221.9914093,0.999935091,221.9914093,0.98660177,221.9914093,0.973194659,221.9914093,0.964786828,221.9914093,0.963267326,221.9914093,0.954734027,221.9914093,0.944675326,221.9914093,0.941729724,221.9914093,0.935418248,221.9914093,0.913851321,221.9914093,0.901690543,221.9914093,0.890519202,221.9914093,0.877494335,221.9914093,0.857591391,221.9914093,0.841578186,221.9914093,0.823058963,221.9914093,0.854877532,221.9914093,0.8197124
221.0023651,1.056322575,221.0023651,1.037177801,221.0023651,1.016381383,221.0023651,1.00462532,221.0023651,0.994003594,221.0023651,0.987508476,221.0023651,0.97838515,221.0023651,0.974563956,221.0023651,0.96602118,221.0023651,0.961603701,221.0023651,0.957146585,221.0023651,0.942620039,221.0023651,0.929525733,221.0023651,0.909337401,221.0023651,0.897865474,221.0023651,0.8775208,221.0023651,0.860696375,221.0023651,0.845181227,221.0023651,0.873499453,221.0023651,0.837258279
220.0132446,1.075838089,220.0132446,1.054266095,220.0132446,1.048255324,220.0132446,1.029807091,220.0132446,1.018877745,220.0132446,1.01074636,220.0132446,1.004253149,220.0132446,0.997745216,220.0132446,0.991909742,220.0132446,0.985098422,220.0132446,0.987156868,220.0132446,0.958393455,220.0132446,0.951395094,220.0132446,0.934068382,220.0132446,0.927482843,220.0132446,0.899760544,220.0132446,0.882258356,220.0132446,0.865914941,220.0132446,0.89327544,220.0132446,0.858582258
218.9844666,1.099108577,218.9844666,1.079817057,218.9844666,1.074299097,218.9844666,1.055532575,218.9844666,1.04386735,218.9844666,1.038571835,218.9844666,1.027605653,218.9844666,1.022685885,218.9844666,1.014447808,218.9844666,1.009618402,218.9844666,1.007681131,218.9844666,0.982358813,218.9844666,0.972121954,218.9844666,0.957823992,218.9844666,0.951675355,218.9844666,0.930075407,218.9844666,0.904904783,218.9844666,0.884066045,218.9844666,0.920674682,218.9844666,0.877966285
217.995163,1.12007153,217.995163,1.1019665,217.995163,1.094297647,217.995163,1.077758193,217.995163,1.065227151,217.995163,1.065131426,217.995163,1.049268484,217.995163,1.043952823,217.995163,1.045420051,217.995163,1.03044045,217.995163,1.026656747,217.995163,1.003457069,217.995163,0.998063266,217.995163,0.979540765,217.995163,0.973226428,217.995163,0.945972264,217.995163,0.928113878,217.995163,0.904830396,217.995163,0.932547331,217.995163,0.895769835
217.0058136,1.142445207,217.0058136,1.123989344,217.0058136,1.121191382,217.0058136,1.101549268,217.0058136,1.088779092,217.0058136,1.081201434,217.0058136,1.074699402,217.0058136,1.067671061,217.0058136,1.059766889,217.0058136,1.063987613,217.0058136,1.058751941,217.0058136,1.026970863,217.0058136,1.014930725,217.0058136,1.01112783,217.0058136,0.995154262,217.0058136,0.971811295,217.0058136,0.945732296,217.0058136,0.924999774,217.0058136,0.955512524,217.0058136,0.914150775
216.0163574,1.169915676,216.0163574,1.15249157,216.0163574,1.148672819,216.0163574,1.132062912,216.0163574,1.11637044,216.0163574,1.107404947,216.0163574,1.101363182,216.0163574,1.103636146,216.0163574,1.087715983,216.0163574,1.090119362,216.0163574,1.076257825,216.0163574,1.052340746,216.0163574,1.047185063,216.0163574,1.03224349,216.0163574,1.021380186,216.0163574,0.997860491,216.0163574,0.969054997,216.0163574,0.950119972,216.0163574,0.975902259,216.0163574,0.943898439
214.9872437,1.199571013,214.9872437,1.190165997,214.9872437,1.174351215,214.9872437,1.168806791,214.9872437,1.150922656,214.9872437,1.141437531,214.9872437,1.145868897,214.9872437,1.137695789,214.9872437,1.119967341,214.9872437,1.126600504,214.9872437,1.112625837,214.9872437,1.085092545,214.9872437,1.070538759,214.9872437,1.060414314,214.9872437,1.043797493,214.9872437,1.01840353,214.9872437,1.003488064,214.9872437,0.97767365,214.9872437,1.004061818,214.9872437,0.962083995
213.9976044,1.231295705,213.9976044,1.221480846,213.9976044,1.216927886,213.9976044,1.192711115,213.9976044,1.19112289,213.9976044,1.186724782,213.9976044,1.170303822,213.9976044,1.15910399,213.9976044,1.154029846,213.9976044,1.159130931,213.9976044,1.139492273,213.9976044,1.125932455,213.9976044,1.101756811,213.9976044,1.09269917,213.9976044,1.072810888,213.9976044,1.059317112,213.9976044,1.038922787,213.9976044,1.015455484,213.9976044,1.029716372,213.9976044,0.988132
213.0079041,1.257721066,213.0079041,1.264821529,213.0079041,1.238065958,213.0079041,1.223139763,213.0079041,1.213824153,213.0079041,1.21990931,213.0079041,1.205747485,213.0079041,1.191730618,213.0079041,1.195811152,213.0079041,1.187877655,213.0079041,1.167950273,213.0079041,1.150837421,213.0079041,1.130497336,213.0079041,1.123361707,213.0079041,1.112917662,213.0079041,1.077413082,213.0079041,1.056788683,213.0079041,1.032939315,213.0079041,1.05622983,213.0079041,1.0115273
212.0181274,1.295223594,212.0181274,1.285037279,212.0181274,1.289007664,212.0181274,1.262298942,212.0181274,1.249186397,212.0181274,1.239896178,212.0181274,1.233694196,212.0181274,1.226983786,212.0181274,1.220662951,212.0181274,1.229202867,212.0181274,1.208685637,212.0181274,1.181290388,212.0181274,1.175963998,212.0181274,1.153483272,212.0181274,1.135163188,212.0181274,1.122204542,212.0181274,1.086356163,212.0181274,1.063754797,212.0181274,1.08658421,212.0181274,1.051109433
210.988678,1.335997581,210.988678,1.328004003,210.988678,1.319841981,210.988678,1.305376768,210.988678,1.292834759,210.988678,1.2834934,210.988678,1.276847243,210.988678,1.271595478,210.988678,1.280723453,210.988678,1.262793779,210.988678,1.24917841,210.988678,1.224507928,210.988678,1.205370307,210.988678,1.193210602,210.988678,1.184563756,210.988678,1.148560286,210.988678,1.132822514,210.988678,1.101543307,210.988678,1.122949719,210.988678,1.088116765
209.9987183,1.386351585,209.9987183,1.382514596,209.9987183,1.390442729,209.9987183,1.376121283,209.9987183,1.350604892,209.9987183,1.346549749,209.9987183,1.333423495,209.9987183,1.331876516,209.9987183,1.319241166,209.9987183,1.318357587,209.9987183,1.304889917,209.9987183,1.278443456,209.9987183,1.263778687,209.9987183,1.244432926,209.9987183,1.24138391,209.9987183,1.203739047,209.9987183,1.171812057,209.9987183,1.141996622,209.9987183,1.178744197,209.9987183,1.116289735
209.0087128,1.429024339,209.0087128,1.453287482,209.0087128,1.445220828,209.0087128,1.417297125,209.0087128,1.401574373,209.0087128,1.387700081,209.0087128,1.385204434,209.0087128,1.384863138,209.0087128,1.389693141,209.0087128,1.369555235,209.0087128,1.352938056,209.0087128,1.324975491,209.0087128,1.305458426,209.0087128,1.291769862,209.0087128,1.270443439,209.0087128,1.241060376,209.0087128,1.213841319,209.0087128,1.182900429,209.0087128,1.226302266,209.0087128,1.153076053
208.0186157,1.48693347,208.0186157,1.492960811,208.0186157,1.4899683,208.0186157,1.466061592,208.0186157,1.452764273,208.0186157,1.445562243,208.0186157,1.437577963,208.0186157,1.429912567,208.0186157,1.433406472,208.0186157,1.409546494,208.0186157,1.406844854,208.0186157,1.378964186,208.0186157,1.357909322,208.0186157,1.341326356,208.0186157,1.319505453,208.0186157,1.295303345,208.0186157,1.254234791,208.0186157,1.244405627,208.0186157,1.25709939,208.0186157,1.192670107
206.9888306,1.539344311,206.9888306,1.55532527,206.9888306,1.539944053,206.9888306,1.524173737,206.9888306,1.522490025,206.9888306,1.532468438,206.9888306,1.523680329,206.9888306,1.514702797,206.9888306,1.486486435,206.9888306,1.484711289,206.9888306,1.488804817,206.9888306,1.43798089,206.9888306,1.42260766,206.9888306,1.421653748,206.9888306,1.374273062,206.9888306,1.340035081,206.9888306,1.307440519,206.9888306,1.269883871,206.9888306,1.299629569,206.9888306,1.244892716
205.9985504,1.600872874,205.9985504,1.611951113,205.9985504,1.610228658,205.9985504,1.584665179,205.9985504,1.578019142,205.9985504,1.573185325,205.9985504,1.573414445,205.9985504,1.561074972,205.9985504,1.549618244,205.9985504,1.552311897,205.9985504,1.532331824,205.9985504,1.522561789,205.9985504,1.49941206,205.9985504,1.448629856,205.9985504,1.434024692,205.9985504,1.396387219,205.9985504,1.355229616,205.9985504,1.333776951,205.9985504,1.35868454,205.9985504,1.285203695
205.0082397,1.663869381,205.0082397,1.681692243,205.0082397,1.698959947,205.0082397,1.667699814,205.0082397,1.683157682,205.0082397,1.670260549,205.0082397,1.648472548,205.0082397,1.63269031,205.0082397,1.630852938,205.0082397,1.635697722,205.0082397,1.606203914,205.0082397,1.570577502,205.0082397,1.554701328,205.0082397,1.519741178,205.0082397,1.499089718,205.0082397,1.466386557,205.0082397,1.421856999,205.0082397,1.385889411,205.0082397,1.415007949,205.0082397,1.338816047
204.0177917,1.738355517,204.0177917,1.755586028,204.0177917,1.777291894,204.0177917,1.739183545,204.0177917,1.727667212,204.0177917,1.738123775,204.0177917,1.71266377,204.0177917,1.705277324,204.0177917,1.716142893,204.0177917,1.699674606,204.0177917,1.690135598,204.0177917,1.641009092,204.0177917,1.636687994,204.0177917,1.595806003,204.0177917,1.566861033,204.0177917,1.543085098,204.0177917,1.484025002,204.0177917,1.445168257,204.0177917,1.47596693,204.0177917,1.399554729
202.9877014,1.816140771,202.9877014,1.820978284,202.9877014,1.820690274,202.9877014,1.809641361,202.9877014,1.816007257,202.9877014,1.790012479,202.9877014,1.777760744,202.9877014,1.796705961,202.9877014,1.764252782,202.9877014,1.748128533,202.9877014,1.750547528,202.9877014,1.699894786,202.9877014,1.687060714,202.9877014,1.666520119,202.9877014,1.627467752,202.9877014,1.582640052,202.9877014,1.557976842,202.9877014,1.515278697,202.9877014,1.540434003,202.9877014,1.456244469
201.9971313,1.85616076,201.9971313,1.899846435,201.9971313,1.879657388,201.9971313,1.872326255,201.9971313,1.865249395,201.9971313,1.855966926,201.9971313,1.846511841,201.9971313,1.862285614,201.9971313,1.845203757,201.9971313,1.834924817,201.9971313,1.814527512,201.9971313,1.766443253,201.9971313,1.750391364,201.9971313,1.731115222,201.9971313,1.693841457,201.9971313,1.638738036,201.9971313,1.615070224,201.9971313,1.550192595,201.9971313,1.62667644,201.9971313,1.513252497
201.006485,1.919962406,201.006485,1.955392241,201.006485,1.947437525,201.006485,1.928942204,201.006485,1.921624541,201.006485,1.926137209,201.006485,1.907132506,201.006485,1.921293736,201.006485,1.89204669,201.006485,1.880494475,201.006485,1.870619774,201.006485,1.825839281,201.006485,1.804889798,201.006485,1.784314156,201.006485,1.741294384,201.006485,1.696204424,201.006485,1.651068807,201.006485,1.600780964,201.006485,1.668844938,201.006485,1.585068107
200.0157623,1.964699507,200.0157623,2.002462149,200.0157623,2.000941753,200.0157623,1.987592936,200.0157623,1.976497889,200.0157623,1.971462011,200.0157623,1.967995524,200.0157623,1.961826801,200.0157623,1.943177462,200.0157623,1.953988194,200.0157623,1.925486326,200.0157623,1.882904053,200.0157623,1.860706091,200.0157623,1.831463456,200.0157623,1.806881309,200.0157623,1.752169609,200.0157623,1.697525144,200.0157623,1.654234767,200.0157623,1.754140377,200.0157623,1.66031003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 New:     1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 New:     1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
