0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,40min,,50min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
675.9985962,0.001377634,675.9985962,0.001978044,675.9985962,0.001121611,675.9985962,0.002149809,675.9985962,0.002394674,675.9985962,0.002180455,675.9985962,0.002337362,675.9985962,0.001808114,675.9985962,0.002265433,675.9985962,0.002352899,675.9985962,0.002350297,675.9985962,0.002075596,675.9985962,0.001906018,675.9985962,0.002563245,675.9985962,0.001640615,675.9985962,0.001872454,675.9985962,0.001385892,675.9985962,0.002715784,675.9985962,0.001992424,675.9985962,0.002413285
675.0177612,0.001315834,675.0177612,0.001705892,675.0177612,0.001716703,675.0177612,0.002093492,675.0177612,0.002683928,675.0177612,0.002311519,675.0177612,0.001894215,675.0177612,0.001964964,675.0177612,0.003428478,675.0177612,0.003087809,675.0177612,0.002457617,675.0177612,0.001928431,675.0177612,0.002530853,675.0177612,0.002162973,675.0177612,0.002751237,675.0177612,0.002150876,675.0177612,0.001428898,675.0177612,0.002923986,675.0177612,0.00333949,675.0177612,0.002421693
674.0003052,0.002116694,674.0003052,0.002765565,674.0003052,0.002005739,674.0003052,0.002840834,674.0003052,0.002546997,674.0003052,0.002753764,674.0003052,0.00276804,674.0003052,0.002672962,674.0003052,0.002084232,674.0003052,0.002923491,674.0003052,0.002662258,674.0003052,0.003149549,674.0003052,0.003188662,674.0003052,0.002475216,674.0003052,0.001978356,674.0003052,0.002436088,674.0003052,0.002139534,674.0003052,0.002958752,674.0003052,0.003031943,674.0003052,0.002654496
672.9824219,0.001908983,672.9824219,0.002642464,672.9824219,0.002390197,672.9824219,0.003097794,672.9824219,0.002995685,672.9824219,0.002436427,672.9824219,0.002821448,672.9824219,0.003146628,672.9824219,0.003047584,672.9824219,0.003435679,672.9824219,0.003672603,672.9824219,0.002443872,672.9824219,0.002897822,672.9824219,0.003647751,672.9824219,0.00290934,672.9824219,0.002607644,672.9824219,0.002270845,672.9824219,0.003316013,672.9824219,0.003063564,672.9824219,0.002581681
672.0006714,0.002363857,672.0006714,0.002811626,672.0006714,0.001801122,672.0006714,0.002788178,672.0006714,0.003035332,672.0006714,0.003272611,672.0006714,0.002729876,672.0006714,0.003070968,672.0006714,0.003564199,672.0006714,0.003720666,672.0006714,0.002967848,672.0006714,0.003333047,672.0006714,0.003240975,672.0006714,0.003135886,672.0006714,0.00315419,672.0006714,0.003015886,672.0006714,0.002553585,672.0006714,0.00306346,672.0006714,0.003145064,672.0006714,0.003244418
670.9821167,0.002202414,670.9821167,0.002843517,670.9821167,0.002274905,670.9821167,0.00329559,670.9821167,0.002588348,670.9821167,0.002572229,670.9821167,0.003261761,670.9821167,0.002099162,670.9821167,0.002664367,670.9821167,0.003415563,670.9821167,0.003726019,670.9821167,0.003205247,670.9821167,0.00317552,670.9821167,0.002800084,670.9821167,0.002515075,670.9821167,0.002765825,670.9821167,0.001811415,670.9821167,0.00372641,670.9821167,0.002719639,670.9821167,0.002785078
669.9997559,0.001651763,669.9997559,0.002124862,669.9997559,0.001891251,669.9997559,0.002834398,669.9997559,0.002572828,669.9997559,0.002314694,669.9997559,0.002129779,669.9997559,0.002143878,669.9997559,0.002324297,669.9997559,0.002532624,669.9997559,0.002738811,669.9997559,0.002213705,669.9997559,0.002385746,669.9997559,0.002258355,669.9997559,0.002439498,669.9997559,0.002290674,669.9997559,0.002381764,669.9997559,0.002637515,669.9997559,0.00275418,669.9997559,0.002682625
669.0170898,0.001365533,669.0170898,0.00203094,669.0170898,0.001331854,669.0170898,0.001722758,669.0170898,0.002149575,669.0170898,0.002346132,669.0170898,0.002185451,669.0170898,0.002428513,669.0170898,0.00222557,669.0170898,0.002489378,669.0170898,0.002743422,669.0170898,0.002356439,669.0170898,0.002235639,669.0170898,0.002945669,669.0170898,0.002372029,669.0170898,0.002800788,669.0170898,0.002069406,669.0170898,0.002761866,669.0170898,0.002457044,669.0170898,0.002578895
667.9976807,0.001687051,667.9976807,0.001928249,667.9976807,0.001613541,667.9976807,0.001854698,667.9976807,0.002499297,667.9976807,0.002308058,667.9976807,0.001816822,667.9976807,0.002908558,667.9976807,0.002261269,667.9976807,0.002148144,667.9976807,0.002689528,667.9976807,0.002527938,667.9976807,0.002619025,667.9976807,0.002931726,667.9976807,0.001935373,667.9976807,0.001644617,667.9976807,0.001432612,667.9976807,0.00235571,667.9976807,0.002481698,667.9976807,0.002489118
667.0144043,0.001195038,667.0144043,0.001930667,667.0144043,0.002070135,667.0144043,0.00149274,667.0144043,0.002284533,667.0144043,0.0018528,667.0144043,0.002488571,667.0144043,0.001868684,667.0144043,0.002875307,667.0144043,0.002593139,667.0144043,0.001910022,667.0144043,0.00206423,667.0144043,0.002570094,667.0144043,0.001909061,667.0144043,0.002347408,667.0144043,0.002198095,667.0144043,0.001381737,667.0144043,0.00211581,667.0144043,0.001757819,667.0144043,0.002285496
665.9943237,0.001051569,665.9943237,0.001908515,665.9943237,0.001390566,665.9943237,0.001920241,665.9943237,0.001767332,665.9943237,0.001860911,665.9943237,0.002106315,665.9943237,0.002266864,665.9943237,0.001835149,665.9943237,0.002577255,665.9943237,0.002554965,665.9943237,0.002547387,665.9943237,0.002248597,665.9943237,0.002378927,665.9943237,0.002179571,665.9943237,0.001224786,665.9943237,0.001676241,665.9943237,0.002713517,665.9943237,0.001940964,665.9943237,0.00200124
665.010498,0.001389242,665.010498,0.002229343,665.010498,0.001303449,665.010498,0.001967174,665.010498,0.002285912,665.010498,0.002126267,665.010498,0.001933839,665.010498,0.00216495,665.010498,0.001652698,665.010498,0.002478756,665.010498,0.002846253,665.010498,0.002029899,665.010498,0.002236914,665.010498,0.001800264,665.010498,0.001061326,665.010498,0.00181048,665.010498,0.001770061,665.010498,0.001777832,665.010498,0.002313419,665.010498,0.002225778
663.9898682,0.001376465,663.9898682,0.00170966,663.9898682,0.001285171,663.9898682,0.0021072,663.9898682,0.001836916,663.9898682,0.001411056,663.9898682,0.001446455,663.9898682,0.002136178,663.9898682,0.001245891,663.9898682,0.001611358,663.9898682,0.002241078,663.9898682,0.001593353,663.9898682,0.002115862,663.9898682,0.002100853,663.9898682,0.001581116,663.9898682,0.001694691,663.9898682,0.00113412,663.9898682,0.0025201,663.9898682,0.001982075,663.9898682,0.002474539
663.0053711,0.001057875,663.0053711,0.001530951,663.0053711,0.001570464,663.0053711,0.001475649,663.0053711,0.001873468,663.0053711,0.001929939,663.0053711,0.002426014,663.0053711,0.002242691,663.0053711,0.00255749,663.0053711,0.002112012,663.0053711,0.002332495,663.0053711,0.00203289,663.0053711,0.002151734,663.0053711,0.001594964,663.0053711,0.0013955,663.0053711,0.001555474,663.0053711,0.000868047,663.0053711,0.002542232,663.0053711,0.002491903,663.0053711,0.002304571
661.9841919,0.001078142,661.9841919,0.001787605,661.9841919,0.001575946,661.9841919,0.001829898,661.9841919,0.001232028,661.9841919,0.001374336,661.9841919,0.001741523,661.9841919,0.001494272,661.9841919,0.001861483,661.9841919,0.002142864,661.9841919,0.001935243,661.9841919,0.00164259,661.9841919,0.00236076,661.9841919,0.002095442,661.9841919,0.001698096,661.9841919,0.001496974,661.9841919,0.00110905,661.9841919,0.002705573,661.9841919,0.001871544,661.9841919,0.002356621
660.9990234,0.001663508,660.9990234,0.001879396,660.9990234,0.00151243,660.9990234,0.002020095,660.9990234,0.002250497,660.9990234,0.001405369,660.9990234,0.001764265,660.9990234,0.001910803,660.9990234,0.001529834,660.9990234,0.002118723,660.9990234,0.001915327,660.9990234,0.001850331,660.9990234,0.002041135,660.9990234,0.001763641,660.9990234,0.001531393,660.9990234,0.002038794,660.9990234,0.00167871,660.9990234,0.002258069,660.9990234,0.001988342,660.9990234,0.002314512
660.0136719,0.000731091,660.0136719,0.001491233,660.0136719,0.001288182,660.0136719,0.001710726,660.0136719,0.001466688,660.0136719,0.001553812,660.0136719,0.001833147,660.0136719,0.002504062,660.0136719,0.001590106,660.0136719,0.002092425,660.0136719,0.001811545,660.0136719,0.001648281,660.0136719,0.002341968,660.0136719,0.002246932,660.0136719,0.001636068,660.0136719,0.002032604,660.0136719,0.001284755,660.0136719,0.002816628,660.0136719,0.002049353,660.0136719,0.002307928
658.9915161,0.001138766,658.9915161,0.001692924,658.9915161,0.001404875,658.9915161,0.00162157,658.9915161,0.001633652,658.9915161,0.001640979,658.9915161,0.001755246,658.9915161,0.002031746,658.9915161,0.001715819,658.9915161,0.001806815,658.9915161,0.002042487,658.9915161,0.001982309,658.9915161,0.001840296,658.9915161,0.001794598,658.9915161,0.001780172,658.9915161,0.001923777,658.9915161,0.000873598,658.9915161,0.001849213,658.9915161,0.002285522,658.9915161,0.00193995
658.0055542,0.00113726,658.0055542,0.001647631,658.0055542,0.001252796,658.0055542,0.001416562,658.0055542,0.001782511,658.0055542,0.000839672,658.0055542,0.001560047,658.0055542,0.001836137,658.0055542,0.001317755,658.0055542,0.002220938,658.0055542,0.002350375,658.0055542,0.001770737,658.0055542,0.002057728,658.0055542,0.002026753,658.0055542,0.001743134,658.0055542,0.001987744,658.0055542,0.001636146,658.0055542,0.00236737,658.0055542,0.001886077,658.0055542,0.002077573
656.9827881,0.001094205,656.9827881,0.002153035,656.9827881,0.000953624,656.9827881,0.001538692,656.9827881,0.001897023,656.9827881,0.001736897,656.9827881,0.001732478,656.9827881,0.001508299,656.9827881,0.00222596,656.9827881,0.002077001,656.9827881,0.003006841,656.9827881,0.002468967,656.9827881,0.002197054,656.9827881,0.001989694,656.9827881,0.001884647,656.9827881,0.002180716,656.9827881,0.001432404,656.9827881,0.001869854,656.9827881,0.001931057,656.9827881,0.002275113
655.9962769,0.001084889,655.9962769,0.00180081,655.9962769,0.001247345,655.9962769,0.001880097,655.9962769,0.001782589,655.9962769,0.001662598,655.9962769,0.001596029,655.9962769,0.001927157,655.9962769,0.001817082,655.9962769,0.002616837,655.9962769,0.002242014,655.9962769,0.001663664,655.9962769,0.002115472,655.9962769,0.002366668,655.9962769,0.001414692,655.9962769,0.001667432,655.9962769,0.001220191,655.9962769,0.002060719,655.9962769,0.001962962,655.9962769,0.001918811
655.0094604,0.000801418,655.0094604,0.001374388,655.0094604,0.001419886,655.0094604,0.001165421,655.0094604,0.002209438,655.0094604,0.001133523,655.0094604,0.001699083,655.0094604,0.002053619,655.0094604,0.001813209,655.0094604,0.002368125,655.0094604,0.002624806,655.0094604,0.001961766,655.0094604,0.002117006,655.0094604,0.002090656,655.0094604,0.002157562,655.0094604,0.001709296,655.0094604,0.001171703,655.0094604,0.002510779,655.0094604,0.001881787,655.0094604,0.002654236
653.9857178,0.001005772,653.9857178,0.001745681,653.9857178,0.001585897,653.9857178,0.001830989,653.9857178,0.00157075,653.9857178,0.001614606,653.9857178,0.001796755,653.9857178,0.001934983,653.9857178,0.002225544,653.9857178,0.002306158,653.9857178,0.002147286,653.9857178,0.001881839,653.9857178,0.001432612,653.9857178,0.002002073,653.9857178,0.002053228,653.9857178,0.002031122,653.9857178,0.001301268,653.9857178,0.002550382,653.9857178,0.001725695,653.9857178,0.002430283
652.9983521,0.000801288,652.9983521,0.001646384,652.9983521,0.001078064,652.9983521,0.001267127,652.9983521,0.001682763,652.9983521,0.001476454,652.9983521,0.001432768,652.9983521,0.001740405,652.9983521,0.002445095,652.9983521,0.001812247,652.9983521,0.001877316,652.9983521,0.001179541,652.9983521,0.001969697,652.9983521,0.001374336,652.9983521,0.001409576,652.9983521,0.00122585,652.9983521,0.001348161,652.9983521,0.001880409,652.9983521,0.001761614,652.9983521,0.001781549
652.0106201,0.000680091,652.0106201,0.001227745,652.0106201,0.001126723,652.0106201,0.001562385,652.0106201,0.001767618,652.0106201,0.001429625,652.0106201,0.001368675,652.0106201,0.002068964,652.0106201,0.002004153,652.0106201,0.001888651,652.0106201,0.002449234,652.0106201,0.001955265,652.0106201,0.001859715,652.0106201,0.002148222,652.0106201,0.001551655,652.0106201,0.001682763,652.0106201,0.001059432,652.0106201,0.002423333,652.0106201,0.002064178,652.0106201,0.001468766
650.9860229,0.001175207,650.9860229,0.001453857,650.9860229,0.000232855,650.9860229,0.001666652,650.9860229,0.001975756,650.9860229,0.0019484,650.9860229,0.001804293,650.9860229,0.001997366,650.9860229,0.002127516,650.9860229,0.002364377,650.9860229,0.002127516,650.9860229,0.001696796,650.9860229,0.00169269,650.9860229,0.002002697,650.9860229,0.00164589,650.9860229,0.001182552,650.9860229,0.001539524,650.9860229,0.002336867,650.9860229,0.001588469,650.9860229,0.001996975
649.9978027,0.000803674,649.9978027,0.00161484,649.9978027,0.001662884,649.9978027,0.002188677,649.9978027,0.00169412,649.9978027,0.001534432,649.9978027,0.001570023,649.9978027,0.002406544,649.9978027,0.001509157,649.9978027,0.002142473,649.9978027,0.002127125,649.9978027,0.001811909,649.9978027,0.001729879,649.9978027,0.001825245,649.9978027,0.001852592,649.9978027,0.00150765,649.9978027,0.001761665,649.9978027,0.002717008,649.9978027,0.00194073,649.9978027,0.002055335
649.0092163,0.001268944,649.0092163,0.00176546,649.0092163,0.00132879,649.0092163,0.001942316,649.0092163,0.001699291,649.0092163,0.000950407,649.0092163,0.001780821,649.0092163,0.002489118,649.0092163,0.00215907,649.0092163,0.00177162,649.0092163,0.002021967,649.0092163,0.002006025,649.0092163,0.001533315,649.0092163,0.001706074,649.0092163,0.001601667,649.0092163,0.001592652,649.0092163,0.001585481,649.0092163,0.00178589,649.0092163,0.001582909,649.0092163,0.001676397
647.9837036,0.001056863,647.9837036,0.001634795,647.9837036,0.001321624,647.9837036,0.001831509,647.9837036,0.002508462,647.9837036,0.001819474,647.9837036,0.001458402,647.9837036,0.002250211,647.9837036,0.002100671,647.9837036,0.002102336,647.9837036,0.002293511,647.9837036,0.002262961,647.9837036,0.001735831,647.9837036,0.002092035,647.9837036,0.001585065,647.9837036,0.001578025,647.9837036,0.001570361,647.9837036,0.002541399,647.9837036,0.002082385,647.9837036,0.001958983
646.9945679,0.001518976,646.9945679,0.002447959,646.9945679,0.001126697,646.9945679,0.00161193,646.9945679,0.00154594,646.9945679,0.001499701,646.9945679,0.001409472,646.9945679,0.00225708,646.9945679,0.002245787,646.9945679,0.001767565,646.9945679,0.002264314,646.9945679,0.002213029,646.9945679,0.002310686,646.9945679,0.001445857,646.9945679,0.000816434,646.9945679,0.001946424,646.9945679,0.00125194,646.9945679,0.00181703,646.9945679,0.002208294,646.9945679,0.002588634
646.005127,0.000924751,646.005127,0.001557761,646.005127,0.00131103,646.005127,0.00164259,646.005127,0.002342046,646.005127,0.001647449,646.005127,0.002176293,646.005127,0.001690455,646.005127,0.001932175,646.005127,0.00251432,646.005127,0.001465986,646.005127,0.002151448,646.005127,0.001930277,646.005127,0.002477975,646.005127,0.002131548,646.005127,0.002184046,646.005127,0.001889093,646.005127,0.002329684,646.005127,0.002200384,646.005127,0.002098278
645.0154419,0.001180242,645.0154419,0.001322455,645.0154419,0.000965272,645.0154419,0.001825635,645.0154419,0.001788073,645.0154419,0.001149615,645.0154419,0.001515469,645.0154419,0.002548065,645.0154419,0.002099786,645.0154419,0.00222237,645.0154419,0.002374242,645.0154419,0.002456784,645.0154419,0.002223592,645.0154419,0.002190472,645.0154419,0.002183942,645.0154419,0.001823477,645.0154419,0.001406797,645.0154419,0.002386892,645.0154419,0.001827714,645.0154419,0.001733986
643.9887695,0.000775796,643.9887695,0.001059847,643.9887695,0.000790137,643.9887695,0.002227053,643.9887695,0.001908047,643.9887695,0.001650074,643.9887695,0.001774167,643.9887695,0.001698434,643.9887695,0.002683511,643.9887695,0.002187116,643.9887695,0.002598009,643.9887695,0.002172078,643.9887695,0.002057572,643.9887695,0.002066883,643.9887695,0.001458402,643.9887695,0.002552934,643.9887695,0.001862237,643.9887695,0.00217801,643.9887695,0.001768735,643.9887695,0.001814951
642.9984741,0.001452948,642.9984741,0.001780925,642.9984741,0.001472636,642.9984741,0.001455026,642.9984741,0.001473129,642.9984741,0.001630586,642.9984741,0.001888599,642.9984741,0.002511743,642.9984741,0.001505572,642.9984741,0.001620322,642.9984741,0.002035933,642.9984741,0.001986807,642.9984741,0.00240178,642.9984741,0.002733002,642.9984741,0.001406641,642.9984741,0.002376584,642.9984741,0.001507598,642.9984741,0.002991984,642.9984741,0.002331818,642.9984741,0.001838996
642.0078735,0.000980346,642.0078735,0.001953003,642.0078735,0.001412978,642.0078735,0.001570802,642.0078735,0.001739262,642.0078735,0.001302644,642.0078735,0.002045686,642.0078735,0.00250992,642.0078735,0.002101867,642.0078735,0.002436297,642.0078735,0.002267306,642.0078735,0.001947178,642.0078735,0.002283492,642.0078735,0.002511691,642.0078735,0.001742562,642.0078735,0.001992217,642.0078735,0.001200021,642.0078735,0.002639078,642.0078735,0.002091047,642.0078735,0.002214018
641.0170288,0.000652298,641.0170288,0.001810714,641.0170288,0.001293557,641.0170288,0.001847133,641.0170288,0.001517105,641.0170288,0.001889717,641.0170288,0.001973233,641.0170288,0.002802142,641.0170288,0.002415029,641.0170288,0.002485343,641.0170288,0.002130481,641.0170288,0.00222021,641.0170288,0.002568479,641.0170288,0.002637229,641.0170288,0.00239077,641.0170288,0.002352483,641.0170288,0.001229977,641.0170288,0.002615769,641.0170288,0.002259058,641.0170288,0.002135137
639.9891357,0.001040931,639.9891357,0.002069146,639.9891357,0.001820202,639.9891357,0.001869152,639.9891357,0.001545914,639.9891357,0.001986807,639.9891357,0.001225435,639.9891357,0.002869001,639.9891357,0.002276856,639.9891357,0.002599624,639.9891357,0.001939222,639.9891357,0.00185618,639.9891357,0.002776923,639.9891357,0.001961142,639.9891357,0.001720575,639.9891357,0.00161167,639.9891357,0.001858675,639.9891357,0.00220923,639.9891357,0.00215496,639.9891357,0.001960387
638.9978027,0.001508273,638.9978027,0.001917251,638.9978027,0.001622713,638.9978027,0.001614346,638.9978027,0.001726215,638.9978027,0.002213263,638.9978027,0.002095989,638.9978027,0.002435854,638.9978027,0.002242977,638.9978027,0.002278808,638.9978027,0.002753972,638.9978027,0.002543482,638.9978027,0.002614259,638.9978027,0.002537571,638.9978027,0.001784382,638.9978027,0.002012215,638.9978027,0.001377426,638.9978027,0.002361905,638.9978027,0.00230824,638.9978027,0.001974429
638.0060425,0.001195064,638.0060425,0.001925909,638.0060425,0.001775155,638.0060425,0.002331272,638.0060425,0.002014477,638.0060425,0.001833433,638.0060425,0.00166621,638.0060425,0.002847973,638.0060425,0.001849966,638.0060425,0.002512992,638.0060425,0.001656102,638.0060425,0.002131209,638.0060425,0.002470061,638.0060425,0.001926845,638.0060425,0.002024724,638.0060425,0.001848095,638.0060425,0.001640044,638.0060425,0.00171478,638.0060425,0.002276206,638.0060425,0.001825271
637.0140991,0.00098595,637.0140991,0.002250757,637.0140991,0.001695497,637.0140991,0.002021863,637.0140991,0.001830548,637.0140991,0.002157666,637.0140991,0.001889639,637.0140991,0.002004517,637.0140991,0.002391446,637.0140991,0.002049743,637.0140991,0.002353914,637.0140991,0.002471779,637.0140991,0.002197262,637.0140991,0.001972271,637.0140991,0.002067273,637.0140991,0.002387777,637.0140991,0.001821111,637.0140991,0.002200306,637.0140991,0.002016558,637.0140991,0.002147286
635.9850464,0.001434612,635.9850464,0.001950247,635.9850464,0.001766448,635.9850464,0.002170491,635.9850464,0.00205315,635.9850464,0.001692379,635.9850464,0.002207019,635.9850464,0.002772442,635.9850464,0.002227964,635.9850464,0.002174602,635.9850464,0.002319482,635.9850464,0.002233584,635.9850464,0.00264012,635.9850464,0.00275517,635.9850464,0.001837826,635.9850464,0.002333927,635.9850464,0.001773492,635.9850464,0.002257418,635.9850464,0.00196486,635.9850464,0.002518486
634.9924927,0.001110711,634.9924927,0.002131209,634.9924927,0.001462844,634.9924927,0.00227199,634.9924927,0.002201997,634.9924927,0.002130767,634.9924927,0.002343087,634.9924927,0.002002931,634.9924927,0.002380046,634.9924927,0.002653715,634.9924927,0.002581213,634.9924927,0.002411437,634.9924927,0.002573765,634.9924927,0.002282633,634.9924927,0.001954303,634.9924927,0.001648021,634.9924927,0.001654413,634.9924927,0.002346861,634.9924927,0.002741781,634.9924927,0.002115082
633.9996338,0.001247007,633.9996338,0.0019419,633.9996338,0.001770477,633.9996338,0.002446007,633.9996338,0.001703683,633.9996338,0.001867125,633.9996338,0.002336086,633.9996338,0.002504244,633.9996338,0.002318103,633.9996338,0.002473549,633.9996338,0.002133889,633.9996338,0.002483547,633.9996338,0.002424426,633.9996338,0.002708829,633.9996338,0.002179831,633.9996338,0.002227886,633.9996338,0.001717509,633.9996338,0.002696847,633.9996338,0.002182094,633.9996338,0.002102232
633.0065308,0.001442897,633.0065308,0.001555656,633.0065308,0.000976506,633.0065308,0.002200983,633.0065308,0.002310634,633.0065308,0.002144789,633.0065308,0.002204131,633.0065308,0.00237104,633.0065308,0.002559183,633.0065308,0.002893287,633.0065308,0.002576187,633.0065308,0.002434162,633.0065308,0.002798469,633.0065308,0.002689918,633.0065308,0.002115602,633.0065308,0.002337388,633.0065308,0.001361897,633.0065308,0.002795577,633.0065308,0.002199916,633.0065308,0.001951781
632.0131836,0.001147279,632.0131836,0.001681958,632.0131836,0.001437702,632.0131836,0.001930719,632.0131836,0.002044672,632.0131836,0.001859065,632.0131836,0.00214073,632.0131836,0.002314356,632.0131836,0.00235696,632.0131836,0.002561266,632.0131836,0.002714611,632.0131836,0.002461053,632.0131836,0.002468942,632.0131836,0.002609623,632.0131836,0.002569651,632.0131836,0.002662284,632.0131836,0.002045972,632.0131836,0.002610665,632.0131836,0.002571864,632.0131836,0.002399802
630.982666,0.001573608,630.982666,0.002101035,630.982666,0.001612138,630.982666,0.002309645,630.982666,0.002332183,630.982666,0.001809128,630.982666,0.002639338,630.982666,0.002459127,630.982666,0.002389598,630.982666,0.002648037,630.982666,0.002780883,630.982666,0.002485369,630.982666,0.002754545,630.982666,0.002558246,630.982666,0.002162869,630.982666,0.002123067,630.982666,0.001878564,630.982666,0.002671608,630.982666,0.002775308,630.982666,0.002675567
629.9887085,0.001299944,629.9887085,0.002621681,629.9887085,0.001491571,629.9887085,0.001974403,629.9887085,0.001787268,629.9887085,0.001977472,629.9887085,0.00250854,629.9887085,0.002274645,629.9887085,0.002484848,629.9887085,0.002612983,629.9887085,0.002760693,629.9887085,0.002773537,629.9887085,0.002381321,629.9887085,0.002556267,629.9887085,0.002386345,629.9887085,0.002383091,629.9887085,0.001936283,629.9887085,0.002456914,629.9887085,0.002444991,629.9887085,0.002274957
628.9944458,0.001431833,628.9944458,0.001962338,628.9944458,0.001260014,628.9944458,0.00183936,628.9944458,0.002283544,628.9944458,0.00217494,628.9944458,0.002026024,628.9944458,0.002736076,628.9944458,0.002284871,628.9944458,0.00285097,628.9944458,0.00290001,628.9944458,0.00217762,628.9944458,0.002271808,628.9944458,0.002339886,628.9944458,0.002032162,628.9944458,0.002548846,628.9944458,0.002049535,628.9944458,0.002238736,628.9944458,0.002633791,628.9944458,0.002165756
627.999939,0.001538459,627.999939,0.002242014,627.999939,0.001798341,627.999939,0.001778742,627.999939,0.002855008,627.999939,0.002345404,627.999939,0.002864076,627.999939,0.002300849,627.999939,0.002207045,627.999939,0.002893027,627.999939,0.002819234,627.999939,0.002488129,627.999939,0.002567177,627.999939,0.002504192,627.999939,0.002256768,627.999939,0.002454076,627.999939,0.001891095,627.999939,0.002869183,627.999939,0.002670957,627.999939,0.002695831
627.005127,0.001279771,627.005127,0.002208216,627.005127,0.00182748,627.005127,0.002356595,627.005127,0.001633782,627.005127,0.002037572,627.005127,0.002683954,627.005127,0.002677364,627.005127,0.002431064,627.005127,0.002219507,627.005127,0.002242405,627.005127,0.002771009,627.005127,0.002935296,627.005127,0.002655095,627.005127,0.002307173,627.005127,0.002496798,627.005127,0.001958307,627.005127,0.002798912,627.005127,0.002501094,627.005127,0.002686298
626.0100708,0.00176494,626.0100708,0.002128218,626.0100708,0.001657012,626.0100708,0.002078822,626.0100708,0.002362191,626.0100708,0.002282451,626.0100708,0.002225023,626.0100708,0.002724197,626.0100708,0.002566656,626.0100708,0.00320869,626.0100708,0.002804018,626.0100708,0.002921328,626.0100708,0.002804852,626.0100708,0.002245917,626.0100708,0.002460923,626.0100708,0.002374111,626.0100708,0.00176073,626.0100708,0.002714664,626.0100708,0.002421251,626.0100708,0.002544237
625.0147705,0.001413263,625.0147705,0.002281046,625.0147705,0.001962624,625.0147705,0.002325442,625.0147705,0.00249081,625.0147705,0.002319613,625.0147705,0.002268946,625.0147705,0.002760198,625.0147705,0.002960864,625.0147705,0.002289373,625.0147705,0.003308658,625.0147705,0.002608686,625.0147705,0.002915959,625.0147705,0.002476699,625.0147705,0.00258728,625.0147705,0.002361931,625.0147705,0.001602187,625.0147705,0.002709923,625.0147705,0.002724015,625.0147705,0.002740817
623.9822998,0.001516196,623.9822998,0.002311831,623.9822998,0.001806503,623.9822998,0.002767779,623.9822998,0.002285105,623.9822998,0.002561683,623.9822998,0.002015752,623.9822998,0.003100193,623.9822998,0.002701692,623.9822998,0.003474479,623.9822998,0.002664862,623.9822998,0.002438119,623.9822998,0.003195729,623.9822998,0.002538873,623.9822998,0.002123796,623.9822998,0.002065089,623.9822998,0.002106419,623.9822998,0.002233532,623.9822998,0.002413754,623.9822998,0.002880258
622.9863892,0.001420379,622.9863892,0.00219989,622.9863892,0.001792388,622.9863892,0.002404695,622.9863892,0.002351468,622.9863892,0.002368438,622.9863892,0.001935867,622.9863892,0.00323795,622.9863892,0.002421537,622.9863892,0.003048418,622.9863892,0.002793284,622.9863892,0.002848624,622.9863892,0.002606446,622.9863892,0.002639547,622.9863892,0.002399333,622.9863892,0.002410838,622.9863892,0.00230189,622.9863892,0.002652959,622.9863892,0.002198719,622.9863892,0.002621134
621.9901733,0.001410173,621.9901733,0.002298247,621.9901733,0.001452558,621.9901733,0.002646943,621.9901733,0.002931726,621.9901733,0.002716695,621.9901733,0.002068756,621.9901733,0.002795525,621.9901733,0.00256762,621.9901733,0.00250703,621.9901733,0.002653324,621.9901733,0.00282593,621.9901733,0.003105329,621.9901733,0.002640641,621.9901733,0.002231632,621.9901733,0.002419871,621.9901733,0.001777105,621.9901733,0.002939675,621.9901733,0.002611889,621.9901733,0.002134149
620.9937744,0.001495597,620.9937744,0.002113573,620.9937744,0.001791712,620.9937744,0.002393737,620.9937744,0.002751028,620.9937744,0.001979188,620.9937744,0.002545305,620.9937744,0.002980072,620.9937744,0.002538873,620.9937744,0.002574208,620.9937744,0.00316522,620.9937744,0.00241417,620.9937744,0.002922057,620.9937744,0.002738811,620.9937744,0.002500573,620.9937744,0.002354721,620.9937744,0.001824491,620.9937744,0.002648063,620.9937744,0.002748554,620.9937744,0.002324531
619.9970093,0.001595925,619.9970093,0.001879603,619.9970093,0.001863849,619.9970093,0.002365314,619.9970093,0.00267851,619.9970093,0.002152957,619.9970093,0.002864701,619.9970093,0.002869418,619.9970093,0.002564521,619.9970093,0.002923908,619.9970093,0.002485707,619.9970093,0.003042631,619.9970093,0.003111769,619.9970093,0.002738811,619.9970093,0.002652569,619.9970093,0.002776298,619.9970093,0.001772582,619.9970093,0.002152021,619.9970093,0.002810219,619.9970093,0.002376532
