0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,11min,,12min,,13min,,14min,,15min,,20min,,25min,,30min,,45min,,60min,,90min,,120min,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
799.9979248,2.899325227E-005,799.9979248,0.0005893572816,799.9979248,0.0005555574317,799.9979248,0.0003839291458,799.9979248,0.0005216565914,799.9979248,0.0007057327894,799.9979248,0.0006462060264,799.9979248,0.0005216824939,799.9979248,0.0003539795289,799.9979248,0.000565510476,799.9979248,0.0003873750393,799.9979248,0.0004708102497,799.9979248,0.0006540352479,799.9979248,0.0006450393703,799.9979248,0.0004864885123,799.9979248,0.0001195578589,799.9979248,0.0002966250468,799.9979248,-0.0001708138007,799.9979248,0.002872779267,799.9979248,0.0005998554407,799.9979248,0.0002665519423,799.9979248,0.0001261088619,799.9979248,0.001107674092,
798.989624,0.0002989304776,798.989624,0.0002958738478,798.989624,0.0008525363519,798.989624,0.0003812864306,798.989624,9.493422112E-005,798.989624,0.0009236869519,798.989624,0.0003729957389,798.989624,0.0004542773822,798.989624,0.0005006642314,798.989624,0.0006132831331,798.989624,0.0005865836865,798.989624,0.0007921855431,798.989624,0.0003650160797,798.989624,0.0005226155045,798.989624,6.660970394E-005,798.989624,0.0005939194234,798.989624,0.000492060266,798.989624,-6.357128586E-005,798.989624,0.002693252405,798.989624,0.0001056534893,798.989624,0.000383825507,798.989624,-0.0001773344411,798.989624,0.0006671535084,
798.015625,0.0001223284198,798.015625,0.0006325439899,798.015625,0.0003566738742,798.015625,0.0004828085948,798.015625,0.0004099165089,798.015625,0.0005064434954,798.015625,0.0004909459385,798.015625,0.0006240411312,798.015625,0.0004213949724,798.015625,0.0004262403527,798.015625,0.0007119814982,798.015625,0.0007623633719,798.015625,0.0004903239314,798.015625,0.0004836637818,798.015625,0.0003021425509,798.015625,4.160074241E-005,798.015625,0.0002860046807,798.015625,0.0004356204008,798.015625,0.002649834147,798.015625,0.000445726153,798.015625,0.0002454424393,798.015625,0.0001769666414,798.015625,0.0009473717655,
797.0064087,0.0007047993713,797.0064087,0.000449042971,797.0064087,0.0004391703405,797.0064087,0.0002955888922,797.0064087,0.000592545548,797.0064087,0.0003161309287,797.0064087,0.0004545365227,797.0064087,0.000711307337,797.0064087,0.0007433041465,797.0064087,0.0006640942884,797.0064087,0.000649213267,797.0064087,0.0007386108045,797.0064087,0.0003615444584,797.0064087,0.000101303609,797.0064087,0.0005090351333,797.0064087,-3.323631245E-005,797.0064087,0.0005787556292,797.0064087,-0.0002367403067,797.0064087,0.002656527562,797.0064087,0.0003014949616,797.0064087,0.0003089035454,797.0064087,-0.000226546661,797.0064087,0.001097734552,
795.9968872,9.371731721E-005,795.9968872,0.0004220686387,795.9968872,0.0003237211204,795.9968872,0.000658105535,795.9968872,0.0002795030596,795.9968872,0.0003126597148,795.9968872,0.0001595645299,795.9968872,0.0002319225314,795.9968872,0.0002440179087,795.9968872,0.0006689683069,795.9968872,0.001010364736,795.9968872,0.0007493718877,795.9968872,0.0002134304668,795.9968872,0.0003717003274,795.9968872,-0.0001077757988,795.9968872,0.0003696535714,795.9968872,0.0004693849769,795.9968872,-7.904855011E-005,795.9968872,0.003222954459,795.9968872,4.602768968E-005,795.9968872,0.000384369574,795.9968872,4.960034858E-005,795.9968872,0.00077024661,
794.9869995,0.0003814678057,794.9869995,0.0002880510292,794.9869995,0.0004511419102,794.9869995,0.0001244775776,794.9869995,0.0003889813961,794.9869995,0.0005025819992,794.9869995,0.0002333470184,794.9869995,0.0006364844157,794.9869995,0.0002771200379,794.9869995,0.0006894761464,794.9869995,0.0006247928832,794.9869995,0.0005359111819,794.9869995,0.0009349454776,794.9869995,0.0003213637392,794.9869995,0.0006587536191,794.9869995,0.0003407671175,794.9869995,0.0003752756456,794.9869995,-6.657360791E-005,794.9869995,0.004060525447,794.9869995,0.0002515550295,794.9869995,0.0006507427897,794.9869995,0.0001707256306,794.9869995,0.0008853217587,
794.0114746,0.0004968286958,794.0114746,0.0002784151584,794.0114746,0.0009045428014,794.0114746,0.000399060169,794.0114746,0.0006598425098,794.0114746,0.001079543028,794.0114746,0.0005878797383,794.0114746,0.0002628479851,794.0114746,0.0003684618277,794.0114746,0.0007070550928,794.0114746,0.0008902761037,794.0114746,0.0005123524461,794.0114746,0.000272250385,794.0114746,0.0002359370264,794.0114746,0.0005419760128,794.0114746,0.0003436686238,794.0114746,0.0003464147158,794.0114746,-0.000274511578,794.0114746,0.00445569912,794.0114746,0.000255491992,794.0114746,0.000448343344,794.0114746,-0.0007958851056,794.0114746,0.0008092240314,
793.0007324,0.0003810273483,793.0007324,0.0007327506319,793.0007324,0.0005601710873,793.0007324,0.0009094455163,793.0007324,0.0009871952934,793.0007324,0.0005217342987,793.0007324,0.0007440302288,793.0007324,0.0005692947889,793.0007324,5.257758312E-005,793.0007324,0.0002136117691,793.0007324,0.001123998314,793.0007324,0.0009359572432,793.0007324,0.0006193490117,793.0007324,0.0006206451799,793.0007324,0.0005533284275,793.0007324,0.0004912568838,793.0007324,0.0005654068082,793.0007324,0.0003454820835,793.0007324,0.004647913389,793.0007324,0.0001185221336,793.0007324,0.0006098354352,793.0007324,-0.0002006734285,793.0007324,0.001270164503,
791.989624,0.00015852871,791.989624,0.0001913135493,791.989624,0.000540265406,791.989624,0.0003579692275,791.989624,0.0005048885359,791.989624,0.0006924318732,791.989624,0.0007813974516,791.989624,0.0009810205083,791.989624,0.0002503376745,791.989624,0.000248058408,791.989624,0.001073937747,791.989624,0.0007238049875,791.989624,0.0004939520732,791.989624,0.000328694965,791.989624,0.0006029401557,791.989624,0.0007316097617,791.989624,0.0004930450814,791.989624,-2.676526674E-005,791.989624,0.003939642571,791.989624,0.0001129292723,791.989624,0.00028198972,791.989624,0.0003711562604,791.989624,0.001047158032,
791.0129395,0.0004397663288,791.0129395,0.001036856673,791.0129395,0.0003961323819,791.0129395,0.0007216269732,791.0129395,0.0006660905783,791.0129395,0.0005564905005,791.0129395,0.0007979946095,791.0129395,0.0007924967213,791.0129395,0.0007608593442,791.0129395,0.0008366632974,791.0129395,0.0008145924076,791.0129395,0.0009126880323,791.0129395,0.0006108723464,791.0129395,0.0009409640334,791.0129395,0.0004486542894,791.0129395,0.0002309383417,791.0129395,0.0008101317217,791.0129395,0.0002596362028,791.0129395,0.003916760441,791.0129395,0.0003628916456,791.0129395,0.0006572240382,791.0129395,-3.437520718E-005,791.0129395,0.001057070564,
790.0010376,0.0001881281933,790.0010376,0.0006397767575,790.0010376,0.0001757236168,790.0010376,0.0007946232799,790.0010376,0.0009744825074,790.0010376,0.0008523807628,790.0010376,0.0005318162148,790.0010376,0.001094672363,790.0010376,0.0006558240857,790.0010376,0.0007150410675,790.0010376,0.0008272486739,790.0010376,0.0006893724785,790.0010376,0.0009874547832,790.0010376,0.0004715358373,790.0010376,0.0004484729143,790.0010376,0.0006579240435,790.0010376,0.0005500107654,790.0010376,0.000258626038,790.0010376,0.003426860087,790.0010376,0.0006509242812,790.0010376,0.0003766487935,790.0010376,9.573686111E-005,790.0010376,0.001163656358,
788.9887695,0.0008002768154,788.9887695,0.0007944676909,788.9887695,0.0007831868134,788.9887695,0.0007352658431,788.9887695,0.0008719115867,788.9887695,0.000740270305,788.9887695,0.0007654491928,788.9887695,0.0005897720112,788.9887695,0.0002739858464,788.9887695,0.0007817864534,788.9887695,0.001338137779,788.9887695,0.0009036608972,788.9887695,0.0008311389829,788.9887695,0.000777248235,788.9887695,0.0005359371426,788.9887695,0.000659012876,788.9887695,0.0006248187856,788.9887695,0.0003803796426,788.9887695,0.003900279058,788.9887695,0.0007349287625,788.9887695,0.0002968581684,788.9887695,-4.364155029E-005,788.9887695,0.001141490997,
