0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,45min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
678.0142822,0.005146214,678.0142822,0.005384938,678.0142822,0.005407243,678.0142822,0.004850212,678.0142822,0.004791135,678.0142822,0.005666671,678.0142822,0.005213566,678.0142822,0.004909585,678.0142822,0.005062164,678.0142822,0.005026103,678.0142822,0.004904139,678.0142822,0.004982163,678.0142822,0.004802468,678.0142822,0.004664345,678.0142822,0.005106505,678.0142822,0.005259337,678.0142822,0.005140923,678.0142822,0.004547453,678.0142822,0.004457216
676.9979248,0.005518886,676.9979248,0.005728935,676.9979248,0.005593271,676.9979248,0.005175422,676.9979248,0.005129214,676.9979248,0.005886946,676.9979248,0.005050117,676.9979248,0.005106976,676.9979248,0.005351444,676.9979248,0.005096866,676.9979248,0.005271625,676.9979248,0.004981063,676.9979248,0.005059074,676.9979248,0.004993475,676.9979248,0.005465879,676.9979248,0.005598489,676.9979248,0.005078585,676.9979248,0.00494383,676.9979248,0.004686246
676.0176392,0.005878497,676.0176392,0.006118306,676.0176392,0.005874561,676.0176392,0.00516607,676.0176392,0.005232612,676.0176392,0.006230054,676.0176392,0.005670185,676.0176392,0.005447661,676.0176392,0.005529321,676.0176392,0.005504048,676.0176392,0.005325029,676.0176392,0.005265809,676.0176392,0.005548827,676.0176392,0.005170733,676.0176392,0.005933051,676.0176392,0.00596092,676.0176392,0.005660639,676.0176392,0.005148441,676.0176392,0.004844977
675.0006714,0.006217555,675.0006714,0.006187148,675.0006714,0.006030472,675.0006714,0.005863961,675.0006714,0.00570087,675.0006714,0.006508605,675.0006714,0.005863489,675.0006714,0.006026928,675.0006714,0.005968452,675.0006714,0.006038425,675.0006714,0.00588789,675.0006714,0.005771508,675.0006714,0.00595352,675.0006714,0.005627045,675.0006714,0.006246704,675.0006714,0.006062522,675.0006714,0.005710182,675.0006714,0.005342691,675.0006714,0.005361822
673.9833984,0.006188461,673.9833984,0.00641612,673.9833984,0.006674916,673.9833984,0.00615971,673.9833984,0.005938509,673.9833984,0.006874559,673.9833984,0.006254057,673.9833984,0.006149339,673.9833984,0.006288172,673.9833984,0.005974384,673.9833984,0.006110798,673.9833984,0.006096044,673.9833984,0.006197861,673.9833984,0.006063939,673.9833984,0.006315303,673.9833984,0.006316721,673.9833984,0.006046641,673.9833984,0.005694445,673.9833984,0.005539991
673.0021362,0.006833587,673.0021362,0.006864039,673.0021362,0.006739087,673.0021362,0.006183997,673.0021362,0.00631659,673.0021362,0.007089553,673.0021362,0.006370647,673.0021362,0.006558586,673.0021362,0.006504558,673.0021362,0.006404876,673.0021362,0.006331482,673.0021362,0.006321423,673.0021362,0.006420823,673.0021362,0.00664863,673.0021362,0.006692187,673.0021362,0.006552568,673.0021362,0.006259834,673.0021362,0.005809048,673.0021362,0.005810413
671.9842529,0.0067602,671.9842529,0.00699342,671.9842529,0.007024831,671.9842529,0.006454925,671.9842529,0.006525764,671.9842529,0.007510276,671.9842529,0.00664064,671.9842529,0.006790673,671.9842529,0.006674391,671.9842529,0.006555564,671.9842529,0.006499303,671.9842529,0.006641323,671.9842529,0.006582133,671.9842529,0.006761856,671.9842529,0.006749814,671.9842529,0.006849444,671.9842529,0.006590307,671.9842529,0.006083155,671.9842529,0.005991233
671.0023804,0.006787491,671.0023804,0.00699805,671.0023804,0.006849444,671.0023804,0.006166956,671.0023804,0.006386093,671.0023804,0.007200999,671.0023804,0.006623108,671.0023804,0.00660124,671.0023804,0.006401645,671.0023804,0.006684169,671.0023804,0.006193134,671.0023804,0.006520981,671.0023804,0.006347558,671.0023804,0.006434983,671.0023804,0.006682066,671.0023804,0.006595984,671.0023804,0.00645658,671.0023804,0.00607079,671.0023804,0.006082105
669.9838257,0.006506476,669.9838257,0.006630362,669.9838257,0.006669527,669.9838257,0.005942524,669.9838257,0.006046405,669.9838257,0.006886709,669.9838257,0.006012335,669.9838257,0.006256053,669.9838257,0.006222702,669.9838257,0.006172181,669.9838257,0.005962731,669.9838257,0.00608578,669.9838257,0.006004225,669.9838257,0.006065829,669.9838257,0.006386487,669.9838257,0.006365971,669.9838257,0.00603622,669.9838257,0.005620935,669.9838257,0.005705487
669.0014038,0.006267949,669.0014038,0.006255711,669.0014038,0.006384858,669.0014038,0.005524549,669.0014038,0.005910352,669.0014038,0.006578244,669.0014038,0.006033805,669.0014038,0.006052416,669.0014038,0.006054305,669.0014038,0.00600412,669.0014038,0.005890199,669.0014038,0.00594032,669.0014038,0.005876791,669.0014038,0.006103316,669.0014038,0.006236672,669.0014038,0.006124371,669.0014038,0.005941553,669.0014038,0.005568597,669.0014038,0.005530894
667.9822388,0.006112478,667.9822388,0.006320136,667.9822388,0.006437505,667.9822388,0.005700136,667.9822388,0.005756897,667.9822388,0.006405218,667.9822388,0.00582151,667.9822388,0.005851288,667.9822388,0.005965907,667.9822388,0.005781529,667.9822388,0.005880071,667.9822388,0.005790816,667.9822388,0.005791917,667.9822388,0.005897625,667.9822388,0.006165827,667.9822388,0.006217975,667.9822388,0.006018214,667.9822388,0.005440688,667.9822388,0.005269346
666.9991455,0.005922869,666.9991455,0.005890803,666.9991455,0.006392109,666.9991455,0.005674381,666.9991455,0.005657885,666.9991455,0.006403747,666.9991455,0.005744411,666.9991455,0.005711624,666.9991455,0.006020734,666.9991455,0.005690248,666.9991455,0.005716267,666.9991455,0.005579137,666.9991455,0.005752569,666.9991455,0.005687127,666.9991455,0.00619148,666.9991455,0.005838668,666.9991455,0.00638323,666.9991455,0.005380666,666.9991455,0.005270761
666.0158691,0.0060862,666.0158691,0.006186097,666.0158691,0.006137813,666.0158691,0.005533201,666.0158691,0.005779142,666.0158691,0.006247623,666.0158691,0.005611259,666.0158691,0.005648182,666.0158691,0.005738615,666.0158691,0.005761357,666.0158691,0.005909827,666.0158691,0.005591645,666.0158691,0.005720044,666.0158691,0.005908095,666.0158691,0.006144796,666.0158691,0.005966012,666.0158691,0.006775817,666.0158691,0.005145088,666.0158691,0.005090109
664.9957275,0.005841528,664.9957275,0.006175752,664.9957275,0.006074203,664.9957275,0.005429679,664.9957275,0.005752858,664.9957275,0.006098984,664.9957275,0.005567574,664.9957275,0.005702418,664.9957275,0.005835021,664.9957275,0.005575178,664.9957275,0.005692425,664.9957275,0.005578639,664.9957275,0.005685029,664.9957275,0.005897205,664.9957275,0.005982546,664.9957275,0.005975853,664.9957275,0.007303996,664.9957275,0.005358337,664.9957275,0.005093226
664.0118408,0.005998319,664.0118408,0.006002414,664.0118408,0.006192242,664.0118408,0.005329693,664.0118408,0.005719204,664.0118408,0.005957299,664.0118408,0.005637981,664.0118408,0.005912897,664.0118408,0.005665753,664.0118408,0.005642727,664.0118408,0.0057031,664.0118408,0.005604257,664.0118408,0.005675142,664.0118408,0.005716581,664.0118408,0.006098197,664.0118408,0.005936488,664.0118408,0.008185462,664.0118408,0.005192791,664.0118408,0.00514996
662.9910889,0.005746326,662.9910889,0.006027165,662.9910889,0.006074177,662.9910889,0.005576935,662.9910889,0.005644012,662.9910889,0.005843548,662.9910889,0.005721958,662.9910889,0.005873538,662.9910889,0.005759232,662.9910889,0.005744385,662.9910889,0.005841843,662.9910889,0.005487008,662.9910889,0.005814899,662.9910889,0.005533909,662.9910889,0.005920192,662.9910889,0.005863305,662.9910889,0.008858873,662.9910889,0.005263058,662.9910889,0.005216526
662.0065918,0.006075096,662.0065918,0.006126287,662.0065918,0.00621015,662.0065918,0.005459404,662.0065918,0.005523973,662.0065918,0.005847536,662.0065918,0.005603392,662.0065918,0.005919457,662.0065918,0.005690642,662.0065918,0.005644064,662.0065918,0.005723113,662.0065918,0.005629694,662.0065918,0.005485645,662.0065918,0.005671365,662.0065918,0.005845123,662.0065918,0.005839613,662.0065918,0.00929792,662.0065918,0.005008924,662.0065918,0.005131467
660.9852295,0.006208522,660.9852295,0.006249723,660.9852295,0.006392529,660.9852295,0.005600927,660.9852295,0.005897337,660.9852295,0.005896497,660.9852295,0.005739769,660.9852295,0.005918145,660.9852295,0.005844414,660.9852295,0.005876529,660.9852295,0.005826862,660.9852295,0.005807448,660.9852295,0.005875873,660.9852295,0.005909354,660.9852295,0.006242239,660.9852295,0.005905497,660.9852295,0.009908621,660.9852295,0.005286351,660.9852295,0.005266778
660.0001831,0.006263143,660.0001831,0.006102686,660.0001831,0.006328409,660.0001831,0.005679364,660.0001831,0.00583754,660.0001831,0.005810229,660.0001831,0.005811331,660.0001831,0.005899698,660.0001831,0.005886946,660.0001831,0.005860943,660.0001831,0.005843496,660.0001831,0.005696438,660.0001831,0.005751494,660.0001831,0.006002965,660.0001831,0.006193344,660.0001831,0.006091686,660.0001831,0.009691353,660.0001831,0.005152868,660.0001831,0.005205968
659.0147705,0.00605617,659.0147705,0.005930243,659.0147705,0.006183734,659.0147705,0.005381243,659.0147705,0.005706824,659.0147705,0.005850737,659.0147705,0.005819831,659.0147705,0.005908436,659.0147705,0.005646215,659.0147705,0.005742129,659.0147705,0.005735467,659.0147705,0.005716608,659.0147705,0.005714772,659.0147705,0.005857428,659.0147705,0.006054122,659.0147705,0.005925125,659.0147705,0.009716183,659.0147705,0.005204579,659.0147705,0.00518535
657.9924927,0.006099667,657.9924927,0.006267319,657.9924927,0.006186176,657.9924927,0.005642544,657.9924927,0.005852862,657.9924927,0.005793675,657.9924927,0.005853518,657.9924927,0.005989789,657.9924927,0.005750523,657.9924927,0.005836281,657.9924927,0.00560764,657.9924927,0.005709133,657.9924927,0.005856509,657.9924927,0.005804903,657.9924927,0.006065672,657.9924927,0.006040105,657.9924927,0.009285597,657.9924927,0.005347697,657.9924927,0.005159023
657.0065308,0.006251273,657.0065308,0.006070607,657.0065308,0.006283208,657.0065308,0.005389551,657.0065308,0.005727545,657.0065308,0.005644694,657.0065308,0.00581789,657.0065308,0.005702707,657.0065308,0.005711546,657.0065308,0.005746011,657.0065308,0.005845175,657.0065308,0.005706615,657.0065308,0.00562673,657.0065308,0.005767678,657.0065308,0.006218448,657.0065308,0.005935648,657.0065308,0.009074138,657.0065308,0.005150641,657.0065308,0.005044041
655.9837036,0.006168269,655.9837036,0.006083653,655.9837036,0.006238326,655.9837036,0.005709001,655.9837036,0.005591094,655.9837036,0.005854017,655.9837036,0.005744989,655.9837036,0.005964857,655.9837036,0.005695861,655.9837036,0.005866532,655.9837036,0.005772085,655.9837036,0.005646504,655.9837036,0.005605647,655.9837036,0.005935701,655.9837036,0.006089166,655.9837036,0.005975355,655.9837036,0.008636451,655.9837036,0.005170235,655.9837036,0.005176208
654.9970703,0.006177879,654.9970703,0.005969896,654.9970703,0.006128204,654.9970703,0.00534864,654.9970703,0.005763035,654.9970703,0.005757448,654.9970703,0.005688963,654.9970703,0.005739086,654.9970703,0.005867975,654.9970703,0.005942917,654.9970703,0.005832713,654.9970703,0.005844965,654.9970703,0.005694864,654.9970703,0.005565581,654.9970703,0.00601349,654.9970703,0.005954832,654.9970703,0.0083521,654.9970703,0.005109753,654.9970703,0.005140556
654.0102539,0.00609502,654.0102539,0.006220706,654.0102539,0.006222544,654.0102539,0.005678709,654.0102539,0.005645376,654.0102539,0.005568833,654.0102539,0.005531366,654.0102539,0.005830929,654.0102539,0.005649808,654.0102539,0.005818991,654.0102539,0.005926542,654.0102539,0.005471594,654.0102539,0.005898281,654.0102539,0.005706615,654.0102539,0.006123452,654.0102539,0.006061603,654.0102539,0.007723873,654.0102539,0.005152291,654.0102539,0.005305087
652.9865112,0.006198518,652.9865112,0.006019737,652.9865112,0.006336079,652.9865112,0.005453952,652.9865112,0.005702995,652.9865112,0.005956433,652.9865112,0.005913973,652.9865112,0.006040893,652.9865112,0.006007952,652.9865112,0.005757107,652.9865112,0.006141594,652.9865112,0.005576646,652.9865112,0.005857611,652.9865112,0.005782631,652.9865112,0.006173494,652.9865112,0.0058865,652.9865112,0.007470771,652.9865112,0.005209033,652.9865112,0.005105326
651.9989624,0.006172549,651.9989624,0.00616861,651.9989624,0.006283891,651.9989624,0.005783129,651.9989624,0.005668349,651.9989624,0.005652063,651.9989624,0.005886237,651.9989624,0.005889543,651.9989624,0.005775548,651.9989624,0.005959556,651.9989624,0.005813036,651.9989624,0.005860156,651.9989624,0.005789557,651.9989624,0.006083417,651.9989624,0.006192294,651.9989624,0.00605617,651.9989624,0.007050797,651.9989624,0.005201514,651.9989624,0.005230281
651.0112915,0.00611576,651.0112915,0.006301881,651.0112915,0.006422977,651.0112915,0.005593271,651.0112915,0.005928379,651.0112915,0.005768387,651.0112915,0.006024697,651.0112915,0.005954648,651.0112915,0.005931607,651.0112915,0.006038136,651.0112915,0.006038215,651.0112915,0.005865037,651.0112915,0.005959241,651.0112915,0.00593082,651.0112915,0.006010393,651.0112915,0.006119173,651.0112915,0.006951096,651.0112915,0.005416049,651.0112915,0.00522043
649.9866333,0.006138286,649.9866333,0.006161784,649.9866333,0.006265244,649.9866333,0.005550741,649.9866333,0.005743677,649.9866333,0.005784756,649.9866333,0.006034645,649.9866333,0.006180951,649.9866333,0.005935491,649.9866333,0.005844912,649.9866333,0.005970106,649.9866333,0.005742785,649.9866333,0.005788796,649.9866333,0.005997873,649.9866333,0.005989973,649.9866333,0.005825603,649.9866333,0.006933209,649.9866333,0.005376813,649.9866333,0.005430675
648.998291,0.006408081,648.998291,0.006457972,648.998291,0.006431778,648.998291,0.00572626,648.998291,0.005836281,648.998291,0.005729434,648.998291,0.005979528,648.998291,0.006172864,648.998291,0.005971497,648.998291,0.005833893,648.998291,0.006096307,648.998291,0.006024933,648.998291,0.005861967,648.998291,0.005967613,648.998291,0.006150363,648.998291,0.005980499,648.998291,0.006812655,648.998291,0.005315176,648.998291,0.005305506
648.0097046,0.006383834,648.0097046,0.006529706,648.0097046,0.00633009,648.0097046,0.005749763,648.0097046,0.006009868,648.0097046,0.005792101,648.0097046,0.005982782,648.0097046,0.005965303,648.0097046,0.006008398,648.0097046,0.006213747,648.0097046,0.006107595,648.0097046,0.005961708,648.0097046,0.005955357,648.0097046,0.005890829,648.0097046,0.006294501,648.0097046,0.006138706,648.0097046,0.007061137,648.0097046,0.005371677,648.0097046,0.005305978
646.9841919,0.006492024,646.9841919,0.006377871,646.9841919,0.006472134,646.9841919,0.005882643,646.9841919,0.006326098,646.9841919,0.006129543,646.9841919,0.005950607,646.9841919,0.006141331,646.9841919,0.006269157,646.9841919,0.006080398,646.9841919,0.005945883,646.9841919,0.006054673,646.9841919,0.005930243,646.9841919,0.005732319,646.9841919,0.006339336,646.9841919,0.006388956,646.9841919,0.006939548,646.9841919,0.005453113,646.9841919,0.005377154
645.9949341,0.006616774,645.9949341,0.006677598,645.9949341,0.006431909,645.9949341,0.005812485,645.9949341,0.005976615,645.9949341,0.006231709,645.9949341,0.006096543,645.9949341,0.005992257,645.9949341,0.006314279,645.9949341,0.006142775,645.9949341,0.006221599,645.9949341,0.006103106,645.9949341,0.006125789,645.9949341,0.005993726,645.9949341,0.006359141,645.9949341,0.006326281,645.9949341,0.007266775,645.9949341,0.005382868,645.9949341,0.005552314
645.0054932,0.006639325,645.0054932,0.006468639,645.0054932,0.006458208,645.0054932,0.006082735,645.0054932,0.006171394,645.0054932,0.006214062,645.0054932,0.00611387,645.0054932,0.006335317,645.0054932,0.00631026,645.0054932,0.006242318,645.0054932,0.006306872,645.0054932,0.005999054,645.0054932,0.006105836,645.0054932,0.006026771,645.0054932,0.006490054,645.0054932,0.006233941,645.0054932,0.007465609,645.0054932,0.005471987,645.0054932,0.005381688
644.015686,0.006499776,644.015686,0.006395287,644.015686,0.006348083,644.015686,0.005923735,644.015686,0.006080241,644.015686,0.006410866,644.015686,0.006227219,644.015686,0.006177826,644.015686,0.006368335,644.015686,0.006451877,644.015686,0.006228925,644.015686,0.006186623,644.015686,0.00616286,644.015686,0.00597958,644.015686,0.006421795,644.015686,0.006287699,644.015686,0.007953499,644.015686,0.005587895,644.015686,0.005831138
642.9890137,0.006757386,642.9890137,0.006622083,642.9890137,0.00647195,642.9890137,0.006127416,642.9890137,0.006313359,642.9890137,0.006324784,642.9890137,0.006306714,642.9890137,0.00629823,642.9890137,0.006236121,642.9890137,0.006244524,642.9890137,0.006370804,642.9890137,0.006237407,642.9890137,0.006492891,642.9890137,0.006409079,642.9890137,0.006554565,642.9890137,0.006422635,642.9890137,0.00814033,642.9890137,0.00575716,642.9890137,0.005464909
641.9986572,0.006751549,641.9986572,0.006594801,641.9986572,0.006658645,641.9986572,0.006006193,641.9986572,0.006278743,641.9986572,0.006469428,641.9986572,0.006263275,641.9986572,0.006495966,641.9986572,0.006493259,641.9986572,0.006191979,641.9986572,0.006411811,641.9986572,0.006273674,641.9986572,0.006372118,641.9986572,0.006176198,641.9986572,0.006551859,641.9986572,0.006563395,641.9986572,0.008268404,641.9986572,0.005743441,641.9986572,0.005696622
641.0080566,0.00700581,641.0080566,0.006690189,641.0080566,0.006628811,641.0080566,0.006198202,641.0080566,0.006229057,641.0080566,0.006138286,641.0080566,0.006243132,641.0080566,0.006646291,641.0080566,0.006519089,641.0080566,0.006199121,641.0080566,0.006589624,641.0080566,0.006309971,641.0080566,0.006310339,641.0080566,0.006155929,641.0080566,0.006677729,641.0080566,0.006572777,641.0080566,0.008509775,641.0080566,0.005709054,641.0080566,0.005699035
640.0171509,0.006832877,640.0171509,0.006760357,640.0171509,0.006774371,640.0171509,0.006052495,640.0171509,0.006466826,640.0171509,0.006360218,640.0171509,0.006238536,640.0171509,0.006606996,640.0171509,0.006416908,640.0171509,0.006343486,640.0171509,0.00645256,640.0171509,0.006352706,640.0171509,0.006371829,640.0171509,0.006331246,640.0171509,0.006709511,640.0171509,0.006650418,640.0171509,0.008854381,640.0171509,0.005806504,640.0171509,0.005661635
638.9891968,0.006878609,638.9891968,0.006928159,638.9891968,0.006714506,638.9891968,0.006270707,638.9891968,0.006281212,638.9891968,0.006567626,638.9891968,0.006615144,638.9891968,0.006517933,638.9891968,0.006506581,638.9891968,0.006499986,638.9891968,0.006618088,638.9891968,0.006403353,638.9891968,0.006403615,638.9891968,0.006435955,638.9891968,0.006727599,638.9891968,0.00678828,638.9891968,0.009041389,638.9891968,0.005604126,638.9891968,0.005707637
637.9977417,0.006970508,637.9977417,0.006897045,637.9977417,0.006869851,637.9977417,0.006391032,637.9977417,0.006453926,637.9977417,0.00675736,637.9977417,0.006464278,637.9977417,0.006815469,637.9977417,0.006490238,637.9977417,0.006369517,637.9977417,0.00670336,637.9977417,0.006350106,637.9977417,0.006593119,637.9977417,0.006415148,637.9977417,0.0067597,637.9977417,0.006839188,637.9977417,0.00925032,637.9977417,0.005881672,637.9977417,0.005887707
637.0060425,0.006870982,637.0060425,0.006918059,637.0060425,0.006893863,637.0060425,0.00623444,637.0060425,0.006203086,637.0060425,0.006529232,637.0060425,0.006673838,637.0060425,0.006857806,637.0060425,0.00681255,637.0060425,0.006452665,637.0060425,0.006697787,637.0060425,0.00645009,637.0060425,0.006580793,637.0060425,0.006652468,637.0060425,0.00687256,637.0060425,0.006875637,637.0060425,0.009392159,637.0060425,0.006036561,637.0060425,0.005755743
636.0139771,0.006985186,636.0139771,0.007046219,636.0139771,0.006798062,636.0139771,0.006184942,636.0139771,0.006466958,636.0139771,0.006816205,636.0139771,0.006688192,636.0139771,0.006718371,636.0139771,0.006910669,636.0139771,0.006601976,636.0139771,0.006695684,636.0139771,0.006746239,636.0139771,0.006578323,636.0139771,0.006491866,636.0139771,0.006971981,636.0139771,0.006835953,636.0139771,0.009515416,636.0139771,0.006221888,636.0139771,0.005715794
634.9849854,0.007145996,634.9849854,0.007050429,634.9849854,0.006946624,634.9849854,0.006489344,634.9849854,0.006483169,634.9849854,0.007095947,634.9849854,0.006639693,634.9849854,0.006970298,634.9849854,0.006889681,634.9849854,0.00677069,634.9849854,0.006720868,634.9849854,0.006545709,634.9849854,0.006657777,634.9849854,0.006630441,634.9849854,0.006986054,634.9849854,0.007000312,634.9849854,0.009551852,634.9849854,0.006162309,634.9849854,0.005951446
633.9923096,0.007056138,633.9923096,0.007204631,633.9923096,0.00690049,633.9923096,0.006540427,633.9923096,0.006544448,633.9923096,0.00726359,633.9923096,0.006780103,633.9923096,0.006892889,633.9923096,0.006834717,633.9923096,0.006825961,633.9923096,0.006843316,633.9923096,0.00662642,633.9923096,0.006819807,633.9923096,0.006678412,633.9923096,0.006937076,633.9923096,0.006873243,633.9923096,0.009826795,633.9923096,0.00610518,633.9923096,0.006076408
632.9993896,0.006995814,632.9993896,0.007142418,632.9993896,0.007170233,632.9993896,0.006395577,632.9993896,0.00663667,632.9993896,0.007374632,632.9993896,0.00679722,632.9993896,0.006865538,632.9993896,0.006846919,632.9993896,0.006881765,632.9993896,0.006938207,632.9993896,0.006683775,632.9993896,0.006791646,632.9993896,0.006750261,632.9993896,0.007271986,632.9993896,0.007188629,632.9993896,0.009846576,632.9993896,0.006237565,632.9993896,0.006261095
632.0062866,0.007173444,632.0062866,0.007305129,632.0062866,0.006991342,632.0062866,0.006747606,632.0062866,0.006779551,632.0062866,0.00743206,632.0062866,0.007010703,632.0062866,0.007010677,632.0062866,0.007094448,632.0062866,0.006825014,632.0062866,0.006927607,632.0062866,0.006902883,632.0062866,0.006787886,632.0062866,0.006908591,632.0062866,0.007438617,632.0062866,0.007211763,632.0062866,0.010273848,632.0062866,0.006181397,632.0062866,0.00628066
631.0128784,0.007393484,631.0128784,0.007430954,631.0128784,0.007304286,631.0128784,0.006797956,631.0128784,0.006799534,631.0128784,0.007628046,631.0128784,0.007106946,631.0128784,0.007334377,631.0128784,0.007409941,631.0128784,0.007257456,631.0128784,0.007396749,631.0128784,0.006974953,631.0128784,0.007165628,631.0128784,0.007137654,631.0128784,0.007462107,631.0128784,0.007169418,631.0128784,0.010383356,631.0128784,0.006506397,631.0128784,0.006392713
629.9822998,0.007514121,629.9822998,0.007305866,629.9822998,0.007311815,629.9822998,0.006989185,629.9822998,0.007226529,629.9822998,0.007794129,629.9822998,0.007174286,629.9822998,0.007483517,629.9822998,0.007286122,629.9822998,0.007201605,629.9822998,0.00721579,629.9822998,0.007360915,629.9822998,0.007168207,629.9822998,0.007201788,629.9822998,0.007552102,629.9822998,0.007282858,629.9822998,0.010658031,629.9822998,0.006552016,629.9822998,0.00629823
628.9883423,0.007642536,628.9883423,0.007451626,628.9883423,0.007306919,628.9883423,0.006719869,628.9883423,0.007045615,628.9883423,0.007559714,628.9883423,0.007155917,628.9883423,0.007365865,628.9883423,0.00735607,628.9883423,0.007117892,628.9883423,0.007443383,628.9883423,0.007086475,628.9883423,0.007252403,628.9883423,0.007308998,628.9883423,0.007405149,628.9883423,0.007285122,628.9883423,0.01065514,628.9883423,0.006467063,628.9883423,0.006601766
627.9940186,0.007635423,627.9940186,0.007578021,627.9940186,0.007431665,627.9940186,0.006969929,627.9940186,0.007137496,627.9940186,0.007511303,627.9940186,0.007239084,627.9940186,0.007336272,627.9940186,0.007405438,627.9940186,0.007345171,627.9940186,0.007231977,627.9940186,0.00722345,627.9940186,0.007230556,627.9940186,0.007403622,627.9940186,0.007597014,627.9940186,0.00739854,627.9940186,0.010937897,627.9940186,0.006545472,627.9940186,0.006581897
626.9995728,0.007423528,626.9995728,0.007623384,626.9995728,0.007557264,626.9995728,0.007033302,626.9995728,0.007342749,626.9995728,0.007753123,626.9995728,0.007404385,626.9995728,0.007246059,626.9995728,0.007447728,626.9995728,0.007392773,626.9995728,0.007408151,626.9995728,0.007401963,626.9995728,0.007331902,626.9995728,0.007347961,626.9995728,0.007637794,626.9995728,0.007430138,626.9995728,0.01138219,626.9995728,0.006581476,626.9995728,0.00670612
626.0046387,0.007546886,626.0046387,0.007634343,626.0046387,0.007531188,626.0046387,0.007151944,626.0046387,0.007326163,626.0046387,0.007534217,626.0046387,0.007289413,626.0046387,0.007637742,626.0046387,0.007497186,626.0046387,0.007581946,626.0046387,0.007537246,626.0046387,0.007350173,626.0046387,0.007379924,626.0046387,0.007527237,626.0046387,0.007816531,626.0046387,0.007531478,626.0046387,0.011768898,626.0046387,0.006801112,626.0046387,0.006751392
625.0095825,0.007691331,625.0095825,0.00764114,625.0095825,0.007661163,625.0095825,0.006959933,625.0095825,0.007324899,625.0095825,0.007463029,625.0095825,0.007512488,625.0095825,0.007450256,625.0095825,0.007469691,625.0095825,0.007319107,625.0095825,0.00740033,625.0095825,0.007399066,625.0095825,0.007336272,625.0095825,0.007549441,625.0095825,0.007579153,625.0095825,0.007616244,625.0095825,0.011738578,625.0095825,0.006747317,625.0095825,0.006693633
624.0142212,0.007597567,624.0142212,0.007597145,624.0142212,0.007534849,624.0142212,0.007061137,624.0142212,0.007368814,624.0142212,0.007363785,624.0142212,0.007388692,624.0142212,0.007578442,624.0142212,0.007376423,624.0142212,0.007359046,624.0142212,0.007446886,624.0142212,0.007349857,624.0142212,0.007346487,624.0142212,0.007382373,624.0142212,0.00766385,624.0142212,0.007544279,624.0142212,0.011792118,624.0142212,0.006719238,624.0142212,0.006749315
622.9816284,0.00767128,622.9816284,0.00763977,622.9816284,0.007614822,622.9816284,0.007085185,622.9816284,0.007336641,622.9816284,0.007307814,622.9816284,0.007453232,622.9816284,0.007409493,622.9816284,0.007602071,622.9816284,0.00762341,622.9816284,0.007405175,622.9816284,0.007385664,622.9816284,0.007379898,622.9816284,0.007768855,622.9816284,0.0077478,622.9816284,0.007475301,622.9816284,0.01216769,622.9816284,0.006767719,622.9816284,0.006675889
621.9857178,0.007660293,621.9857178,0.007873727,621.9857178,0.007620539,621.9857178,0.007221133,621.9857178,0.007408098,621.9857178,0.007426083,621.9857178,0.007632525,621.9857178,0.00770137,621.9857178,0.00771328,621.9857178,0.007475459,621.9857178,0.007448439,621.9857178,0.007382953,621.9857178,0.007509407,621.9857178,0.007661295,621.9857178,0.007582473,621.9857178,0.007419605,621.9857178,0.012254938,621.9857178,0.006915219,621.9857178,0.006922662
620.989502,0.007729723,620.989502,0.007699077,620.989502,0.00771075,620.989502,0.007276541,620.989502,0.007337562,620.989502,0.007395907,620.989502,0.007546702,620.989502,0.007896792,620.989502,0.007775048,620.989502,0.007602599,620.989502,0.007647805,620.989502,0.007467269,620.989502,0.007471271,620.989502,0.007726797,620.989502,0.007755969,620.989502,0.007689065,620.989502,0.01254271,620.989502,0.006877977,620.989502,0.007027514
619.993042,0.007984082,619.993042,0.007993495,619.993042,0.007821485,619.993042,0.007249902,619.993042,0.007614848,619.993042,0.007502848,619.993042,0.007638953,619.993042,0.007816214,619.993042,0.007598989,619.993042,0.007482122,619.993042,0.007560188,619.993042,0.007674231,619.993042,0.007687247,619.993042,0.00764388,619.993042,0.007761371,619.993042,0.007735388,619.993042,0.013015933,619.993042,0.006808474,619.993042,0.007017517
618.9962769,0.007906045,618.9962769,0.007805356,618.9962769,0.007833742,618.9962769,0.00748565,618.9962769,0.0076046,618.9962769,0.007736152,618.9962769,0.007525789,618.9962769,0.007889332,618.9962769,0.007746034,618.9962769,0.007516307,618.9962769,0.007764428,618.9962769,0.007641535,618.9962769,0.007840067,618.9962769,0.007524024,618.9962769,0.007833821,618.9962769,0.007787856,618.9962769,0.012899812,618.9962769,0.00678849,618.9962769,0.007148049
