"","abundance","exp_mass","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_mass2","C13_abund2","S34_mass","S34_abund","tag"
"1",720282.1,605.072419148605,"C33H18O12","O12","CHO",33,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,606.079695600765,605.07254958964,-0.215220928631857,0.22,605,604.396789879918,0.603210120082167,25,0.363636363636364,0.545454545454545,13,46.6215250801385,45,1,68,0.3,0,0,0,0,0,0,"Unambiguous"
"2",788119.8,585.067704747416,"C30H18O13","O13","CHO",30,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,586.074981199576,585.06746421194,0.410417580487882,0.41,585,584.414412921543,0.585587078457252,22,0.433333333333333,0.6,9,45.0826723587769,43,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
"3",933493.2,581.07270046611,"C31H18O12","O12","CHO",31,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582.07997691827,581.07254958964,0.259202301281772,0.26,581,580.423869497707,0.576130502293381,23,0.387096774193548,0.580645161290323,11,44.7753712339846,43,1,64,0.3,0,0,0,0,0,0,"Unambiguous"
"4",752868.1,579.057018828727,"C31H16O12","O12","CHO",31,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,580.064295280887,579.05689952584,0.205671833056585,0.21,579,578.410438588448,0.589561411552381,24,0.387096774193548,0.516129032258065,12,44.6203212290769,43,1,64,0.2,0,0,0,0,0,0,"Unambiguous"
"5",768478.5,577.114143178247,"C33H22O10","O10","CHO",33,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578.121419630407,577.11402047264,0.212248850212883,0.21,577,576.469732370275,0.530267629724563,23,0.303030303030303,0.666666666666667,13,44.4708689942154,43,1,68,0.3,0,0,0,0,0,0,"Unambiguous"
"6",861913.6,577.077756184793,"C32H18O11","O11","CHO",32,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578.085032636953,577.07763496734,0.209687927630848,0.21,577,576.433386006863,0.566613993136571,24,0.34375,0.5625,13,44.4680701091923,43,1,66,0.3,0,0,0,0,0,0,"Unambiguous"
"7",894399.4,571.088333262278,"C30H20O12","O12","CHO",30,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,572.095609714438,571.08819965344,0.233542848631553,0.23,571,570.450650927492,0.549349072508448,21,0.4,0.666666666666667,9,44.0073443158154,42,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
"8",844472.4,569.072500624923,"C30H18O12","O12","CHO",30,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,570.079777077083,569.07254958964,-0.0858909910882393,0.09,569,568.437069186868,0.562930813132425,22,0.4,0.6,10,43.8522943109077,42,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
"9",738803.7,567.056852987534,"C30H16O12","O12","CHO",30,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,568.064129439694,567.05689952584,-0.0819243874029161,0.08,567,566.423672239638,0.576327760362346,23,0.4,0.533333333333333,11,43.697244306,42,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
"10",966966.1,565.077670343585,"C31H18O11","O11","CHO",31,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,566.084946795745,565.07763496734,0.0624928212001533,0.06,565,564.44669956871,0.553300431289699,23,0.354838709677419,0.580645161290323,12,43.5449931861154,42,1,64,0.3,0,0,0,0,0,0,"Unambiguous"
"11",815025.4,565.041437350104,"C30H14O12","O12","CHO",30,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,566.048713802264,565.04124946204,0.331929141628494,0.33,565,564.410507033313,0.589492966687089,24,0.4,0.466666666666667,12,43.5421943010923,42,1,62,0.2,0,0,0,0,0,0,"Unambiguous"
"12",781306.9,563.09863569961,"C32H20O10","O10","CHO",32,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,564.10591215177,563.09837040884,0.470285392185364,0.47,563,562.469874732498,0.530125267501603,23,0.3125,0.625,13,43.3927420662308,42,1,66,0.3,0,0,0,0,0,0,"Unambiguous"
"13",720886.2,563.061854706227,"C31H16O11","O11","CHO",31,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,564.069131158387,563.06198490354,-0.230818007919903,0.23,563,562.433134809101,0.56686519089908,24,0.354838709677419,0.516129032258065,13,43.3899431812077,42,1,64,0.2,0,0,0,0,0,0,"Unambiguous"
"14",805197.6,557.072374783723,"C29H18O12","O12","CHO",29,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,558.079651235883,557.07254958964,-0.31322754092951,0.31,557,556.450342793386,0.549657206613801,21,0.413793103448276,0.620689655172414,9,42.9292173878308,41,1,60,0.3,0,0,0,0,0,0,"Unambiguous"
"15",815197.1,555.093374139742,"C30H20O11","O11","CHO",30,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,556.100650591902,555.09328503114,0.160238261784616,0.16,555,554.473551919203,0.526448080796627,21,0.366666666666667,0.666666666666667,10,42.7769662679462,41,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
"16",1002584.6,555.056941146296,"C29H16O12","O12","CHO",29,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,556.064217598456,555.05689952584,0.0748482902050966,0.07,555,554.437159607164,0.562840392836392,22,0.413793103448276,0.551724137931034,10,42.7741673829231,41,1,60,0.3,0,0,0,0,0,0,"Unambiguous"
"17",732655.3,553.114163495798,"C31H22O10","O10","CHO",31,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,554.121439947958,553.11402047264,0.25810796657856,0.26,553,552.496551279546,0.503448720453775,21,0.32258064516129,0.709677419354839,11,42.6247151480615,41,1,64,0.3,0,0,0,0,0,0,"Unambiguous"
"18",883178.8,553.077558502383,"C30H18O11","O11","CHO",30,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,554.084834954543,553.07763496734,-0.138002255422541,0.14,553,552.459987159594,0.540012840406007,22,0.366666666666667,0.6,11,42.6219162630385,41,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
"19",957798.5,553.041197508924,"C29H14O12","O12","CHO",29,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,554.048473961084,553.04124946204,-0.0937699823857994,0.09,553,552.423666767145,0.576333232854608,23,0.413793103448276,0.482758620689655,11,42.6191173780154,41,1,60,0.2,0,0,0,0,0,0,"Unambiguous"
"20",963840.1,551.098477858416,"C31H20O10","O10","CHO",31,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552.105754310576,551.09837040884,0.194617743423265,0.19,551,550.483116374754,0.516883625245782,22,0.32258064516129,0.645161290322581,12,42.4696651431538,41,1,64,0.3,0,0,0,0,0,0,"Unambiguous"
"21",1163643.8,551.061849865005,"C30H16O11","O11","CHO",30,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552.069126317165,551.06198490354,-0.244604395147281,0.24,551,550.446529280488,0.553470719511779,23,0.366666666666667,0.533333333333333,12,42.4668662581308,41,1,62,0.3,0,0,0,0,0,0,"Unambiguous"
