"","exp_mass","abundance"
"2",108.395372982632,1617022.9
"3",112.985506561581,11603453
"4",126.307306828236,1441914
"5",126.904961122393,5707400.5
"6",152.978037329505,5521822.5
"7",181.071649059965,1380796.9
"8",197.96310329247,3408566.3
"9",203.98257675355,1655539.6
"10",204.97048818803,1391891.5
"12",211.882509587302,1953022.5
"18",226.97827555825,26677752
"19",227.055876414164,1348415.8
"22",228.526697683218,3771285
"23",228.857564068882,2945974.8
"24",234.064368401152,1802436.3
"33",240.897702713363,4231786.5
"34",241.072187389389,8653692
"36",241.573772458071,2648620.8
"39",247.072184248899,1798465
"41",248.079989377658,74829344
"42",248.579819449599,1533265.3
"43",248.581621446253,19732050
"44",248.8997328556,2477039.8
"45",248.960285743168,174435952
"47",249.077881524822,5944192.5
"48",249.083341514684,2229249.3
"50",249.579508593426,1630448.5
"51",249.963649880172,6936277
"52",250.964502021841,1322931.9
"56",252.364151423043,1308920.1
"60",254.916746683513,1631335.9
"62",255.086984367425,3585719.8
"63",255.088001365536,5266104
"67",255.589463434447,1750630.8
"75",262.095652957573,1982272.8
"76",262.879716339036,79856520
"80",263.883024267914,1924708.4
"81",264.934185098009,1780228.3
"85",265.147795657054,40713304
"86",266.151138585859,5052851
"90",267.143578537172,1622989
"103",276.79916260521,34482288
"111",279.163432724662,2269634.5
"117",282.028658809993,7201344
"149",293.179077792253,7419413.5
"151",295.064502900181,3194682.5
"169",300.039261630818,3022702.5
"182",305.038037311876,42519076
"186",305.372492621462,14250562
"187",305.703333938508,3903327
"188",305.705722933577,1816287.3
"189",306.037871247925,1399804.4
"196",308.983757223832,5388671.5
"197",309.024874121397,1326850.9
"203",309.173908750105,12229520
"206",310.177216250549,1961832.4
"207",310.930642373526,3211306.8
"208",311.040510099811,2498228.5
"215",312.173623276868,2440344.3
"216",312.365269799416,17413290
"217",312.699685966279,5244614.5
"218",313.030723141561,1420196
"220",313.092574987469,9809129
"225",314.096053487487,1276674.1
"227",314.167553309358,1228424.4
"233",315.144564875314,1753502.8
"235",316.542632392286,1597722.6
"236",316.738924903259,3850796
"238",317.066340087564,3075913
"242",318.737152925042,1876317.5
"243",318.979532321198,2054515.1
"244",319.044905158334,7027961
"248",319.546594908466,2454565.5
"272",326.189543358782,4079992.5
