"","abundance","exp_mass","formula","R_mass","recal_err"
"1",1385385.4,223.061472,"C11H12O5",223.061208559706,0.0516341102241486
"2",1225956.5,235.025106,"C11H8O6",235.024828430403,0.0718799124300438
"3",1332008.1,235.061503,"C12H12O5",235.061225387417,0.120586798612745
"4",1439915.8,235.097878,"C13H16O4",235.097600344458,0.0757005556023649
"5",1684397.6,237.040772,"C11H10O6",237.040492049859,0.128455786314142
"6",1976561.3,237.077135,"C12H14O5",237.076855006913,0.0333266346088104
"7",1672501.3,239.056449,"C11H12O6",239.056166669302,0.230091845598821
"8",1907264.3,243.087669,"C11H16O6",243.087381908346,0.122933941716975
"9",1404349.1,249.040865,"C12H10O6",249.040570877496,0.438791575259165
"10",2408964,249.113526,"C14H18O4",249.113231791682,0.00328990018369657
"11",1858748.6,251.056442,"C12H12O6",251.056145497058,0.134761179171503
"12",3217600,251.09286,"C13H16O5",251.092563454047,0.263983623334674
"13",3346298.8,253.072076,"C12H14O6",253.071777116551,0.0608061180750686
"14",1557748.4,255.051372,"C11H12O7",255.051070778961,0.174444391877866
"15",3585719.8,255.087458,"C12H16O6",255.087156736343,0.999875671261562
"16",2345459.8,257.103388,"C12H18O6",257.103084355487,0.0875121710091024
"17",1400479.8,261.040812,"C13H10O6",261.040503705306,0.161295556323875
"18",1694872.8,263.056509,"C13H12O6",263.056198324726,0.329436504616031
"19",2519967.5,263.129266,"C15H20O4",263.128955238798,0.275772684309152
"20",2967888.8,265.072147,"C13H14O6",265.071833944215,0.272439336790358
"21",4918356,265.108495,"C14H18O5",265.108181901287,0.130768320958773
"22",2238340.8,267.051401,"C12H12O7",267.051085606674,0.222129587599341
"23",6289672,267.087801,"C13H16O6",267.087485563685,0.276207870497203
"24",4096955,269.067053,"C12H14O7",269.066735226147,0.218814190414929
"25",7323582.5,269.103396,"C13H18O6",269.103078183225,0.0606733530657703
"26",2798324,271.119075,"C13H20O6",271.118754802666,0.158170660513717
"27",1858004.8,275.056514,"C14H12O6",275.056078125024,0.12193663390956
"28",2511198.5,275.165616,"C17H24O3",275.165179952132,0.320637150539384
"29",1685765.3,277.035786,"C13H10O7",277.035346988522,0.105525937545589
"30",2527496.5,277.072192,"C14H14O6",277.071752930831,0.0317513752002336
"31",4104587.8,277.108536,"C15H18O5",277.108096873237,0.181735193629163
"32",1756302.9,277.144926,"C16H22O4",277.144486815571,0.165701515591742
"33",2263608.5,279.051451,"C13H12O7",279.05100879435,0.0626852748160691
"34",4708411.5,279.087849,"C14H16O6",279.087406736671,0.0181139276032121
"35",7075135,279.1242,"C15H20O5",279.123757679066,0.141938000633729
"36",1438695.9,281.030685,"C12H10O8",281.030239657909,0.182141687431709
"37",3951851,281.067091,"C13H14O7",281.066645600217,0.109405794553984
"38",10656238,281.103422,"C14H18O6",281.102976542644,0.303494367019442
"39",2135450,283.046336,"C12H12O8",283.045887463758,0.188821932861213
"40",8251037.5,283.082712,"C13H16O7",283.082263406114,0.222579157674249
"41",8241824.5,283.119082,"C14H20O6",283.11863334848,0.27752019582117
"42",2734284,285.062048,"C12H14O8",285.061596269511,0.018580796521317
"43",2319058.3,285.134808,"C14H22O6",285.134356154211,0.0204437985326934
"44",1610107.6,287.056516,"C15H12O6",287.056061108929,0.176117172218046
"45",1995517.5,287.077655,"C12H16O8",287.077200075431,0.142683581917006
"46",1512387.9,287.150461,"C14H24O6",287.150005960057,0.0211986161971909
"47",1540265.6,289.035813,"C14H10O7",289.035354972388,0.0735223207548117
"48",2081580.9,289.072227,"C15H14O6",289.071768914684,0.0248604151640471
"49",2719578.8,291.051436,"C14H12O7",291.050974778283,0.176973976507593
"50",3898973.8,291.087834,"C15H16O6",291.087372720603,0.134225785524038
"51",3788129,291.124205,"C16H20O5",291.123743662967,0.18423218282382
"52",1353636.3,291.160605,"C17H24O4",291.160143605285,0.134624708895254
"53",1566984.3,293.030705,"C13H10O8",293.030240641786,0.171325135141484
"54",3832843.5,293.067143,"C14H14O7",293.066678584043,0.00762114451894181
"55",7605262.5,293.103516,"C15H18O6",293.103051526404,0.0352416510862327
