"","exp_mass","abundance"
"2",112.985563031261,4897824
"3",126.904998534548,1233159
"4",152.991653610711,979547.9
"5",152.995759608205,917708.1
"12",181.071741649091,2725907
"21",197.063667313373,767131.4
"26",203.045564073164,853547.8
"27",203.06374106028,965709.7
"28",203.986928405888,920074.9
"30",203.990738403187,1009515.3
"31",203.991885402374,759435.4
"32",203.996467399126,1023339.9
"33",204.035181371684,958671.8
"34",204.05337135879,1191057.6
"35",204.071524345923,1340787.5
"37",205.024827670183,820500.2
"38",205.042983657313,943254.1
"40",205.061208644395,1283415.9
"41",206.022039963319,763513.8
"42",206.032617955821,783770.9
"43",206.069026930013,785950.6
"46",208.037690534545,973160.6
"48",209.027324833053,883566.6
"50",209.063728807248,835538.4
"52",210.035146118668,948534.9
"53",210.053349105765,1179608.9
"54",210.071554092861,1077210.8
"56",211.042984404272,823807.6
"58",211.079402378458,867011.4
"60",212.032629702772,948326.6
"61",212.050813689882,1123176.5
"62",212.069016676979,1207786.4
"65",214.03768947608,804696.1
"66",215.027337710745,760863.9
"67",215.045521696683,857377.8
"70",216.035183931337,1185865.8
"71",216.053366917276,907499.6
"72",216.071524903233,927085.6
"73",217.024749166067,1038513.8
"74",217.042998151954,1080851.8
"76",217.061178137895,772949.6
"77",217.07931412387,986967.6
"78",218.032601386654,841435.9
"79",218.050809372573,1018845.9
"80",218.068990358513,1341407.8
"82",219.040433607257,916070.2
"83",219.058663593159,1238472.1
"85",219.076871579078,877994
"86",220.048267827859,776848.5
"87",220.066496813762,883858.4
"89",221.027297070736,768983.8
"93",222.035133291336,909186.2
"94",222.053416277197,831236.1
"96",223.042949511951,953324.6
"98",223.07936448379,756272.4
"100",224.032605746611,1071669
"101",224.050775732559,1026198.9
"102",224.068972718487,1239128.9
"104",225.022242981284,922973.4
"106",225.058638953138,1053633.1
"109",226.030006201941,769671.5
"110",226.04821418786,993193.4
"111",226.066461173749,1289067.4
"112",226.978406468505,6343755.5
"114",227.027324430675,758160.5
"116",227.074215394412,802677.4
"118",228.035147651285,812602.4
"119",228.526822271053,8188398
"120",229.024746885988,923042.3
"121",229.028516883072,1088226.6
"123",229.042971871894,853572.1
"126",230.03263210655,1006859.8
"127",230.050855092457,845709.7
"128",230.068999078426,833871.6
"129",230.087217064337,814577.5
"130",231.022264341228,981939.3
"132",231.040418327188,1010165.1
"134",231.058609313121,1005943
"136",231.07680329905,1119544.9
"137",232.030038561875,1011228.3
"138",232.037698555952,776445.1
"139",232.04827854777,974302.2
"140",232.066453533714,1434208.1
"141",232.084610519673,1045857.9
"143",233.037896782458,802725.1
"145",233.056083768394,1210823
"146",233.074274754326,1223752.9
"149",234.063891989015,855791.4
"151",235.042978231848,782004.6
"154",236.032615466522,1073914.5
"155",236.050759452491,819100.3
"156",236.068988438394,780414.2
"158",237.058668673034,762115.7
"161",237.532098306912,1357268.1
"162",238.03003192184,1092166.9
"163",238.048276907731,1165768.8
"164",238.066472893659,1157642.6
"165",238.084659879594,958412.5
"167",239.037973142359,921325.4
"169",239.07426911429,1177585.1
"172",240.045690363051,947923.4
"173",240.063926348948,1072213.3
"177",242.032609826486,823931.3
"178",243.040464047072,987391.9
"182",244.030108281741,1064290.4
"183",244.048267267698,951972.1
"184",244.066455253632,946661.9
"185",244.084675239542,947175.8
"187",245.037907502369,1004934.1
"189",245.056102488298,961479.9
"190",245.07422947428,975433.7
"192",245.092466460177,913227.5
"193",246.027545737042,839463.6
"194",246.04578172294,1008809.4
"195",246.063907708922,963243.2
"196",246.08209169486,1288301
"197",246.100341680746,779822.8
"199",247.035381957642,960138.5
"200",247.053532943605,899020.3
"202",247.071734929529,1085390
"203",247.08991491547,888015.8
"205",248.032613186443,952235.9
"206",248.06140116418,769326.7
"207",248.960367468974,9489926
"212",250.030092641712,926893.7
"213",250.048269627655,968687.4
"214",250.084667599507,904946.9
"216",251.03785486237,966414.8
