"","exp_mass","abundance"
"2",112.9855651643,10385240
"3",126.905011147904,890959.3
"30",203.969405535749,727846.5
"62",226.977462718513,697404
"63",226.978430718026,9366332
"103",248.960372650279,3827653
"138",264.027479426326,759103.1
"143",266.043256299642,700970.3
"157",271.035391509373,701962
"161",272.024979956259,714331.3
"206",288.038165005962,747880.6
"212",290.043155885306,787170.4
"223",294.038139652378,840532.4
"263",305.954910991701,737291.7
"264",306.038121945191,702511.5
"279",311.11542310732,715483.6
"281",311.168613077591,1003422.1
"288",313.091050837427,790841.6
"291",314.035524284897,720039
"310",318.038083943345,747243.7
"333",325.184301762709,1166302.4
"338",327.043421675098,755331.6
"340",327.070146659464,719109.1
"370",334.032943586132,728533.4
"371",334.051200575451,733526.4
"378",336.048906406766,739663.8
"386",338.0882872137,808910.6
"391",339.106407618085,828110.9
"394",340.067474055848,761804.3
"403",341.122038438914,729680.4
"431",348.048654386748,716385.3
"453",353.121851418858,702856.1
"457",354.083091856519,779021.7
"487",360.04876236652,715592.3
"517",367.069514718054,738470.9
"569",378.918264574568,1162215.1
"575",379.512783165963,718808.6
"576",379.519385161426,748121.1
"577",379.528004155502,975065.9
"578",379.543623144767,706843.2
"582",380.7138293405,840508.8
"631",390.05943591739,707860.9
"638",392.062323540833,703233.2
"843",434.072821608076,715471.1
"915",447.134003770975,1214186.4
"924",449.149594944284,1480981.8
"946",453.136465331059,795752.8
"959",455.115804537222,799889.1
"1006",465.136329077847,706407.2
"1019",467.115686188766,932112.6
"1032",469.13125926512,730301.4
"1084",479.115513736233,743707.5
"1097",481.094783847234,865991.9
"1100",481.131200812478,1006027.1
"1112",483.110452923497,867704.2
"1165",493.130977359993,841710.9
"1177",495.110148471089,775328.5
"1422",543.063364682193,801184.6
"1588",583.058426098749,708820.9
"1630",595.058328822414,813977.8
"1699",611.902196994195,869021.4
"1904",689.24423131572,801959
"1926",701.070396202648,802989.3
"1944",709.197791565317,785341.3
"1983",737.136903310874,737169.1
"1985",739.114007452985,787101.5
"1987",741.095418591048,773553.8
"1989",741.202194490711,702354.1
"1992",743.220449594152,749816.8
"1995",747.176622876528,754499.3
"1998",749.229024947881,751242.8
"1999",751.115770174903,819429.3
"2011",765.093439040057,728183.2
"2013",773.121463496105,778624.4
"2014",775.17365156766,700987.8
"2015",781.255434852595,706702.9
"2019",795.143401802043,708601.1
