"","exp_mass","abundance","RT"
"1",305.8880489138,725609.1,16.53
"2",321.043307565667,817865.8,17.92
"3",322.051131348018,742058.1,16.1
"4",322.093202255444,803310.1,17.57
"5",324.048558952812,912108.4,20.18
"6",324.07241890031,1020910.8,22.8
"7",324.108725820419,879218.3,19.39
"8",326.051772544875,755476.4,16.41
"9",326.088100464938,1123896.1,25.27
"10",327.04335236297,812057.4,17.77
"11",327.106480224061,1585375.9,36.37
"12",328.03293918545,811583.4,17.76
"13",328.051089145512,796609.3,17.39
"14",329.040965967354,911784.8,18.94
"15",329.058928927828,882858.6,18.29
"16",330.030570789795,772145.5,15.78
"17",330.04856975019,1066579.4,22.44
"18",331.038292572371,761277.6,15.53
"19",332.046086354788,733739.2,14.91
"20",332.053691338054,1097964,23.14
"21",334.032977982766,1406663.4,30.11
"22",334.056817930308,953674.1,19.87
"23",334.069529902336,865483.5,17.88
"24",334.093067850542,871822.2,18.02
"25",335.022595805178,797943.2,16.35
"26",336.0304325875,842730.5,17.36
"27",336.048645547424,1287340.5,27.41
"28",336.072402495149,1384623.3,29.61
"29",336.108836414978,988915.5,20.66
"30",337.038282369794,812511.1,16.68
"31",338.051865139473,893717.8,18.51
"32",338.088111059717,1411994.1,30.22
"33",338.12453397957,759774.4,15.48
"34",340.033068779967,755777.8,14.45
"35",340.067397704429,1241158,24.75
"36",340.103782624366,1067466.4,21.06
"37",341.040719562699,726459.9,13.83
"38",342.030373385032,969460.9,18.98
"39",342.048611344901,915767.2,17.84
"40",342.083045269131,928699.4,18.11
"41",343.038105167586,759793.5,14.53
"42",344.027984989421,874093.2,16.95
"43",344.046118949519,833455.4,16.09
"44",345.035862771654,723052.3,13.74
"45",345.053888731989,845934.6,16.35
"46",346.032951577626,955243.3,18.67
"47",346.051465536888,771373.6,14.76
"48",346.056974524765,814510.4,15.68
"49",348.048573142386,1203055.6,23.92
"50",348.072602089512,1005042.8,19.72
"51",349.038164964855,898801.2,17.46
"52",349.10400881997,767673.9,14.68
"53",350.028007786772,846195.9,16.34
"54",350.046085746993,998774.3,19.58
"55",350.051739734552,1089655.1,21.51
"56",350.064414706661,889656.8,17.26
"57",350.088083654579,1214651.9,24.16
"58",350.124461574532,744640.7,14.19
"59",351.05405652902,1025084.6,18.9
"60",352.04364835149,930113.6,17.01
"61",352.067337299364,1480196.8,27.97
"62",352.079776271993,868166.4,15.77
"63",352.103912218883,1262025.8,23.62
"64",354.030313717682,723599.8,12.89
"65",354.082907588098,1530775,28.97
"66",354.119369498261,1029083.9,18.98
"67",355.0382762342,915546.4,16.71
"68",356.027800796147,731811.6,13.05
"69",356.046060751157,1168102.1,21.74
"70",356.062232711311,871912.4,15.84
"71",356.098633621624,1011693.4,18.62
"72",357.035657312926,756784.4,13.54
"73",357.053726268407,1077682.9,19.94
"74",357.116514113706,1014075.7,18.67
"75",358.03286585594,749308.6,13.39
"76",358.043579829543,971070.2,17.81
"77",358.056668797293,733376,13.07
"78",358.061725784834,947520.7,17.34
"79",359.051653345787,726989,12.94
"80",360.048593889462,1044507.3,19.27
"81",360.072323830995,943582.6,17.26
"82",361.038133451372,942889.4,17.24
"83",362.027889012749,1052088.5,19.41
"84",362.04608796791,816827.1,14.72
"85",362.051707954063,1051963.9,19.41
"86",362.064206923267,931837.8,17.02
"87",362.088153864265,1087233.3,20.11
"88",363.053667485371,943565.7,16.18
"89",364.04344704669,1219870.6,21.35
"90",364.061787001503,775905.3,13.05
"91",364.067321987865,1224034.1,21.43
"92",364.103682898277,1069287.5,18.53
"93",365.033326607762,756592.5,12.68
"94",365.053751557437,975283.5,16.77
"95",366.041119124699,749765.8,12.55
"96",366.046377111744,781510.6,13.15
"97",366.059067080477,971208.5,16.69
"98",366.083048021392,1476684,26.14
"99",366.119279932121,1132689.4,19.71
"100",367.137167424185,1621225.3,28.84
"101",368.062238144938,1091188,18.93
"102",368.098633055265,1525881.5,27.06
"103",369.035754746326,915398.7,15.64
"104",370.04348326342,991839.4,17.07
"105",370.078033178294,927204.6,15.86
"106",370.114258089041,957098.1,16.42
"107",371.033088825167,913078.1,15.59
"108",371.051237780451,967160.9,16.6
"109",372.041108341545,908368.5,15.5
"110",373.048981858282,727787.6,12.12
"111",374.027891446383,865666.9,14.7
"112",374.051569388044,748582.6,12.51
"113",374.06440435642,897480.6,15.29
"114",374.087925298468,871948.2,14.81
"115",376.043613479919,929404.8,14.9
"116",376.067268421637,1398464.4,23.12
"117",376.103867331462,818694.1,12.96
"118",377.033158041817,918487.8,14.7
"119",377.098877879892,831202.1,13.17
"120",378.04113055831,991734.4,15.98
