"","exp_mass","abundance"
"2",203.936322286025,815228.6
"3",203.941740280958,751029.1
"4",203.945737277221,838589.4
"27",305.912840279172,754065.4
"28",305.914899276629,914049.6
"29",305.91750627341,803137.7
"70",324.07233085704,868699.6
"75",325.090845599446,1010332.5
"77",325.094743594633,980380.8
"86",327.106456110704,883488.6
"113",334.033025558237,709133.1
"121",336.072479040056,849897.9
"130",338.088022551397,845578.2
"135",339.10632829406,1035933
"137",339.110561288834,967581.4
"140",340.067371107429,855532.4
"148",341.089912844862,969282
"177",348.04866325266,707752.7
"184",350.028062808629,711777.1
"186",350.088083734519,718502.8
"192",351.106160477466,850375.3
"196",352.067330290677,899683.4
"198",352.103697245774,720646.9
"203",353.085405033626,875397.9
"208",354.082867847195,1108327.5
"214",355.100982429205,980044
"249",362.051646748591,733075.5
"258",364.067268941311,874281.6
"264",365.053750567378,836435.5
"268",366.046624184542,735870.9
"270",366.082971133919,933250.9
"281",368.098518326744,736991.2
"289",369.085126952634,900620.1
"315",374.051755035308,737338.6
"324",376.067245228212,813601.8
"334",378.083056420669,845131.3
"340",379.100665003383,753794.1
"345",380.062474663812,868530.9
"347",380.098581613524,1044791.1
"357",382.077991856679,1081888.8
"359",382.114278806139,726949
"370",384.09349804956,893648.6
"395",388.067368514908,824942.8
"407",390.046448758523,789471.2
"409",390.083011707599,768995.6
"418",392.062277950954,1092949.6
"429",394.077891143687,1216781.3
"431",394.114315092957,720465.7
"440",396.093610336272,1005446
"442",396.13000728558,716618.6
"454",398.072711579857,709627.3
"492",404.038346261837,844259.3
"493",404.062212227179,976102.3
"504",406.077968299929,848802.8
"514",408.056967426058,929051
"516",408.093334373246,961695.6
"523",409.110762895752,990943.3
"528",410.072705498835,898840.1
"530",410.109210445823,824924.6
"538",411.126390968689,980956.4
"542",412.088371571716,896661.2
"570",416.062303800834,768967.8
"585",418.077856873879,794948.3
"595",420.056975999833,962619.7
"597",420.093475946828,787072.2
"608",422.072716072607,1061815
"610",422.109301019479,837243.6
"621",424.088463145371,899441.7
"630",425.112154658782,800944.6
"634",426.067583271323,740006.9
"665",430.07786844765,785876.9
"678",432.057042573524,859847.5
"680",432.093612520418,734475.9
"693",434.07275364634,1235581.8
"695",434.109087593577,765570.1
"699",435.053234222502,734325.3
"702",435.126040116774,729214.2
"707",436.088501719102,909747.4
"709",436.125066666003,730679.8
"716",437.141683189689,802931.4
"720",438.06754284517,870563.8
"722",438.104007792216,826408.2
"736",440.08319591807,753752.2
"764",444.057205147076,750648.4
"780",446.072743220143,961963.4
"782",446.109273167095,715695.8
"793",448.052069345797,866713.6
"795",448.088472292933,877406
"806",450.067425419128,947851.9
"812",451.04792599526,716801.8
"814",451.084399942294,809990.1
"820",452.083220491822,866942.1
"826",453.063550068203,723443.8
"829",453.099942015355,707064.2
"836",454.098741830874,799088.1
"866",458.072862554449,891597
"881",460.052022428714,775610.6
"883",460.087751372286,871038.8
"896",462.067347245863,847340.6
"908",464.083031062444,820766.8
"910",464.119624004652,723043.2
"924",466.098831878841,784593.2
"953",470.072695602822,724399.9
"969",472.088355419442,714787.4
"984",474.067764293314,839698.9
"986",474.103980236117,809751.4
