"","abundance","exp_mass","formula","R_mass","recal_err"
"1",818492.1,281.066864,"C13H14O7",281.066601144993,0.267571909406679
"2",717836.4,283.046155,"C12H12O8",283.045890293951,0.178822876050926
"3",920222,285.06182,"C12H14O8",285.061553408892,0.131774849469384
"4",1249465.3,295.082517,"C14H16O7",295.08224103749,0.289332304766075
"5",1251788.9,297.061775,"C13H14O8",297.061497186479,0.315713520363906
"6",808289.7,299.041104,"C12H12O9",299.040824335402,0.104319986626068
"7",1741731.3,299.077484,"C13H16O8",299.077204301379,0.122828673648657
"8",741497.5,301.056794,"C12H14O9",301.05651245032,0.022770408096489
"9",1114427.1,301.093139,"C13H18O8",301.092857416329,0.111872819226154
"10",917229.3,305.066874,"C15H14O7",305.066588700074,0.287315765221921
"11",1117000.8,307.04618,"C14H12O8",307.045892849018,0.156523878428815
"12",1654410.5,307.082533,"C15H16O7",307.082245815021,0.262468113833628
"13",1230604.3,307.118942,"C16H20O6",307.118654780971,0.186047501191016
"14",1101030.5,309.025527,"C13H10O9",309.025237997924,0.105267737478043
"15",2139624.3,309.061864,"C14H14O8",309.061574963942,0.0517984078567888
"16",3486954,309.098241,"C15H18O7",309.097951929922,0.0794188902735277
"17",2247752.3,311.041122,"C13H12O9",311.040831112931,0.0785054727106765
"18",4626506,311.077501,"C14H16O8",311.077210078909,0.0995178274988774
"19",997930.9,313.020417,"C12H10O10",313.020124261885,0.0133283601546921
"20",3900844.8,313.056773,"C13H14O9",313.056480227885,0.0810309158953944
"21",6298542.5,313.093156,"C14H18O8",313.092863193859,0.0891319533176117
"22",1852690,315.036107,"C12H12O10",315.035812376802,0.134026566172646
"23",3675667.8,315.072438,"C13H16O9",315.072143342826,0.0390898219442012
"24",3101205.8,315.108794,"C14H20O8",315.108499308825,0.132828563256619
"25",1000954.9,317.03059,"C15H10O8",317.030293511553,0.00841027813534696
"26",1458812.1,317.05171,"C12H14O10",317.051413491801,0.0212130845081925
"27",1355134,317.088132,"C13H18O9",317.087835457739,0.0937752850671807
"28",981822.8,317.10339,"C17H18O6",317.10309344347,0.0996131347150577
"29",796070.1,319.009752,"C14H8O9",319.009453660632,0.318934360093756
"30",2556904.3,319.046221,"C15H12O8",319.045922626526,0.0573037046294916
"31",2359530.3,319.082621,"C16H16O7",319.082322592484,0.0119776479872251
"32",2331350.8,321.025539,"C14H10O9",321.025238775458,0.103754838796554
"33",4574040.5,321.061898,"C15H14O8",321.061597741455,0.021081983992705
"34",4869467,321.098266,"C16H18O7",321.097965707444,0.033543332286888
"35",2861404.8,321.134668,"C17H22O6",321.1343676734,0.017718317285735
"36",1353928.6,323.004752,"C13H8O10",323.004449924489,0.0622330413729224
"37",5619658.5,323.041155,"C14H12O9",323.040852890445,0.00817511072701138
"38",8408013,323.077542,"C15H16O8",323.077239856416,0.00365307083441153
"39",8593359,323.113947,"C16H20O7",323.11364482237,0.0565758553573741
"40",2634560.3,325.020463,"C13H10O10",325.020159039387,0.119837342308193
"41",8547906,325.056821,"C14H14O9",325.056517005385,0.035102343867491
"42",15406661,325.093212,"C15H18O8",325.092907971352,0.0518956662931538
"43",5702844,327.036089,"C13H12O10",327.035783154365,0.0397532197421334
"44",11725502,327.072459,"C14H16O9",327.072153120351,0.00776155523913284
"45",14464704,327.108848,"C15H20O8",327.10854208632,0.00281888155329356
"46",1182777.4,329.01538,"C12H10O11",329.015072303323,0.114253693364355
"47",1162682.4,329.030636,"C16H10O8",329.030328289055,0.113800511555284
"48",7055163.5,329.051771,"C13H14O10",329.05146326929,0.130836237737172
"49",8859966,329.088161,"C14H18O9",329.087853235258,0.144376415476407
"50",4682560.5,329.124533,"C15H22O8",329.124225201242,0.103223048961122
"51",909371.9,331.009886,"C15H8O9",331.009576438052,0.0635459352398961
"52",1695549.3,331.031049,"C12H12O11",331.03073941826,0.165067235608645
"53",2759358.3,331.046233,"C16H12O8",331.04592340406,0.0528777970106461
"54",780923.8,312.080861,"C14H16O8",312.080569140562,0.0861831153209686
"55",923105.6,314.096572,"C14H18O8",314.09627825546,0.102373142700324
"56",860370.1,322.06518,"C15H14O8",322.064878803181,0.208559358613931
"57",822996.2,322.101634,"C16H18O7",322.10133276909,0.00400789889176025
"58",761093.9,324.044526,"C14H12O9",324.044222952088,0.0383304122958324
"59",1291912,324.080897,"C15H16O8",324.080593918074,0.006537158474814
"60",1496202.1,324.11728,"C16H20O7",324.116976884048,0.0143710205216619
"61",1197823.6,326.060209,"C14H14O9",326.059904067012,0.13332482002661
"62",2735489.8,326.096582,"C15H18O8",326.096277032996,0.094857136283556
"63",990203,328.039455,"C13H12O10",328.039148216012,0.070303724712143
"64",1831037.3,328.07583,"C14H16O9",328.075523181994,0.0381712559701145
"65",2200959.5,328.112251,"C15H20O8",328.111944147933,0.146241857635129
"66",1122172.9,330.055114,"C13H14O10",330.054805330959,0.0912379435818423
"67",1256575.3,330.091507,"C14H18O9",330.091198296924,0.113829718893757
"68",762241.6,330.127944,"C15H22O8",330.127635262848,0.269698209163874
"69",3553727.8,331.067443,"C13H16O10",331.067076291093,0.0181529772520045
"70",2648770.3,331.10374,"C14H20O9",331.103373250888,0.249274509654539
"71",2765636.3,333.025518,"C15H10O9",333.025149122219,0.169192361513442
"72",4915271,333.061923,"C16H14O8",333.061554081895,0.110763132652033
"73",3512649.3,333.098345,"C17H18O7",333.097976041552,0.0013106900670988
"74",2141387.8,333.134702,"C18H22O6",333.134333001281,0.086998408408415
"75",5779665,335.041214,"C15H12O9",335.040842889521,0.0377321716447241
"76",6576852,335.077555,"C16H16O8",335.077183849268,0.170669223140471
"77",6577878.5,335.113972,"C17H20O7",335.11360080893,0.0767889096084905
"78",2563033,335.15037,"C18H24O6",335.149998768614,0.0396199492080644
"79",3299936,337.020456,"C14H10O10",337.020082697201,0.110950761101909
"80",8954723,337.056848,"C15H14O9",337.056474656891,0.0917895013793496
"81",10819941,337.093257,"C16H18O8",337.092883616563,0.0222012314979751
"82",9002344,337.129617,"C17H22O7",337.129243576288,0.0979726590886774
"83",7037429.5,339.036108,"C14H12O10",339.035732464552,0.1111655216017
"84",12300792,339.072506,"C15H16O9",339.072130424235,0.0744228163349421
"85",15451643,339.108897,"C16H20O8",339.108521383927,0.0583303309585106
"86",1959436.9,341.015432,"C13H10O11",341.015054272141,0.0573581785490207
"87",10923664,341.051762,"C14H14O10",341.0513842319,0.105513531742229
"88",15255187,341.088166,"C15H18O9",341.087788191577,0.0513978005130318
"89",10161813,341.124567,"C16H22O8",341.124189151257,0.00608805482329663
"90",4402475,343.031033,"C13H12O11",343.030653039548,0.0925176468344275
"91",1649580.3,343.046292,"C17H12O8",343.045912022647,0.0842056120304616
"92",9677102,343.067444,"C14H16O10",343.067063999217,0.0183113538706401
"93",9755441,343.103802,"C15H20O9",343.103421958945,0.0985929876851407
"94",3004979.8,343.140214,"C16H24O8",343.139833918613,0.0214875273023894
"95",1843659.6,345.02557,"C16H10O9",345.025187830287,0.0511187375839096
"96",3846093.5,345.046703,"C13H14O11",345.046320806879,0.0406694976046365
"97",3198926.8,345.061962,"C17H14O8",345.061579789977,0.0324083094119742
"98",4378576.5,345.083099,"C14H18O10",345.082716766565,0.01036990591712
"99",2449363.3,345.11943,"C15H22O9",345.119047726322,0.168417269862669
"100",4612466,347.041255,"C16H12O9",347.040870597601,0.0434135082021646
