"","exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag"
"35",305.045362614009,867537.1,20.82,"C18H10O5","O5","CHO",18,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.052639066169,305.04554697834,-0.602394189332153,0.6,305,304.704746236965,0.295253763034907,14,0.277777777777778,0.555555555555556,9,23.5425248792692,23,1,38,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"36",307.024696432064,1218627.6,30,"C17H8O6","O6","CHO",17,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.031972884224,307.02481153684,-0.373678015880572,0.37,307,306.681869913196,0.318130086803706,14,0.352941176470588,0.470588235294118,8,23.6947759991538,23,1,36,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"37",307.061085373565,1271493.8,31.38,"C18H12O5","O5","CHO",18,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.068361825725,307.06119704214,-0.362479853725338,0.36,307,306.718218222481,0.281781777519143,13,0.277777777777778,0.666666666666667,8,23.6975748841769,23,1,38,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"38",309.003919250297,1005432.6,24.42,"C16H6O7","O7","CHO",16,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.011195702457,309.00407609534,-0.505933479996295,0.51,309,308.658882713549,0.341117286450753,14,0.4375,0.375,7,23.8470271190385,23,1,34,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"39",309.040305191803,1956858.8,49.28,"C17H10O6","O6","CHO",17,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.047581643963,309.04046160064,-0.504467203671786,0.5,309,308.695228026188,0.304771973811512,13,0.352941176470588,0.588235294117647,7,23.8498260040615,23,1,36,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"40",309.076699133297,1128828.9,27.65,"C18H14O5","O5","CHO",18,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.083975585457,309.07684710594,-0.477201836971065,0.48,309,308.731581329882,0.268418670117967,12,0.277777777777778,0.777777777777778,7,23.8526248890846,23,1,38,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"41",311.019618009892,2226546.3,55.36,"C16H8O7","O7","CHO",16,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.026894462052,311.01972615914,-0.346602327140735,0.35,311,310.672330725902,0.327669274097786,13,0.4375,0.5,6,24.0020771239462,23,1,34,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"42",311.05597195145,1950196.4,48.27,"C17H12O6","O6","CHO",17,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.06324840361,311.05611166444,-0.447707285279293,0.45,311,310.708644074324,0.291355925675759,12,0.352941176470588,0.705882352941177,6,24.0048760089692,23,1,36,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"43",311.09233689299,921526.6,21.85,"C18H16O5","O5","CHO",18,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.09961334515,311.09249716974,-0.513543569610956,0.51,311,310.744968410446,0.255031589554051,11,0.277777777777778,0.888888888888889,6,24.0076748939923,23,1,38,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"44",312.998829828143,1335532.4,32.48,"C15H6O8","O8","CHO",15,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314.006106280303,312.99899071764,-0.512376967999943,0.51,313,312.649332538556,0.350667461444459,13,0.533333333333333,0.4,5,24.1543282438308,23,1,32,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
