"","abundance","exp_mass","theor_mass","recal_err","orig_err"
"1",223.040397,"C14H8O3",223.04006766994,0.0113577933231476,1.4765511122654
"2",225.019595,"C13H6O4",225.01933222844,0.3201351823802,1.16777326381098
"3",226.998911,"C12H4O5",226.99859678694,0.103701709351829,1.38420705885402
"4",239.035324,"C14H8O4",239.03498229224,0.0583784937006399,1.42953034200055
"5",241.014562,"C13H6O5",241.01424685074,0.180312675372595,1.307595978811
"6",242.993862,"C12H4O6",242.99351140924,0.0451100005169825,1.44279885489105
"7",245.009504,"C12H6O6",245.00916147304,0.0898918413175127,1.3980169474739
"8",247.025155,"C12H8O6",247.02481153684,0.0975093358563466,1.39039944159701
"9",249.040822,"C12H10O6",249.04046160064,0.0407570309083557,1.44715183091299
"10",251.056453,"C12H12O6",251.05611166444,0.128310043590751,1.35959868795886
"11",251.071715,"C16H12O3",251.07136779754,0.105025233718309,1.38288353248517
"12",254.99388,"C13H4O6",254.99351140924,0.0424181174358576,1.44549074191394
"13",255.030293,"C14H8O5",255.02989691454,0.0651852050025187,1.55309422453797
"14",257.009505,"C13H6O6",257.00916147304,0.151275567171544,1.33663313032983
"15",258.988855,"C12H4O7",258.98842603154,0.168413723694832,1.65632289674522
"16",259.025184,"C13H8O6",259.02481153684,0.049964900524728,1.43794394762257
"17",261.040824,"C13H10O6",261.04046160064,0.0996206992048387,1.38828807514966
"18",263.056533,"C13H12O6",263.05611166444,0.113785532863327,1.60169462459577
"19",265.072213,"C13H14O6",265.07176172824,0.214542037982526,1.7024512797165
"20",265.087404,"C17H14O3",265.08701786134,0.0312601758657972,1.45664870024386
"21",267.066687,"C16H12O4",267.06628241984,0.0269964621910534,1.51490542481414
"22",269.0096,"C14H6O6",269.00916147304,0.142247094002069,1.63015622817227
"23",271.025222,"C14H8O6",271.02481153684,0.0265765851865502,1.51448554716026
"24",273.004443,"C13H6O7",273.00407609534,0.14395566099471,1.34395304726428
"25",246.012822,"C12H6O6",246.01251647304,0.245992232851539,1.24191632366523
"26",256.033629,"C14H8O5",256.03325191454,0.0151101242567417,1.47279877587112
"27",260.02849,"C13H8O6",260.02816653684,0.24395424374605,1.24395431577537
"28",270.012923,"C14H6O6",270.01251647304,0.0176766638042209,1.50558561264035
"29",272.028498,"C14H8O6",272.02816653684,0.269420141384744,1.21848838024064
"30",273.040871,"C14H10O6",273.04046160064,0.179922563117584,1.49940912627653
"31",274.983765,"C12H4O8",274.98334065384,0.136161332852604,1.54317042986552
"32",275.03542,"C17H8O4",275.03498229224,0.0878697093832887,1.59146213456821
"33",275.0565,"C14H12O6",275.05611166444,0.2674903085577,1.41184123376334
"34",277.014671,"C16H6O5",277.01424685074,0.148185728104442,1.53114601450714
"35",277.072201,"C14H14O6",277.07176172824,0.0939239334321806,1.58540790032619
"36",279.087893,"C14H16O6",279.08741179204,0.0448874418601594,1.72421950866834
"37",279.103044,"C18H16O3",279.10266792514,0.331888706945511,1.34744272711578
"38",281.009548,"C15H6O6",281.00916147304,0.3038355437084,1.37549593757768
"39",281.082349,"C17H14O4",281.08193248364,0.197499098279176,1.48183256155535
"40",283.025223,"C15H8O6",283.02481153684,0.225525645178449,1.45380596760258
"41",283.061611,"C16H12O5",283.06119704214,0.21689924741417,1.46243237979817
"42",285.040884,"C15H10O6",285.04046160064,0.197439027424232,1.4818926324312
"43",287.020142,"C14H8O7",287.01972615914,0.230508328069361,1.44882327624411
"44",287.035467,"C18H8O4",287.03498229224,0.0093393739979405,1.68867138118121
"45",287.05653,"C15H12O6",287.05611166444,0.222001351145057,1.45733026759797
"46",288.999455,"C13H6O8",288.99899071764,0.0728129021190951,1.6065189670356
"47",289.051126,"C18H10O4",289.05063235604,0.0284793430486634,1.70781138230027
"48",289.072244,"C15H14O6",289.07176172824,0.0109858256424463,1.66834614741705
"49",291.030407,"C17H8O5",291.02989691454,0.0733588129742375,1.7526909276853
"50",291.087854,"C15H16O6",291.08741179204,0.16017307088558,1.51915865168465
"51",293.009523,"C16H6O6",293.00916147304,0.445489413284548,1.23384183012249
"52",293.103497,"C15H18O6",293.10306185584,0.19472022006125,1.48461144435917
"53",295.025308,"C16H8O6",295.02481153684,0.00345243515332179,1.68278443232775
"54",295.098064,"C18H16O4",295.09758254744,0.0478290167303865,1.63150289438538
"55",297.0409,"C16H10O6",297.04046160064,0.203440595550442,1.47589105418452
"56",297.077346,"C17H14O5",297.07684710594,1.14675371451989e-05,1.67934345897904
"57",299.056576,"C16H12O6",299.05611166444,0.126661420530508,1.55267035821737
"58",301.035835,"C15H10O7",301.03537622294,0.155334565329723,1.52399716534521
"59",301.05112,"C19H10O4",301.05063235604,0.0595247639613335,1.6198071274508
"60",301.072217,"C16H14O6",301.07176172824,0.167161464739218,1.51217024607124
"61",303.015117,"C14H8O8",303.01464078144,0.10772933373034,1.5716024768753
"62",303.030445,"C18H8O5",303.02989691454,0.12935223315383,1.80868444186145
"63",303.066767,"C19H12O4",303.06628241984,0.0804071717143271,1.59892468465648
"64",303.087857,"C16H16O6",303.08741179204,0.210422199185238,1.46890943896498
"65",304.99435,"C13H6O9",304.99390533994,0.221400650288861,1.4579309693382
"66",305.00967,"C17H6O6",305.00916147304,0.0120805430340792,1.66725142813871
"67",305.04605,"C18H10O5",305.04554697834,0.0303268494107922,1.64900509113331
"68",305.103591,"C16H18O6",305.10306185584,0.0549807637021406,1.73431284753202
"69",307.025347,"C17H8O6",307.02481153684,0.0647066221802389,1.74403872227634
"70",309.004629,"C16H6O7",309.00407609534,0.109979689973308,1.78931186608456
