"","abundance","exp_mass","formula","R_mass","recal_err"
"1",815836.8,187.097567,"C9H16O4",187.097558621841,0.127877648346254
"2",4326279.5,199.170355,"C12H24O2",199.170346081226,0.0375397926665118
"3",1635275.4,213.186007,"C13H26O2",213.185997453611,0.0289335572805876
"4",748970.1,219.087442,"C9H16O6",219.087432189347,0.0931012256890709
"5",2065381,225.185998,"C14H26O2",225.185987916255,0.0697449408473523
"6",4115678.5,227.201669,"C14H28O2",227.201658825994,0.0226246350118693
"7",1061625.4,239.201643,"C15H28O2",239.201637572575,0.0673618446939415
"8",1730874.3,241.217307,"C15H30O2",241.21730152684,0.00921409658098504
"9",833982.9,243.160205,"C13H24O4",243.160199482757,0.0685972365255049
"10",2637994.3,253.2173,"C16H30O2",253.217294254564,0.0374969490513476
"11",4103506.3,255.232954,"C16H32O2",255.232948208829,0.0219580227291488
"12",1222763.8,267.196576,"C16H28O3",267.196569937377,0.00609827241980848
"13",2507893.3,269.212223,"C16H30O3",269.212216891643,0.00549788222042297
"14",852224.8,271.191482,"C15H28O4",271.191475846734,0.0261199426353539
"15",1066754.3,271.227887,"C16H32O3",271.227880845908,0.0457562423192455
"16",931653.2,283.191499,"C16H28O4",283.191492574457,0.0340554618101323
"17",758984.6,283.264281,"C18H36O2",283.264274572805,0.0728364592844057
"18",728097.1,285.170771,"C15H26O5",285.170764529548,0.0597565060809459
"19",1697954.9,285.207151,"C16H30O4",285.207144528722,0.0404431752894818
"20",783230.3,287.150065,"C14H24O6",287.150021087627,0.0314831517242659
"21",771231.9,297.243494,"C18H34O3",297.243448544092,0.235346589805754
"22",1295164,299.186402,"C16H28O5",299.186356246973,0.138059643095815
"23",886744.8,301.165678,"C15H26O6",301.165631944292,0.100166624224708
"24",856578.6,309.207191,"C18H30O4",309.207143714545,0.0346709510499093
"25",947032.1,311.222848,"C18H32O4",311.222800406301,0.0557429028788957
"26",808875.2,313.238515,"C18H34O4",313.238467098056,0.108468221694407
"27",2278009,315.181324,"C16H28O6",315.181275800952,0.115406232823829
"28",902062.7,327.217711,"C18H32O5",327.21766096029,0.112218411310281
"29",731951.6,329.197056,"C17H30O6",329.197005657599,0.131893558497852
