"","exp_mass","abundance","RT"
"1",137.517648962909,802456.8,24.46
"2",203.96811679795,753132.3,21.33
"3",203.968943797373,776108.4,22.04
"4",242.022030920935,712345.1,19.22
"5",256.037751839855,683612.6,18.1
"6",268.037715208647,867628.5,23.16
"7",280.037673577443,902146.5,23.77
"8",282.016954153807,705919.2,18.17
"9",288.042748035996,792176.4,20.46
"10",290.058420433746,689001.7,17.53
"11",292.037671860447,918113.3,23.8
"12",294.01704728705,687640.2,17.34
"13",294.053335258204,730457.2,18.54
"14",296.032559684927,885519.8,22.89
"15",302.058412895001,829044.9,21.1
"16",306.053385719413,937635.3,24.11
"17",308.03264314611,968538.8,24.97
"18",310.048281543887,710419.9,17.62
"19",316.03775378288,789891.7,19.81
"20",318.053448180613,958593.4,24.44
"21",320.032659607345,951871.4,23.99
"22",322.04839000505,831232.3,20.7
"23",323.071227192,878882,22
"24",324.027582431798,792257.9,19.64
"25",330.05326164201,926230.1,22.91
"26",332.032662068592,1015968.5,25.31
"27",332.069147039591,846945.9,20.79
"28",334.048191466456,990638.9,24.63
"29",335.071234653244,837591.6,20.53
"30",336.027575893052,791102.4,19.29
"31",337.050604079851,797608.5,19.46
"32",337.087007050914,885994,21.83
"33",342.053395198009,977151.7,23.86
"34",344.032710943469,886361.1,21.46
"35",346.048335665916,1045622.6,25.65
"36",348.027565411431,773844.6,18.5
"37",348.064136388251,698006.4,16.5
"38",349.087034739912,710279.9,16.82
"39",351.066296485407,1000489.4,24.03
"40",352.07410884663,738332,17.25
"41",354.053514592033,904960.9,21.55
"42",356.06912431449,925353.8,22.08
"43",358.04829806004,989522.9,23.74
"44",360.027687805453,838846.2,19.84
"45",360.063871782519,915712.1,21.82
"46",362.043314527898,919341.5,21.92
"47",363.066287879512,871910.8,20.3
"48",364.022589273385,728860.8,16.67
"49",365.082009601898,1134809.1,26.98
"50",368.032784731623,682884.3,15.5
"51",368.069101708604,685318.4,15.56
"52",370.048230454183,994491.6,23.41
"53",372.02763019959,724786.6,16.56
"54",372.063999176538,850548.8,19.75
"55",374.043303922005,982829.7,23.1
"56",376.022513667533,756904.3,17.03
"57",377.081937996043,975210.7,22.46
"58",378.053366380327,734503.9,16.47
"59",379.061276741489,1343016,31.61
"60",379.097675718418,999338.3,23.06
"61",380.069135102683,789928.4,17.84
"62",384.027548593741,707433.6,15.78
"63",384.064002570636,946668,21.74
"64",386.043304316105,1062447,24.62
"65",388.058915896584,819382,18.56
"66",389.081918324255,944059.1,21.66
"67",391.061177216939,1201730,27.5
"68",391.097553196588,854212.5,19.02
"69",392.069177653003,828615.2,18.4
"70",393.040618109521,873034.3,19.48
"71",393.076877089235,1522764.9,35.32
"72",394.048313545756,682704.3,14.84
"73",396.064026418045,729245.2,15.97
"74",398.043226310762,1040681,23.56
"75",398.079714290348,717739.6,15.69
"76",400.058847183103,738040.7,16.18
"77",401.081959610712,710722.1,15.51
"78",402.038303075677,822279.1,18.23
"79",403.061343503326,928785.2,20.82
"80",403.097435483134,885139.8,19.76
"81",405.040419396113,724065.4,15.46
"82",405.0769063757,1278116.1,28.66
"83",407.056141268397,1611829.6,36.6
"84",407.092568248018,1189816.3,26.55
"85",408.06394770457,909056.1,19.86
"86",410.043291597206,852563.3,18.51
"87",412.058842469586,952170.3,20.88
"88",414.038266362178,683263.6,14.47
"89",415.097535769559,788559.9,16.98
"90",417.076844662215,1115174.8,24.75
"91",419.056259554812,1014270.6,22.35
"92",419.092571534497,1139777.4,25.34
"93",420.063790991138,790988.2,17.03
"94",421.035156447698,853975.3,17.99
"95",421.071828427182,1519706.1,33.38
"96",421.108174406848,759516.9,15.8
"97",422.043260883704,709221.4,14.64
"98",422.079704863315,722088.2,14.93
"99",424.058973755994,865602.3,18.25
"100",426.038189648702,710749.1,14.67
"101",426.074699628276,696159.9,14.33
"102",428.053997520938,861819.6,18.15
"103",429.076946948639,981708.4,20.92
"104",431.055804841547,847913.2,17.83
"105",431.092616820952,1222252.1,26.48
"106",433.035129734194,712646.9,14.7
"107",433.071762713699,1398409.8,30.55
"108",433.108147693343,947852.7,20.13
"109",435.05111660633,1423016.3,31.11
"110",435.087512585968,1511083.1,33.15
"111",436.058925042502,796985.3,16.64
"112",438.074641885456,778715.8,15.71
"113",439.097715301342,688494.6,13.69
"114",441.076788171409,888399.5,18.17
"115",442.033237625334,762717.5,15.35
"116",443.056128041324,762033.1,15.33
"117",443.092610020495,955188.1,19.66
"118",444.049016474444,765890.5,15.42
"119",445.0717928905,1313622.5,27.68
"120",445.108066869789,728793.6,14.58
"121",447.050915760538,1131385.8,23.6
"122",447.08739673971,1511804.8,32.12
"123",449.030216630475,786973.8,15.88
"124",449.066702609644,1744544.8,37.33
"125",449.103046588894,1132067.8,23.61
"126",450.074460034274,721140.6,14.4
"127",452.053800904189,710489.8,14.16
"128",453.083200316463,693552,13.78
"129",455.092484169281,789272.9,15.92
"130",457.071810039204,1039552.1,20.82
"131",459.051003909202,864232,17.02
"132",459.087304888476,1035115.1,20.72
"133",460.058987333704,793917.9,15.49
"134",461.030156779224,720848.8,13.91
"135",461.066687758367,1490835.9,30.59
"136",461.103118737567,1023511,20.46
"137",462.074732182833,813546.1,15.91
"138",463.045983628306,1437117.4,29.42
"139",463.082490607463,1797952.5,37.24
"140",463.119048586591,804355.6,15.71
"141",464.053927052831,911572,18.03
"142",466.033428922653,775230.7,15.07
"143",466.069520902047,823425.8,16.12
"144",467.092542317962,714458.3,13.76
"145",469.071455188121,842566.2,16.53
"146",469.10825516711,780873.4,15.19
"147",471.05078705804,719090.8,13.85
"148",471.087390037142,1044214,20.89
"149",471.123919016286,717305.3,13.81
"150",473.066686907081,1050019.5,21.02
"151",473.103241886211,1015846.6,20.28
"152",475.045884777077,1129425.6,22.73
"153",475.082299756286,1482452.9,30.38
"154",475.118883735399,751256.1,14.54
"155",477.025323646935,819456.6,16.01
"156",477.061558626247,1627523.9,33.52
"157",477.098021605429,1305479,26.55
"158",478.069796050604,731165.3,13.61
"159",479.092387466765,713464.1,13.24
"160",481.108291315804,796075.9,14.96
"161",483.08750718579,1143709.3,22.23
"162",485.066500055902,927823.3,17.71
"163",485.102964035084,1261650.6,24.7
"164",486.074628480321,736234.3,13.7
"165",487.045895925785,937858.1,17.92
"166",487.082380904954,1336581.4,26.26
"167",487.118820884149,683720.8,12.6
"168",488.054074350175,734557.5,13.66
"169",489.061536774974,1630905,32.41
"170",489.09801075415,1446588.4,28.56
"171",491.040981644829,1433069.4,28.27
"172",491.077457624003,1819120.8,36.35
"173",491.113639603346,928820.1,17.72
"174",492.048893069372,805833.6,15.14
"175",494.06439591864,686850.4,12.65
"176",495.087259334645,835168.6,15.75
"177",497.066437204653,745687.2,13.88
"178",497.102866183854,1019162.6,19.6
"179",499.045820074543,690958.6,12.73
"180",499.082225053758,1262418,24.68
"181",499.118422033091,693973.4,12.79
"182",501.061525923695,1163274.3,21.82
"183",501.097934902907,1201677.6,22.59
"184",501.134152882229,780177,14.08
"185",503.040598793762,995907.3,18.43
"186",503.07734777278,1513542.6,28.88
"187",503.113609752077,840586.1,15.3
"188",504.048761218161,753697.8,13.54
"189",504.085128197398,703205.1,12.52
"190",505.02021366352,689021,12.23
"191",505.056348642889,1735808.4,33.37
"192",505.092854622046,1445507.8,27.51
"193",509.102675332677,799614.4,14.46
"194",511.082098202544,1016890.5,18.84
"195",513.061677072323,1140983.3,21.34
"196",513.097889051648,1106042.8,20.64
"197",515.040901942303,845108.9,15.36
"198",515.077254921548,1326392.3,25.08
"199",515.113397900912,943291.8,17.35
"200",517.056485791525,1333494.6,25.22
"201",517.092899770735,1328762.1,25.13
"202",519.035717661501,1149109.6,21.5
"203",519.072244640646,1937977.3,37.42
"204",519.108432619985,1000636.7,18.5
"205",520.079880065347,708890.8,12.6
"206",521.102209481657,690301.9,12.23
"207",523.082375351101,891070.8,16.28
"208",523.118488330482,689602.3,12.21
"209",525.061149221338,716864.3,12.76
"210",525.097748200443,1013635.9,18.75
"211",527.040601091189,766914.9,13.26
"212",527.076984070417,1258950.5,22.83
"213",527.113387049633,1032522.1,18.42
"214",528.084883494966,695018.1,11.86
"215",529.056441940264,1284746.3,23.32
"216",529.092762919527,1479053.9,27.1
"217",529.129229898707,704913.5,12.05
"218",531.035500810339,1000015.3,17.78
"219",531.072142789419,1399762.9,25.56
"220",531.108369768735,1134550.5,20.4
"221",533.051491659329,1474713.1,27.01
"222",533.088021638472,1578396.8,29.03
"223",533.102937629956,719902.3,12.33
"224",535.081865500106,709477.9,12.12
"225",537.097775349141,1105842.6,19.83
"226",539.077159219031,1167869.3,21.03
"227",539.113305198394,874561,15.33
"228",541.056292089064,920905.5,16.22
"229",541.092872068179,1055565.3,18.84
"230",541.128973047567,772497,13.34
"231",543.035129959265,738455.3,12.67
"232",543.072124938143,1335195.3,24.28
"233",543.108528917359,1050911,18.75
"234",544.079785362829,755972.8,13.01
"235",545.051328808136,1249770.9,22.61
"236",545.088045787173,1394158.8,25.42
"237",545.123959766668,698866.6,11.9
"238",547.030890677924,990012.6,17.56
"239",547.066979657319,1497536.4,27.43
"240",547.103423636512,1340996.3,24.38
"241",547.118458627928,679621.8,11.52
"242",549.097348498099,889497.4,15.6
"243",551.07737836762,913007.1,16.05
"244",551.113359347077,897523.1,15.75
"245",553.056194237834,909638.8,15.98
"246",553.092715216983,1040458.9,18.53
"247",555.071900086986,1083684.9,18.6
"248",555.108291066209,1069992.9,18.34
"249",557.051235956903,1030401.2,17.6
"250",557.08777793604,1410821.3,24.71
"251",557.124080915313,696329.4,11.36
"252",559.067187805915,1345764,23.49
