"","abundance","exp_mass","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_mass2","C13_abund2","S34_mass","S34_abund","tag"
"1",1351938.9,521.108638040279,"C27H22O11","O11","CHO",27,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,522.115914492439,521.10893509494,-0.568943893275218,0.57,521,520.526763479675,0.473236520325258,17,0.407407407407407,0.814814814814815,6,40.1627855036231,38,0.9,56,0.4,0,0,0,0,0,0,"Unambiguous"
"2",2497536.3,425.051467770995,"C21H14O10","O10","CHO",21,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426.058744223155,425.05142021744,0.111612672883689,0.11,425,424.576851504849,0.423148495151338,15,0.476190476190476,0.666666666666667,5,32.7737458976615,31,0.9,44,0.3,0,0,0,0,0,0,"Unambiguous"
"3",1900490.1,383.040846548626,"C19H12O9","O9","CHO",19,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384.048123000786,383.04085553134,-0.023389553059804,0.02,383,382.613139717442,0.386860282558132,14,0.473684210526316,0.631578947368421,5,29.5421639987308,28,0.9,40,0.3,0,0,0,0,0,0,"Unambiguous"
"4",994871.3,533.072116076561,"C27H18O12","O12","CHO",27,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,534.079392528721,533.07254958964,-0.811701564568494,0.81,533,532.476882989505,0.52311701049473,19,0.444444444444444,0.666666666666667,7,41.0830635416769,39,0.9,56,0.3,0,0,0,0,0,0,"Unambiguous"
"5",1035051.6,519.05671203711,"C26H16O12","O12","CHO",26,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.06398848927,519.05689952584,-0.360510886820246,0.36,519,518.477128675412,0.522871324587641,19,0.461538461538462,0.615384615384615,7,40.0049366136923,38,0.9,54,0.3,0,0,0,0,0,0,"Unambiguous"
"6",1447183.6,461.130401328946,"C19H26O13","O13","CHO",19,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462.137677781106,461.13006446714,0.72892088730922,0.73,461,460.615499003275,0.384500996725421,7,0.68421052631579,1.36842105263158,-6,35.5490262245615,32,0.9,40,0.7,0,0,0,0,0,0,"Unambiguous"
"7",3030689,453.046398954749,"C22H14O11","O11","CHO",22,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,454.053675406909,453.04633483974,0.141205792517758,0.14,453,452.540523298348,0.459476701652306,16,0.5,0.636363636363636,5,34.9272008686077,33,0.9,46,0.3,0,0,0,0,0,0,"Unambiguous"
"8",1425090.9,447.114755290202,"C18H24O13","O13","CHO",18,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448.122031742362,447.11441440334,0.760700965491818,0.76,447,446.615502960108,0.384497039892494,7,0.722222222222222,1.33333333333333,-6,34.4708992965769,31,0.9,38,0.6,0,0,0,0,0,0,"Unambiguous"
"9",4132141.8,417.103895998075,"C17H22O12","O12","CHO",17,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,418.111172450235,417.10384971724,0.110690260430383,0.11,417,416.63815406157,0.361845938430008,7,0.705882352941177,1.29411764705882,-5,32.1623943207231,29,0.9,36,0.6,0,0,0,0,0,0,"Unambiguous"
"10",4072722.8,403.088122959702,"C16H20O12","O12","CHO",16,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,404.095399411862,403.08819965344,-0.189791168916551,0.19,403,402.638031160583,0.361968839416988,7,0.75,1.25,-5,31.0842673927385,28,0.9,34,0.6,0,0,0,0,0,0,"Unambiguous"
