"","abundance","exp_mass","formula","R_mass","recal_err"
"1",947766.5,253.072168,"C12H14O6",253.071684317772,0.305883469429973
"2",1631754.4,267.087882,"C13H16O6",267.087371530346,0.150743509343214
"3",1614729.1,269.067157,"C12H14O7",269.066642747472,0.124887512021159
"4",1078668.5,279.087912,"C14H16O6",279.087378595382,0.118947172171317
"5",1116237.1,281.06714,"C13H14O7",281.066602812597,0.261638781567836
"6",2098959.5,281.103539,"C14H18O6",281.10300174303,0.213846158950266
"7",808782.6,283.046468,"C12H12O8",283.045927029622,0.0490359198669014
"8",2654097,283.082826,"C13H16O7",283.082284960133,0.146438697143129
"9",1036883.6,285.062177,"C12H14O8",285.061632177114,0.144545161333167
"10",920601.9,287.077779,"C12H16O8",287.07723032481,0.0373134075748475
"11",800306.3,293.067305,"C14H14O7",293.066744877374,0.233826770486401
"12",1491316.8,293.103596,"C15H18O6",293.103035808014,0.0888691719234972
"13",952252.9,295.046447,"C13H12O8",295.045883094755,0.195950112641561
"14",1858495.5,295.082881,"C14H16O7",295.08231702512,0.0318189832418465
"15",2173634,295.119275,"C15H20O6",295.118710955563,0.00326674421255037
"16",1777356.3,297.062238,"C13H14O8",297.06167024209,0.26684449278117
"17",3157838.8,297.098592,"C14H18O7",297.098024172608,0.160534477167445
"18",1005403.2,299.041454,"C12H12O9",299.040882459328,0.0900478575423832
"19",2620381.8,299.07787,"C13H16O8",299.077298389729,0.191766810311538
"20",1235055.4,301.057165,"C12H14O9",301.056589606816,0.279056172713773
"21",1574642,301.093508,"C13H18O8",301.092932537356,0.137621701296825
"22",1241374.3,305.067254,"C15H14O7",305.066511243959,0.541214736951674
"23",1185441.1,305.103659,"C16H18O6",305.102916155323,0.47754524785016
"24",1814584.1,307.046501,"C14H12O8",307.045753425029,0.610605729635168
"25",2799419,307.082897,"C15H16O7",307.082149336415,0.576646423258905
"26",2527934,307.11933,"C16H20O6",307.11858224771,0.422220869680848
"27",1262549.3,309.025855,"C13H10O9",309.025102605839,0.332858612143419
"28",3122648.3,309.062182,"C14H14O8",309.061429517393,0.522405410900896
"29",6491611,309.098603,"C15H18O7",309.097850428717,0.407797631299184
"30",2834526,309.135005,"C16H22O6",309.134252340088,0.354678628930642
"31",2816888.5,311.041465,"C13H12O9",311.040707698375,0.475284716320396
"32",6917243.5,311.077846,"C14H16O8",311.077088609797,0.489996767807703
"33",9087102,311.114239,"C15H20O7",311.11348152119,0.466134355371868
"34",5151263.5,313.057134,"C13H14O9",313.056371790768,0.427412846717543
"35",10066722,313.093497,"C14H18O8",313.092734702234,0.499526532641841
"36",1973959,315.036515,"C12H12O10",315.035747971512,0.070411459108872
"37",4751306,315.07282,"C13H16O9",315.072052883119,0.326197727325188
"38",5114573,315.109156,"C14H20O8",315.108388794651,0.483546364311358
"39",1753075.6,317.030957,"C15H10O8",317.030185115586,0.333500163210855
"40",1891317.5,317.052152,"C12H14O10",317.051380063982,0.126646515946183
"41",1759224.6,317.088626,"C13H18O9",317.087853975178,0.152173741941463
"42",1895674,317.103711,"C17H18O6",317.10293893845,0.387625995416455
"43",3801126.3,319.046698,"C15H12O8",319.045921207804,0.0617504689062974
"44",4041001.5,319.083091,"C16H16O7",319.082314119196,0.0385328251932534
"45",3898924.8,319.119414,"C17H20O6",319.11863703076,0.23467404885711
"46",1249840,319.155698,"C18H24O5",319.154920942418,0.552967893454652
"47",3239897.8,321.025967,"C14H10O9",321.02518538882,0.0625456177381628
"48",7115741,321.06228,"C15H14O8",321.061498300408,0.28864378276056
"49",9684960,321.098636,"C16H18O7",321.097854211891,0.380775520223974
"50",6388196,321.135084,"C17H22O6",321.13430212315,0.186402631182402
"51",1605009.6,323.005184,"C13H8O10",323.004397569963,0.224319113922653
"52",7786645,323.041512,"C14H12O9",323.040725481515,0.402580116515251
"53",14551705,323.077907,"C15H16O8",323.077120392903,0.373420724017927
"54",17535644,323.114386,"C16H20O7",323.113599304086,0.0842980656873902
"55",5194655.5,323.150789,"C17H24O6",323.150002215455,0.0304248332610306
"56",2894929.5,325.020882,"C13H10O10",325.020090662285,0.0905407165921393
"57",13503317,325.057208,"C14H14O9",325.056416573841,0.273864072739493
"58",26718040,325.093638,"C15H18O8",325.092846485144,0.137238607486365
"59",15874908,325.130081,"C16H22O7",325.129289396416,0.0393402760644622
"60",7175702.5,327.036556,"C13H12O10",327.035759754666,0.0317976657199901
"61",19296282,327.072868,"C14H16O9",327.072071666256,0.256801695068945
"62",26767390,327.10923,"C15H20O8",327.108433577724,0.328901578835417
"63",1814749.9,329.031087,"C16H10O8",329.030285898524,0.015034227581987
"64",9574624,329.0522,"C13H14O10",329.051398847119,0.0649452315164763
"65",2501345.5,329.067374,"C17H14O7",329.066572810175,0.314648588786756
"66",13347044,329.088667,"C14H18O9",329.087865758332,0.182430314858747
"67",9021671,329.12495,"C15H22O8",329.124148669993,0.129306955822287
"68",1184552.9,331.010299,"C15H8O9",331.009493079679,0.188284778671885
"69",1793707.1,331.03144,"C12H12O11",331.030634028207,0.153302203784177
"70",4649644.5,331.04666,"C16H12O8",331.04585399115,0.262555371594536
"71",5227439,331.067889,"C13H16O10",331.067082939463,0.0382346184490524
"72",4794546.5,331.10419,"C14H20O9",331.10338385108,0.217259767776347
"73",3540148.3,331.11955,"C18H20O6",331.118743813683,0.0963220785918008
"74",1200438.5,331.140506,"C15H24O8",331.13969976266,0.427400034482136
"75",1405496.1,331.15582,"C19H24O5",331.155013725375,0.252750344575232
"76",3791997,333.025955,"C15H10O9",333.025144172103,0.184056448503854
"77",8629377,333.062353,"C16H14O8",333.061542083484,0.146787733106118
"78",7408261,333.098842,"C17H18O7",333.098030994643,0.163665069065537
"79",6044296.5,333.135153,"C18H22O6",333.134341906236,0.0602675869070674
"80",1206802.6,335.005337,"C14H8O10",335.004521352845,0.153212298810392
"81",8623447,335.041675,"C15H12O9",335.040859264372,0.0111420196732615
"82",12676955,335.077958,"C16H16O8",335.077142176033,0.29503826389348
"83",15335263,335.114404,"C17H20O7",335.113588087296,0.114751059293557
"84",6561122.5,335.150874,"C18H24O6",335.150057998502,0.13710654965341
"85",4604209.5,337.020855,"C14H10O10",337.020034445605,0.254122023568201
"86",14481461,337.057259,"C15H14O9",337.056438356971,0.199486340066576
"87",20361274,337.093765,"C16H18O8",337.092944268089,0.157724029413266
"88",20923454,337.130052,"C17H22O7",337.12923117974,0.134743563190171
"89",4479553.5,337.166456,"C18H26O6",337.165635091106,0.0801384506737198
"90",9697045,339.036527,"C14H12O10",339.03570153799,0.202384691171273
"91",20583706,339.073,"C15H16O9",339.072174449188,0.0554166662222128
"92",31087902,339.109367,"C16H20O8",339.108541360645,0.000579179618702473
"93",13526306,339.145693,"C17H24O7",339.144867272201,0.175138516142702
"94",2303610.3,341.015964,"C13H10O11",341.015133718598,0.290328718660455
"95",1223740,341.03118,"C17H10O8",341.030349681551,0.172525176768557
"96",16303614,341.052199,"C14H14O10",341.051368630376,0.151258904850644
"97",26854914,341.088627,"C15H18O9",341.087796541683,0.0269169888652
"98",20350470,341.125077,"C16H22O8",341.124246452937,0.16189088565794
"99",5001960.5,343.031462,"C13H12O11",343.030626811407,0.168977691084248
"100",2759402.3,343.046757,"C17H12O8",343.045921774168,0.0557793284700241
"101",14056173,343.067999,"C14H16O10",343.067163722449,0.272370091395968
"102",2970862.5,343.083128,"C18H16O7",343.082292685614,0.098310881048934
"103",17145586,343.104288,"C15H20O9",343.103452634095,0.00918802930322031
"104",5963509.5,343.140631,"C16H24O8",343.13979554561,0.133316579702048
"105",3002585,345.026118,"C16H10O9",345.02527795496,0.210093115903869
"106",4753371.5,345.047187,"C13H14O11",345.046346903663,0.0349631975808194
"107",5848029.5,345.062406,"C17H14O8",345.061565866609,0.0727586947409263
"108",7070176,345.083616,"C14H18O10",345.082775814968,0.160743859864326
"109",4337124.5,345.119877,"C15H22O9",345.119036726683,0.200289280333895
"110",3287270.3,345.135257,"C19H22O6",345.134416689237,0.158505795581492
"111",1231436.6,347.00525,"C15H8O10",347.004405136311,0.18699969277852
"112",7332561,347.041768,"C16H12O9",347.040923047399,0.194547870122519
"113",1767891.8,347.062693,"C13H16O11",347.061847996453,0.394474455099796
"114",8686806,347.078101,"C17H16O8",347.077255958938,0.04299417115595
"115",1534040.3,347.099309,"C14H20O10",347.098463907303,0.269371655180141
"116",8991962,347.114405,"C18H20O7",347.113559870548,0.192073681414744
"117",5053918.5,347.150942,"C19H24O6",347.15009678159,0.244085689755311
"118",3982793.5,349.020986,"C15H10O10",349.02013622854,0.0462400279799439
"119",12388814,349.057403,"C16H14O9",349.056553139875,0.13620927805506
"120",14866899,349.0937,"C17H18O8",349.092850051501,0.11758743810842
"121",14732759,349.130188,"C18H22O7",349.129337962663,0.175742703092451
"122",4930780,349.16651,"C19H26O6",349.165659874229,0.006406160654115
"123",9757387,351.036639,"C15H12O10",351.035784320972,0.0403586552899034
"124",16532176,351.073049,"C16H16O9",351.072194232323,0.109873091736742
"125",25238228,351.109368,"C17H20O8",351.108513143896,0.0798053605909362
"126",15886041,351.145861,"C18H24O7",351.145006055046,0.226076185924446
"127",2354526,351.182162,"C19H28O6",351.181306966663,0.0148304514857087
"128",15891410,353.052305,"C15H14O10",353.051445413371,0.0713661809158418
"129",1281806.1,312.081259,"C14H16O8",312.080499166759,0.310400205835794
"130",1588689.1,312.117606,"C15H20O7",312.116846078264,0.4340157195104
"131",1560951,314.09695,"C14H18O8",314.096185259098,0.193702863381168
"132",1763901.3,322.102071,"C16H18O7",322.101286768799,0.13880520448952
"133",1361984.6,322.138492,"C17H22O6",322.137707680124,0.0288799354122098
"134",2267383.5,324.081319,"C15H16O8",324.080529949867,0.20392079676115
"135",3434235,324.117653,"C16H20O7",324.116863861403,0.363080441602345
"136",2028214.4,326.060579,"C14H14O9",326.059785130905,0.231442884889738
"137",4470202,326.096941,"C15H18O8",326.096147042374,0.303769416443787
"138",2654141.5,326.133444,"C16H22O7",326.132649953499,0.0562585797639673
"139",2903933.8,328.076235,"C14H16O9",328.075436223329,0.226885604628694
"140",4066689.3,328.112688,"C15H20O8",328.111889134576,0.0214245928278804
"141",1490374.4,330.055504,"C13H14O10",330.054700404346,0.226668721351766
"142",2204234,330.091895,"C14H18O9",330.091091315744,0.210266145685544
"143",1310925.9,330.1284,"C15H22O8",330.127596226864,0.151453051088167
"144",1353964.6,334.065842,"C16H14O8",334.06502864026,0.247459128778587
"145",1581936.5,334.102055,"C17H18O7",334.101241552092,0.26915800636283
"146",1175988.4,334.138416,"C18H22O6",334.137602463563,0.34273256695012
"147",1251652.9,336.045091,"C15H12O9",336.044272821326,0.185362473053814
"148",2215112.8,336.081398,"C16H16O8",336.080579732928,0.0485113153835453
"149",2797004.8,336.117701,"C17H20O7",336.11688264454,0.294235058617794
