"","exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag"
"1",255.087269174788,1034012.5,28.13,"C12H16O6","O6","CHO",12,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256.094545626948,255.08741179204,-0.556892970144207,0.56,255,254.802436451183,0.197563548816589,5,0.5,1.33333333333333,-1,19.6995914034,18,0.9,26,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"2",257.066491188929,762465.1,19.98,"C11H14O7","O7","CHO",11,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258.073767641089,257.06667635054,-0.71747552096834,0.72,257,256.779448448342,0.22055155165782,5,0.636363636363636,1.27272727272727,-2,19.8518425232846,18,0.9,24,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"3",267.087233071616,1058720,28.13,"C13H16O6","O6","CHO",13,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268.094509523776,267.08741179204,-0.666632167591189,0.67,267,266.789001081122,0.210998918878317,6,0.461538461538462,1.23076923076923,0,20.6226683264769,19,0.9,28,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"4",269.0664930857,1249210.1,33.54,"C12H14O7","O7","CHO",12,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270.07376953786,269.06667635054,-0.67857326638916,0.68,269,268.766051035792,0.233948964207855,6,0.583333333333333,1.16666666666667,-1,20.7749194463615,19,0.9,26,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
"5",269.102900030776,1311675.8,35.31,"C13H18O6","O6","CHO",13,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270.110176482936,269.10306185584,-0.599107614820888,0.6,269,268.802417328548,0.197582671451585,5,0.461538461538462,1.38461538461538,-1,20.7777183313846,19,0.9,28,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"6",271.082140044891,1238292.8,32.79,"C12H16O7","O7","CHO",12,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272.089416497051,271.08232641434,-0.684956628627653,0.68,271,270.779447305581,0.22055269441887,5,0.583333333333333,1.33333333333333,-2,20.9299694512692,19,0.9,26,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"7",281.066512010784,963213.4,24.73,"C13H14O7","O7","CHO",13,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.073788462944,281.06667635054,-0.582612645257615,0.58,281,280.752670632541,0.247329367458917,7,0.538461538461538,1.07692307692308,0,21.6979963694385,20,0.9,28,0.5,0,0,0,0,0,0,0,0,0,"Unambiguous"
"8",281.10278894922,1281999,33.55,"C14H18O6","O6","CHO",14,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.11006540138,281.10306185584,-0.967376403526204,0.97,281,280.788907063823,0.21109293617684,6,0.428571428571429,1.28571428571429,0,21.7007952544615,20,0.9,30,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"9",283.082097590196,1398822.1,36.77,"C13H16O7","O7","CHO",13,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284.089374042356,283.08232641434,-0.805465337366749,0.81,283,282.766005591089,0.233994408910689,6,0.538461538461538,1.23076923076923,-1,21.8530463743462,20,0.9,28,0.6,0,0,0,0,0,0,0,0,0,"Unambiguous"
"10",283.118486528442,1092455.8,28.3,"C14H20O6","O6","CHO",14,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284.125762980602,283.11871191964,-0.793279693094255,0.79,283,282.802353897121,0.197646102878764,5,0.428571428571429,1.42857142857143,-1,21.8558452593692,20,0.9,30,0.7,0,0,0,0,0,0,0,0,0,"Unambiguous"
