"","abundance","exp_mass","formula","R_mass","recal_err"
"1",873985.1,179.035035,"C9H8O4",179.034948567716,0.188368348062265
"2",797640.3,181.014313,"C8H6O5",181.014225612185,0.117330846638347
"3",737611.1,181.050667,"C9H10O4",181.050579594635,0.291417956789836
"4",761418.6,191.035065,"C10H8O4",191.034972774492,0.0498220138991424
"5",887637.1,193.014317,"C9H6O5",193.014223818974,0.119326766267329
"6",766264.2,193.050729,"C10H10O4",193.050635801396,0.0178469010408899
"7",1186885,195.029981,"C9H8O5",195.029886845877,0.0516262532308518
"8",965267.9,197.009235,"C8H6O6",197.009139890358,0.109551667858331
"9",938871.1,197.045617,"C9H10O5",197.045521872794,0.127409863567072
"10",879719.9,199.024911,"C8H8O6",199.024814917255,0.0169848927588358
"11",1021277.7,201.040568,"C8H10O6",201.040470944162,0.0464758259280188
"12",737355.4,205.050753,"C11H10O4",205.050654008175,0.10559408919484
"13",1531585.4,207.030012,"C10H8O5",207.029912052653,0.0731204198571272
"14",915236.8,207.066376,"C11H12O4",207.066276035098,0.0308342927136099
"15",1621944.1,209.00923,"C9H6O6",209.009129097151,0.154901769546207
"16",1421371.5,209.045648,"C10H10O5",209.04554707957,0.000484246634006314
"17",819390.9,209.082029,"C11H14O4",209.081928062006,0.0211478528707424
"18",1565618.8,211.024949,"C9H8O6",211.024847124028,0.168639826192755
"19",1371446.1,211.061312,"C10H12O5",211.061210106473,0.0618983158992225
"20",789834.3,213.004177,"C8H6O7",213.004074168521,0.00904592673173011
"21",1567661.6,213.040544,"C9H10O6",213.040441150964,0.0959896346354876
"22",887333.1,215.019784,"C8H8O7",215.019680195451,0.213764985784505
"23",1308584.5,215.056239,"C9H12O6",215.056135177852,0.109336172211521
"24",1001119.8,217.035471,"C8H10O7",217.035366222343,0.0460781873029352
"25",851323.4,219.066414,"C12H12O4",219.06630824187,0.117873138065739
"26",2018382.3,221.009263,"C10H6O6",221.009156303926,0.0233886868806269
"27",1477393.5,221.045675,"C11H10O5",221.045568286347,0.0963964562779864
"28",819732.9,221.082049,"C12H14O4",221.081942268787,0.0442602754448398
"29",2295558.8,223.024944,"C10H8O6",223.024836330821,0.111171401191997
"30",1384458.1,223.061314,"C11H12O5",223.061206313263,0.0415631345087593
"31",924653.4,223.097699,"C12H16O4",223.097591295697,0.0392126931413029
"32",2033594.8,225.004183,"C9H6O7",225.004074375309,0.0076444451619617
"33",1893182.1,225.040577,"C10H10O6",225.040468357739,0.0300261507127111
"34",1709825.4,225.076987,"C11H14O5",225.076878340161,0.138771364971941
"35",1313584.8,227.019864,"C9H8O7",227.019754402204,0.124407971199152
"36",2091636,227.056231,"C10H12O6",227.056121384647,0.0428097118737172
"37",1547301,229.035514,"C9H10O7",229.035391159442,0.0652148253299222
"38",1581096.3,229.07186,"C10H14O6",229.071737139948,0.107338816297601
"39",1328535.4,231.051136,"C9H12O7",231.051012078386,0.0614944404476157
"40",1216002.6,233.009298,"C11H6O6",233.009173028149,0.0495907919168159
"41",973960.9,233.082044,"C13H14O4",233.081918989132,0.057895983417287
"42",794093.3,234.988566,"C10H4O7",234.988439966591,0.0593010109034271
"43",2484528.5,235.024923,"C11H8O6",235.024796947092,0.0620774816156207
"44",1422003.5,235.061287,"C12H12O5",235.061160927588,0.153638934582509
"45",963830.7,235.09773,"C13H16O4",235.097603908042,0.090858451811548
"46",1846616.6,237.004188,"C10H6O7",237.004060885536,0.0641752862119911
"47",2058971.6,237.040588,"C11H10O6",237.040460866013,0.00309916339531455
"48",1560542.8,237.076967,"C12H14O5",237.076839846501,0.0306206137976772
"49",893441.8,237.113388,"C13H18O4",237.113260826967,0.118996848470571
"50",2430593,239.019872,"C10H8O7",239.019743804447,0.073823641955375
"51",2186884,239.056242,"C11H12O6",239.05611378494,0.00887030275064993
"52",2225799,239.092644,"C12H16O5",239.092515765416,0.0777760762672798
"53",901283.4,240.999164,"C9H6O8",240.999034742876,0.182678093931353
"54",1819942.4,241.03549,"C10H10O7",241.035360723393,0.0643040328401908
"55",2826537.3,241.071875,"C11H14O6",241.071745703879,0.0664713334420982
"56",2146248.8,243.051145,"C10H12O7",243.05101464232,0.0479093640972788
"57",2132171.8,243.087539,"C11H16O6",243.0874086228,0.013037448411654
"58",1552485.5,245.030424,"C9H10O8",245.030292580756,0.00708286473544172
"59",1119592.4,245.066836,"C10H14O7",245.066704561227,0.11511433417261
"60",1884032.8,247.024935,"C12H8O6",247.024802511023,0.0365380971112496
"61",956610.3,247.046082,"C9H12O8",247.045949499682,0.0347734575047314
"62",1618840.1,249.004204,"C11H6O7",249.004070449465,0.0226738243908134
"63",2456731,249.040606,"C12H10O6",249.040472429942,0.0434841047369027
"64",1329437.8,249.076986,"C13H14O5",249.07685241043,0.0212965983715783
"65",855904.4,249.113347,"C14H18O4",249.113213390928,0.0771549228930749
"66",765741.1,250.983458,"C10H4O8",250.983323387915,0.0687931106523932
"67",2518191.8,251.019864,"C11H8O7",251.019729368389,0.0127848490770039
"68",2134194.5,251.056213,"C12H12O6",251.056078348894,0.132701593220029
"69",1824693.3,251.09262,"C13H16O5",251.092485329367,0.0471554213753647
"70",764760,251.12906,"C14H20O4",251.128925309823,0.169772520110424
"71",1644034.4,252.999107,"C10H6O8",252.998971306845,0.0767228152947376
"72",2382789,253.03552,"C11H10O7",253.035384287315,0.0318705454734337
"73",3282247.8,253.071894,"C12H14O6",253.071758267807,0.0136737236506592
"74",2407498.5,253.108291,"C13H18O5",253.108155248286,0.0316653008012684
