"","exp_mass","abundance"
"2",132.904905800053,1507912
"5",171.099156001033,1180247
"12",185.114815024452,1507722
"24",199.130470342331,1307178
"47",213.14612051263,4662407
"58",221.115274923563,2033476
"63",223.130953509892,2263548
"74",227.16184068288,1702258
"75",229.14105929478,5274157
"99",241.177480853186,2154174
"122",253.14175606622,2505579
"133",263.126141572458,1335129
"135",263.162561556067,1423196
"141",265.178190648874,1182758
"156",275.12487617208,1263103
"161",277.140535264875,3237059
"163",277.176915248501,2757830
"165",277.178265247893,1114310
"169",279.119774374061,1239426
"177",281.135423466859,2094659
"197",290.99946902726,1649624
"204",293.135418065914,3578519
"208",293.208198033157,1585822
"215",295.151047158722,5774154
"223",297.166716251512,3322875
"232",299.219389852545,1965741
"233",300.983658141767,2474308
"239",302.998486188026,1488879
"240",302.999326187212,5916144
"243",303.155966035321,2856445
"246",303.192336000054,1219072
"249",305.01414423348,2797209
"250",305.014974232675,13401753
"252",305.135214116081,2741923
"254",305.171634080765,6303398
"256",305.173284079165,2336422
"258",306.018243259824,1226477
"262",306.994222313436,1833790
"263",307.03064227812,2715457
"266",307.150882161525,7188299
"268",307.187262126248,7409486
"270",307.223642090972,1934161
"273",308.154201188626,1108381
"277",309.00990035887,1190372
"278",309.130130242285,1743854
"280",309.166510207009,9740273
"282",309.177730196129,2097137
"283",309.178560195324,10244081
"284",309.202910171712,5574644
"288",310.169819234119,1669187
"290",310.181959222347,1565764
"292",311.145768287759,2674834
"294",311.147518286062,1177746
"295",311.182158252472,6267029
"297",311.218548217186,2097304
"304",313.197826297917,2087224
"306",313.235046261825,1702715
"309",314.999354551008,4584905
"310",315.035714515751,1430475
"311",315.07923447355,1366479
"319",317.014102597345,2068073
"320",317.014962596511,8716905
"321",317.051402561176,2404972
"324",317.135202479916,1149042
"327",317.17158244464,3623541
"331",318.994270677213,2303749
"332",319.029720642838,2091784
"333",319.030610641975,9071368
"338",319.152580523703,1297169
"340",319.187210490123,6079252
"345",321.008978723588,1515427
"346",321.009828722764,7035811
"347",321.046268687429,2522022
"349",321.13008860615,1268652
"351",321.166478570863,6570927
"353",321.202848535596,6685618
"355",321.204658533841,2880434
"357",322.169787597973,1168893
"360",322.910206880003,1923126
"361",323.02555676815,3531839
"362",323.145716651633,7668809
"365",323.21850658105,4494414
"367",323.220296579314,1860686
"368",324.149075678695,1333398
"370",324.185475643398,1416345
"374",325.161364697097,4005092
"376",325.19775466181,5612775
"378",325.234154626514,1764586
"383",327.079222837386,1059703
"386",327.177022742551,2661759
"388",327.213402707274,2170241
"390",327.250702671105,1449348
"393",329.014940960356,3928587
"394",329.09488088284,1179665
"402",331.029689006692,1867427
"403",331.030669005742,7710372
"404",331.067068970446,1215142
"405",331.074168963561,1318567
"410",331.187178853977,2600623
"415",333.009897086522,5416761
"416",333.045357052137,1476411
"417",333.046337051186,6842171
"420",333.166436934728,4147012
"423",333.202826899441,4491079
"425",333.204806897521,2076487
"428",335.024595132906,1637328
"429",335.025515132014,7022544
"430",335.06197509666,3011538
"432",335.145715015459,1744857
"435",335.218464944915,6043614
"438",336.185444007253,1518630
"441",337.041253177391,2119270
"443",337.161323060961,3749999
"445",337.163293059051,1475695
"446",337.197723025665,7841906
"448",337.234082990407,4466805
"451",338.201052052755,1585340
"454",338.87007140402,2061550
"457",339.176981106415,4376837
"459",339.213371071129,5413128
"461",339.215351069209,2060552
"466",341.094909246636,1108371
"468",341.192639151869,3340698
"470",341.229029116583,1678749
"472",341.266349080394,1434528
"475",342.263988113002,1975273
"476",343.030637369597,4682274
"477",343.110577292081,1298984
"484",345.009855450386,4277940
"485",345.045325415991,2804406
