"","abundance","exp_mass","formula","R_mass","recal_err"
"1",322581,139.00034,"C4H4O4",139.000251938436,0.519721458345992
"2",398568,163.07304,"C8H12O2",163.072936687541,0.0859745223117576
"3",300960,175.0731,"C9H12O2",175.072989085084,0.219208188468167
"4",335323,177.01598,"C7H6O4",177.015867854202,0.215197376373471
"5",1542878,177.08874,"C9H14O2",177.088627808106,0.152672989671858
"6",1927488,179.06799,"C8H12O3",179.067876554182,0.0626813873021002
"7",3397954,179.10436,"C9H16O2",179.104246531141,0.0240313639849676
"8",4240297,181.08365,"C8H14O3",181.083535277191,0.109802547456182
"9",280207,178.0917,"C9H14O2",178.091587172696,2.06971034936198
"10",338741,180.10775,"C9H16O2",180.107635895458,0.166901324765934
"11",438495,182.08701,"C8H14O3",182.086894641528,0.133165931589149
"12",724475,189.08869,"C10H14O2",189.088541912366,0.311277857108004
"13",3086330,191.068,"C9H12O3",191.067850362239,0.0783371953306536
"14",1568508,191.10443,"C10H16O2",191.104280333709,0.154357888340247
"15",308410,193.01065,"C7H6O5",193.010498840824,1.27216926114164
"16",7278208,193.08366,"C9H14O3",193.083508783645,0.0342344862424924
"17",447367,195.0629,"C8H12O4",195.062747233574,0.167734133409768
"18",23435018,195.09933,"C9H16O3",195.099177205043,0.060212881713859
"19",1964693,197.07859,"C8H14O4",197.078435654956,0.0286124457399061
"20",469991,199.09379,"C8H16O4",199.093634076722,2.24016273075377
"21",1832743,199.09426,"C8H16O4",199.094104076354,0.120528414359993
"22",284538,201.07358,"C7H14O5",201.07342252622,0.387360442529688
"23",1443925,203.1044,"C11H16O2",203.104240935753,0.0487410147726837
"24",5123568,205.08369,"C10H14O3",205.083529385642,0.0682252891009781
"25",738802,205.11966,"C11H18O2",205.119499357472,1.95759449236653
"26",3524594,205.12007,"C11H18O2",205.119909357151,0.0412348610140596
"27",486925,207.06292,"C9H12O4",207.062757835579,0.106811477372661
"28",2309264,207.0989,"C10H16O3",207.0987378074,2.06495356349091
"29",10979984,207.09935,"C10H16O3",207.099187807048,0.107916841743761
"30",7077524,207.13574,"C11H20O2",207.135577778549,0.129459614128457
"31",933170,209.07819,"C9H14O4",209.07802625729,1.93113546051491
"32",3680050,209.07861,"C9H14O4",209.078446256961,0.0776785096038657
